FOR CLOSURE OF,SOURCE FILE,TAX ID,RECEIPT NUMBER,WORKER ID,PERIOD OF PROVISION,TAX ID - RECEIPT NUMBER,RECEIPT AMOUNT,REQUESTED AMOUNT,PROVISION CODE,WORKER ID - PERIOD OF PROVISION -  PROVISION CODE,WORKER ID - PERIOD OF PROVISION -  RECEIPT AMOUNT,SECOND PROVISION CODE,SECOND WORKER ID NUMBER,THIRD PROVISION CODE,SECOND PERIOD OF PROVISION,WORKER ID - PERIOD OF PROVISION -  RECEIPT NUMBER,WORKER ID -  RECEIPT NUMBER,RECEIPT PREFIX,RECEIPT TYPE,EMISSION TYPE,AUTHORIZATION CODE,RECEIPT EMISSION DATE,CBU 1,CBU 2
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,60347790280,186,42228363062,201611,60347790280-186,"3474,12","3474,12",90,42228363062-201611-90,"42228363062-201611-3474,12",90,54402450796,90,201611,54402450796-201611-186,54402450796-186,0001,05,I,42396073429994,21/12/2016,977945280,47516447602838
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,45391601781,356,42868502122,201611,45391601781-356,"2501,36","2501,36",90,42868502122-201611-90,"42868502122-201611-2501,36",90,70594392327,90,201611,70594392327-201611-356,70594392327-356,0001,05,I,42364071085794,14/12/2016,26432915,55929226834386
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,14381536912,12,87257047973,201611,14381536912-12,349736,"4424,7",96,87257047973-201611-96,87257047973-201611-349736,96,52979040345,96,201611,52979040345-201611-12,52979040345-12,0002,03,E,66529033745338,27/12/2016,895366674,33811310835626
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,31406310715,1,90184549243,201610,31406310715-1,341606,"4424,7",96,90184549243-201610-96,90184549243-201610-341606,96,71233781658,96,201610,71233781658-201610-1,71233781658-1,0002,03,E,66509783672237,15/12/2016,122610930,47067954221616
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,90268378827,12,99517095792,201611,90268378827-12,349736,"4424,7",96,99517095792-201611-96,99517095792-201611-349736,96,93438925629,96,201611,93438925629-201611-12,93438925629-12,0002,03,E,66529033745338,27/12/2016,838126354,35250574735026
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,81856880250,1,44625247063,201610,81856880250-1,341606,"4424,7",96,44625247063-201610-96,44625247063-201610-341606,96,90863302933,96,201610,90863302933-201610-1,90863302933-1,0002,03,E,66509783672237,15/12/2016,784055661,39664213586022
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,98145764489,1,37401634401,201610,98145764489-1,341606,"9580,56",96,37401634401-201610-96,37401634401-201610-341606,96,86671321040,96,201610,86671321040-201610-1,86671321040-1,0002,03,E,66509783672237,15/12/2016,17233724,42380192812165
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,41787683881,12,46112598495,201611,41787683881-12,349736,"3277,56",96,46112598495-201611-96,46112598495-201611-349736,96,28946288262,96,201611,28946288262-201611-12,28946288262-12,0002,03,E,66529033745338,27/12/2016,611146685,95295127359585
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,24133832362,1,83473507966,201610,24133832362-1,341606,"5352,96",96,83473507966-201610-96,83473507966-201610-341606,96,28806946185,96,201610,28806946185-201610-1,28806946185-1,0002,03,E,66509783672237,15/12/2016,778767613,21513227151747
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,66278180339,177,25712736974,201611,66278180339-177,"6658,73","6658,73",87,25712736974-201611-87,"25712736974-201611-6658,73",87,18861395303,87,201611,18861395303-201611-177,18861395303-177,0003,03,E,66519857135145,16/12/2016,154624670,54320882196465
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,43584906033,903,88162265856,201611,43584906033-903,"14455,64","14455,64",10,88162265856-201611-10,"88162265856-201611-14455,64",10,75844868425,10,201611,75844868425-201611-903,75844868425-903,0002,05,I,42491081066754,22/12/2016,907648223,26138737482552
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,72884322566,12,33801099526,201611,72884322566-12,349736,"8824,2",96,33801099526-201611-96,33801099526-201611-349736,96,67227267581,96,201611,67227267581-201611-12,67227267581-12,0002,03,E,66529033745338,27/12/2016,329363857,55621420813124
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,26140897403,1,16747460812,201610,26140897403-1,341606,"8824,2",96,16747460812-201610-96,16747460812-201610-341606,96,88766820780,96,201610,88766820780-201610-1,88766820780-1,0002,03,E,66509783672237,15/12/2016,814155422,66306923522359
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,68127184105,882,52160588953,201610,68127184105-882,"19650,11","19650,11",10,52160588953-201610-10,"52160588953-201610-19650,11",10,88331490171,10,201610,88331490171-201610-882,88331490171-882,0002,05,I,42491081066754,21/12/2016,821888610,89023444009559
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,39970765261,339,61134208306,201611,39970765261-339,"2316,08","2316,08",86,61134208306-201611-86,"61134208306-201611-2316,08",86,85054712654,86,201611,85054712654-201611-339,85054712654-339,0001,05,I,42313066831112,12/12/2016,577072655,21240805621728
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,39765135379,91,28418906742,201611,39765135379-91,"6256,56","6256,56",86,28418906742-201611-86,"28418906742-201611-6256,56",86,23957229389,86,201611,23957229389-201611-91,23957229389-91,0002,05,E,66500753124156,14/12/2016,675900979,27324799680855
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,87681676635,1,14053130996,201610,87681676635-1,341606,"1856,52",96,14053130996-201610-96,14053130996-201610-341606,96,43446820657,96,201610,43446820657-201610-1,43446820657-1,0002,03,E,66509783672237,15/12/2016,78114900,47299065415185
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,15378475537,12,37385893038,201611,15378475537-12,349736,"3063,26",96,37385893038-201611-96,37385893038-201611-349736,96,10269048370,96,201611,10269048370-201611-12,10269048370-12,0002,03,E,66529033745338,27/12/2016,195101427,85173237998253
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,48296914596,1,15107584884,201610,48296914596-1,341606,"3063,25",96,15107584884-201610-96,15107584884-201610-341606,96,74864436744,96,201610,74864436744-201610-1,74864436744-1,0002,03,E,66509783672237,15/12/2016,761521927,16364025723481
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,49835471458,463,16359225059,201611,49835471458-463,"3908,4","3908,4",90,16359225059-201611-90,"16359225059-201611-3908,4",90,99871189131,90,201611,99871189131-201611-463,99871189131-463,0001,05,I,42325067622200,22/12/2016,31433039,31826283197887
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,86662085745,1225,21025101249,201611,86662085745-1225,"3664,2","3664,2",90,21025101249-201611-90,"21025101249-201611-3664,2",90,76379331569,90,201611,76379331569-201611-1225,76379331569-1225,0001,05,I,42462079218325,28/12/2016,938753192,45793782986653
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,25053265349,479,50571909469,201611,25053265349-479,"2895,12","2895,12",90,50571909469-201611-90,"50571909469-201611-2895,12",90,83618599058,90,201611,83618599058-201611-479,83618599058-479,0001,05,I,42180057258882,01/01/2017,55364771,48314728435363
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,22125746256,972,77181888671,201611,22125746256-972,"6552,38","6552,38",85,77181888671-201611-85,"77181888671-201611-6552,38",85,49695764734,85,201611,49695764734-201611-972,49695764734-972,0008,03,E,66515855606287,19/12/2016,856218018,57455721272772
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,17078798991,343,22307581869,201611,17078798991-343,"2316,08","2316,08",86,22307581869-201611-86,"22307581869-201611-2316,08",86,64581174008,86,201611,64581174008-201611-343,64581174008-343,0001,05,I,42313066831112,12/12/2016,844237810,87467166388031
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,53445061584,69,12250195269,201611,53445061584-69,"2316,08","2316,08",90,12250195269-201611-90,"12250195269-201611-2316,08",90,76367198332,90,201611,76367198332-201611-69,76367198332-69,0002,03,I,42405073794427,07/12/2016,543235410,69903519166697
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,48762855899,631,58366558813,201611,48762855899-631,"2316,08","2316,08",90,58366558813-201611-90,"58366558813-201611-2316,08",90,75979106931,90,201611,75979106931-201611-631,75979106931-631,0001,05,I,42489080635560,07/12/2016,29272667,47246159132756
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,72850953624,516,91115475216,201611,72850953624-516,"3257,04","3257,04",86,91115475216-201611-86,"91115475216-201611-3257,04",86,69492394959,86,201611,69492394959-201611-516,69492394959-516,0002,05,E,66522959678499,23/12/2016,158993629,99480951260148
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,93460173937,1,57489859786,201610,93460173937-1,341606,"3419,09",96,57489859786-201610-96,57489859786-201610-341606,96,27572427472,96,201610,27572427472-201610-1,27572427472-1,0002,03,E,66509783672237,15/12/2016,966294541,54923376204957
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,82986723814,72,14127200484,201611,82986723814-72,"3474,12","3474,12",90,14127200484-201611-90,"14127200484-201611-3474,12",90,64228936455,90,201611,64228936455-201611-72,64228936455-72,0002,03,I,42405073794427,07/12/2016,881427303,75699418711463
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,92441674170,634,22908814979,201611,92441674170-634,"3474,12","3474,12",90,22908814979-201611-90,"22908814979-201611-3474,12",90,86457231697,90,201611,86457231697-201611-634,86457231697-634,0001,05,I,42489080635560,07/12/2016,262263784,76713034923881
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,40081338156,385,99543611981,201611,40081338156-385,"6269,76","6269,76",96,99543611981-201611-96,"99543611981-201611-6269,76",96,45571924608,96,201611,45571924608-201611-385,45571924608-385,0001,05,I,42282064532823,21/12/2016,974636769,86464490045249
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,18639287803,57,47660240277,201611,18639287803-57,"8323,41","8323,41",87,47660240277-201611-87,"47660240277-201611-8323,41",87,90457776062,87,201611,90457776062-201611-57,90457776062-57,0001,06,I,42478079493311,20/12/2016,417452555,25928187853568
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,61962161780,15,44622639588,201611,61962161780-15,"4342,72","4342,72",90,44622639588-201611-90,"44622639588-201611-4342,72",90,62574957428,90,201611,62574957428-201611-15,62574957428-15,0001,05,I,42517083058264,28/12/2016,155939758,75098194042798
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,43453734889,93,17872766390,201611,43453734889-93,"5428,4","5428,4",90,17872766390-201611-90,"17872766390-201611-5428,4",90,16176655911,90,201611,16176655911-201611-93,16176655911-93,0001,05,I,42385072351454,23/12/2016,472709965,42766814021467
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,42236566832,25,63270970912,201610,42236566832-25,"12213,9","12213,9",90,63270970912-201610-90,"63270970912-201610-12213,9",90,89799473949,90,201610,89799473949-201610-25,89799473949-25,0003,03,E,67077898438397,13/02/2017,71788787,54253281478648
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,14541215281,31,24476837993,201611,14541215281-31,"12213,9","12213,9",90,24476837993-201611-90,"24476837993-201611-12213,9",90,41550053322,90,201611,41550053322-201611-31,41550053322-31,0003,03,E,67077899439734,13/02/2017,244299210,62124856772296
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,21718568965,229,71219331349,201612,21718568965-229,"2895,12","2895,12",91,71219331349-201612-91,"71219331349-201612-2895,12",91,63182976983,91,201612,63182976983-201612-229,63182976983-229,0002,03,E,67015218344456,02/01/2017,555748793,30034086295785
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,77563076950,107,48213239862,201612,77563076950-107,"6658,73","6658,73",90,48213239862-201612-90,"48213239862-201612-6658,73",90,30633158222,90,201612,30633158222-201612-107,30633158222-107,0001,05,I,42473079757204,09/01/2017,94830745,77927749127757
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,74642787105,104,55229205582,201612,74642787105-104,"2316,08","2316,08",90,55229205582-201612-90,"55229205582-201612-2316,08",90,22788871271,90,201612,22788871271-201612-104,22788871271-104,0002,03,I,43015084058443,09/01/2017,960365482,41373259730369
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,97045964952,679,79313184492,201612,97045964952-679,"2316,08","2316,08",90,79313184492-201612-90,"79313184492-201612-2316,08",90,28900332757,90,201612,28900332757-201612-679,28900332757-679,0001,05,I,42519082785942,09/01/2017,552885684,65333700618571
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,52746938197,575,10395393608,201612,52746938197-575,"2316,08","2316,08",90,10395393608-201612-90,"10395393608-201612-2316,08",90,35769320316,90,201612,35769320316-201612-575,35769320316-575,0002,05,I,42517082785137,09/01/2017,281140946,46068105059430
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,82877862165,832,28603520010,201609,82877862165-832,"625,34","625,34",91,28603520010-201609-91,"28603520010-201609-625,34",91,12079404735,91,201609,12079404735-201609-832,12079404735-832,0002,05,I,43016083927066,05/01/2017,244020642,16660011116299
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,12425769320,376,98887513473,201612,12425769320-376,"312,67","312,67",91,98887513473-201612-91,"98887513473-201612-312,67",91,21222038987,91,201612,21222038987-201612-376,21222038987-376,0001,05,I,42364071085794,02/01/2017,219765727,82114094908902
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,63083193532,373,34266615264,201612,63083193532-373,"2895,12","2895,12",90,34266615264-201612-90,"34266615264-201612-2895,12",90,23350132878,90,201612,23350132878-201612-373,23350132878-373,0002,03,E,67027298490597,11/01/2017,340436212,85293448869556
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,84029555602,379,76824936865,201612,84029555602-379,"938,01","938,01",90,76824936865-201612-90,"76824936865-201612-938,01",90,23993805715,90,201612,23993805715-201612-379,23993805715-379,0001,05,I,42364071085794,02/01/2017,139248002,35002689956977
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,57809446565,112,90174860217,201612,57809446565-112,"5790,2","5790,2",90,90174860217-201612-90,"90174860217-201612-5790,2",90,99429963462,90,201612,99429963462-201612-112,99429963462-112,0002,05,I,42465079037134,06/01/2017,582112632,10348862894095
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,33321504130,74,40913828242,201612,33321504130-74,"9863,24","9863,24",91,40913828242-201612-91,"40913828242-201612-9863,24",91,66574496547,91,201612,66574496547-201612-74,66574496547-74,0001,05,I,42134052540949,09/01/2017,596364714,12547760066691
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,37756489981,504,31149966474,201612,37756489981-504,"2316,08","2316,08",90,31149966474-201612-90,"31149966474-201612-2316,08",90,28858649943,90,201612,28858649943-201612-504,28858649943-504,0004,03,E,67015141274907,02/01/2017,50570141,66024687776319
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,31099062146,1804,98157704221,201612,31099062146-1804,"8034,88","8034,88",90,98157704221-201612-90,"98157704221-201612-8034,88",90,29389455294,90,201612,29389455294-201612-1804,29389455294-1804,0002,05,E,67019221206734,06/01/2017,711885292,95298523482375
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,55331903529,2816,45099093051,201609,55331903529-2816,"1485,21","1485,21",90,45099093051-201609-90,"45099093051-201609-1485,21",90,77796207390,90,201609,77796207390-201609-2816,77796207390-2816,0001,03,I,42479079516718,12/01/2017,542473319,54963749513069
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,91158959962,2815,35706632850,201609,91158959962-2815,"3397,42","3397,42",96,35706632850-201609-96,"35706632850-201609-3397,42",96,47544637416,96,201609,47544637416-201609-2815,47544637416-2815,0001,03,I,42479079516718,12/01/2017,652958912,34571563379464
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,62771905559,2813,55590951874,201608,62771905559-2813,"3019,93","3019,93",96,55590951874-201608-96,"55590951874-201608-3019,93",96,13391427816,96,201608,13391427816-201608-2813,13391427816-2813,0001,03,I,42479079516718,12/01/2017,909408940,37363502710784
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,29935841305,2814,31713371842,201608,29935841305-2814,"1856,52","1856,52",90,31713371842-201608-90,"31713371842-201608-1856,52",90,31574240688,90,201608,31574240688-201608-2814,31574240688-2814,0001,03,I,42479079516718,12/01/2017,910797569,81131181237148
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,16384071456,366,23799803647,201612,16384071456-366,"5790,24","5790,24",90,23799803647-201612-90,"23799803647-201612-5790,24",90,69692477434,90,201612,69692477434-201612-366,69692477434-366,0001,05,I,42493081071648,31/12/2016,345636562,33897883933830
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,54216976300,44,25052011782,201612,54216976300-44,"6861,44","6861,44",90,25052011782-201612-90,"25052011782-201612-6861,44",90,36306704277,90,201612,36306704277-201612-44,36306704277-44,0002,05,E,67014221963160,06/01/2017,402936673,15263524282455
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,14408327459,321,50013907021,201612,14408327459-321,"5002,72","5002,72",90,50013907021-201612-90,"50013907021-201612-5002,72",90,29994831691,90,201612,29994831691-201612-321,29994831691-321,0001,05,I,42304066231835,09/01/2017,886218276,53926399644593
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,49934001848,99,72717317130,201612,49934001848-99,3024,3024,90,72717317130-201612-90,72717317130-201612-3024,90,63580657315,90,201612,63580657315-201612-99,63580657315-99,0001,05,I,42317067094539,09/01/2017,19741714,85778830039673
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,11125399028,16,40134173975,201612,11125399028-16,293165,"3620,21",96,40134173975-201612-96,40134173975-201612-293165,96,65198904724,96,201612,65198904724-201612-16,65198904724-16,0002,03,E,67019157838166,03/01/2017,315429964,63093986607376
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,23916993504,427,29607993550,201612,23916993504-427,3891,3891,90,29607993550-201612-90,29607993550-201612-3891,90,44342182937,90,201612,44342182937-201612-427,44342182937-427,0001,05,I,42247061549865,02/01/2017,77994158,48847780977267
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,56542755600,361,36241533638,201612,56542755600-361,"2895,12","2895,12",90,36241533638-201612-90,"36241533638-201612-2895,12",90,44331025257,90,201612,44331025257-201612-361,44331025257-361,0002,03,E,67017218694924,02/01/2017,611953170,69792937321136
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,98082300036,377,29808117195,201612,98082300036-377,"1563,35","1563,35",90,29808117195-201612-90,"29808117195-201612-1563,35",90,14429859631,90,201612,14429859631-201612-377,14429859631-377,0001,05,I,42364071085794,02/01/2017,598099740,72698258872369
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,77938460369,230,15756731149,201612,77938460369-230,"2895,12","2895,12",90,15756731149-201612-90,"15756731149-201612-2895,12",90,28923039400,90,201612,28923039400-201612-230,28923039400-230,0002,03,E,67015218347446,02/01/2017,363234335,35497497149369
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,98385645365,677,70177849678,201612,98385645365-677,"3474,12","3474,12",90,70177849678-201612-90,"70177849678-201612-3474,12",90,17051575279,90,201612,17051575279-201612-677,17051575279-677,0001,05,I,42519082785942,09/01/2017,480198247,46389952808496
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,11831296484,573,25729619559,201612,11831296484-573,"3474,12","3474,12",90,25729619559-201612-90,"25729619559-201612-3474,12",90,81911041533,90,201612,81911041533-201612-573,81911041533-573,0002,05,I,42517082785137,09/01/2017,322228277,83530382559128
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,98234779265,1802,12463083378,201611,98234779265-1802,"8988,69","8988,69",90,12463083378-201611-90,"12463083378-201611-8988,69",90,27180668584,90,201611,27180668584-201611-1802,27180668584-1802,0002,05,E,67019221036027,06/01/2017,966916521,58124936373584
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,66565143346,1803,16057892516,201612,66565143346-1803,"8988,69","8988,69",90,16057892516-201612-90,"16057892516-201612-8988,69",90,67471520742,90,201612,67471520742-201612-1803,67471520742-1803,0002,05,E,67019221136773,06/01/2017,194139166,87122733347380
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,82305967966,681,85806374015,201612,82305967966-681,"2316,08","2316,08",90,85806374015-201612-90,"85806374015-201612-2316,08",90,77608260708,90,201612,77608260708-201612-681,77608260708-681,0001,05,I,42519082785942,09/01/2017,647117724,43977167930781
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,42047221498,577,13035655766,201612,42047221498-577,"2316,08","2316,08",90,13035655766-201612-90,"13035655766-201612-2316,08",90,45538999599,90,201612,45538999599-201612-577,45538999599-577,0002,05,I,42517082785137,09/01/2017,757826600,24835134515847
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,93886976229,680,96716667862,201612,93886976229-680,"2316,08","2316,08",90,96716667862-201612-90,"96716667862-201612-2316,08",90,49599738586,90,201612,49599738586-201612-680,49599738586-680,0001,05,I,42519082785942,09/01/2017,935395376,22323919149404
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,53570221281,576,46564333930,201612,53570221281-576,"2316,08","2316,08",90,46564333930-201612-90,"46564333930-201612-2316,08",90,72324648171,90,201612,72324648171-201612-576,72324648171-576,0002,05,I,42517082785137,09/01/2017,743318049,77574089013171
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,29173247284,16,12617917730,201612,29173247284-16,293165,"4022,46",96,12617917730-201612-96,12617917730-201612-293165,96,59588483676,96,201612,59588483676-201612-16,59588483676-16,0002,03,E,67019157838166,03/01/2017,122602094,53584715931902
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,16790226614,675,36022601686,201612,16790226614-675,"3474,12","3474,12",90,36022601686-201612-90,"36022601686-201612-3474,12",90,61068299224,90,201612,61068299224-201612-675,61068299224-675,0001,05,I,42519082785942,09/01/2017,135889803,41028499436784
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,20227033833,572,90087540822,201612,20227033833-572,"3474,12","3474,12",90,90087540822-201612-90,"90087540822-201612-3474,12",90,96327706949,90,201612,96327706949-201612-572,96327706949-572,0002,05,I,42517082785137,09/01/2017,193960797,12721863787019
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,15445062523,825,90494824744,201612,15445062523-825,"3752,04","3752,04",90,90494824744-201612-90,"90494824744-201612-3752,04",90,99500905351,90,201612,99500905351-201612-825,99500905351-825,0002,05,I,43016083927066,05/01/2017,653945291,43733510189197
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,54581300756,378,32012159870,201612,54581300756-378,"2501,36","2501,36",90,32012159870-201612-90,"32012159870-201612-2501,36",90,44796178606,90,201612,44796178606-201612-378,44796178606-378,0001,05,I,42364071085794,02/01/2017,465581993,52091044925572
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,88306457078,375,44512001756,201612,88306457078-375,"2501,36","2501,36",90,44512001756-201612-90,"44512001756-201612-2501,36",90,97471124000,90,201612,97471124000-201612-375,97471124000-375,0001,05,I,42364071085794,02/01/2017,838400209,38919837932826
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,41397102367,1801,13983710852,201611,41397102367-1801,"8034,88","8034,88",90,13983710852-201611-90,"13983710852-201611-8034,88",90,25957159450,90,201611,25957159450-201611-1801,25957159450-1801,0002,05,E,67019220964733,06/01/2017,829011517,31066442619751
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,87095959854,1805,85284355378,201612,87095959854-1805,"8034,88","8034,88",90,85284355378-201612-90,"85284355378-201612-8034,88",90,29205093325,90,201612,29205093325-201612-1805,29205093325-1805,0002,05,E,67019221310500,06/01/2017,929411506,96507151506828
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,49487255254,16,79343473381,201612,49487255254-16,293165,"8824,2",96,79343473381-201612-96,79343473381-201612-293165,96,47398708999,96,201612,47398708999-201612-16,47398708999-16,0002,03,E,67019157838166,03/01/2017,374997301,92975126606312
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,28996778061,678,47625976932,201612,28996778061-678,"2316,08","2316,08",90,47625976932-201612-90,"47625976932-201612-2316,08",90,65435391971,90,201612,65435391971-201612-678,65435391971-678,0001,05,I,42519082785942,09/01/2017,391468114,15137972448114
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,61878881229,676,72021054433,201612,61878881229-676,"3474,12","3474,12",90,72021054433-201612-90,"72021054433-201612-3474,12",90,13791756935,90,201612,13791756935-201612-676,13791756935-676,0001,05,I,42519082785942,09/01/2017,54437596,48488017712658
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,91205653285,574,18321011632,201612,91205653285-574,"3474,12","3474,12",90,18321011632-201612-90,"18321011632-201612-3474,12",90,25772861342,90,201612,25772861342-201612-574,25772861342-574,0002,05,I,42517082785137,09/01/2017,992468130,77018217312463
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,90537644379,232,74531886360,201611,90537644379-232,"4342,68","4342,68",90,74531886360-201611-90,"74531886360-201611-4342,68",90,27999280358,90,201611,27999280358-201611-232,27999280358-232,0001,05,I,42404073793994,05/12/2016,860629604,52114921393440
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,77341094698,2135,98895589899,201612,77341094698-2135,"1566,13","1566,13",96,98895589899-201612-96,"98895589899-201612-1566,13",96,77228732743,96,201612,77228732743-201612-2135,77228732743-2135,0002,05,I,42344069078398,18/01/2017,29280575,55932119142169
