User,Email,Client,Project,Task,Description,Billable,Start date,Start time,End date,End time,Duration,Tags,Amount ()
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-04-10,11:08:52,2022-04-10,11:22:34,0:13:42,,$2.28
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Lights Online,No,2022-04-10,12:01:30,2022-04-10,12:22:54,0:21:24,Platform/Magento,$3.57
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Lights Online,No,2022-04-10,12:28:14,2022-04-10,13:05:16,0:37:02,Platform/Magento,$6.17
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Lights Online,No,2022-04-10,13:12:09,2022-04-10,13:20:10,0:08:01,Platform/Magento,$1.34
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Lights Online,No,2022-04-10,14:36:57,2022-04-10,16:08:23,1:31:26,Platform/Magento,$15.24
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Lights Online,No,2022-04-10,16:56:35,2022-04-10,17:58:05,1:01:30,Platform/Magento,$10.25
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-04-12,11:51:38,2022-04-12,12:46:02,0:54:24,,$9.07
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-04-12,12:50:05,2022-04-12,13:22:24,0:32:19,,$5.39
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Truck N Tow,No,2022-04-12,13:33:12,2022-04-12,14:54:04,1:20:52,Platform/Magento,$13.48
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Reviewing Magento Variants Extractor,No,2022-04-12,14:54:15,2022-04-12,15:10:21,0:16:06,Platform/Magento,$2.68
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-04-12,15:15:44,2022-04-12,15:36:39,0:20:55,,$3.49
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Azeera,No,2022-04-12,15:36:49,2022-04-12,18:15:59,2:39:10,Platform/Default,$26.53
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Azeera,No,2022-04-12,18:50:04,2022-04-12,18:58:49,0:08:45,Platform/Default,$1.46
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-04-12,18:58:51,2022-04-12,19:02:34,0:03:43,,$0.62
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Flexispot,No,2022-04-12,19:02:39,2022-04-12,20:40:32,1:37:53,"Extractors/Complexity/Complex, Extractors/Extractor, Platform/Magento",$16.31
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-04-12,20:40:34,2022-04-12,21:03:51,0:23:17,,$3.88
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-04-13,8:30:26,2022-04-13,9:02:49,0:32:23,,$5.40
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,The Daily,No,2022-04-13,9:02:54,2022-04-13,9:25:02,0:22:08,Meetings,$3.69
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-04-13,9:25:03,2022-04-13,9:28:13,0:03:10,,$0.53
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Migrating Red Shift Water Sports,No,2022-04-13,9:28:36,2022-04-13,9:50:11,0:21:35,Platform/Magento,$3.60
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-04-13,12:21:27,2022-04-13,12:41:14,0:19:47,,$3.30
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Gift Express,No,2022-04-13,12:41:19,2022-04-13,15:49:03,3:07:44,Extractors/Variants Pipeline,$31.29
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-04-13,15:50:52,2022-04-13,15:52:09,0:01:17,,$0.21
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Flexispot,No,2022-04-13,15:52:09,2022-04-13,16:10:57,0:18:48,"Extractors/Complexity/Complex, Extractors/Extractor, Platform/Magento",$3.13
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Lights Online,No,2022-04-13,16:11:03,2022-04-13,16:39:27,0:28:24,Platform/Magento,$4.73
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Buy Wake,No,2022-04-13,16:39:32,2022-04-13,17:09:57,0:30:25,Platform/Magento,$5.07
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-04-13,17:09:59,2022-04-13,17:37:50,0:27:51,,$4.64
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Flexispot,No,2022-04-13,17:37:53,2022-04-13,17:43:06,0:05:13,"Extractors/Complexity/Complex, Extractors/Extractor, Platform/Magento",$0.87
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Flexispot,No,2022-04-13,17:44:11,2022-04-13,17:50:22,0:06:11,"Extractors/Complexity/Complex, Extractors/Extractor, Platform/Magento",$1.03
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Flexispot,No,2022-04-13,18:42:10,2022-04-13,18:57:17,0:15:07,"Extractors/Complexity/Complex, Extractors/Extractor, Platform/Magento",$2.52
Steve Jones,steve.jones@gmail.com,Paul Scanlon,Clearwater Bay Auto Booker,,Debugging Mr Scanlon's CWB App,No,2022-04-13,18:58:38,2022-04-13,19:24:59,0:26:21,,$4.39
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Flexispot,No,2022-04-13,19:26:56,2022-04-13,19:37:35,0:10:39,"Extractors/Complexity/Complex, Extractors/Extractor, Platform/Magento",$1.78
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-04-13,20:15:22,2022-04-13,20:29:34,0:14:12,,$2.37
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Lights Online,No,2022-04-13,20:49:24,2022-04-13,21:07:29,0:18:05,Platform/Magento,$3.01
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-04-13,21:07:31,2022-04-13,21:15:29,0:07:58,,$1.33
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-04-14,10:33:02,2022-04-14,11:05:39,0:32:37,,$5.44
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Lights Online,No,2022-04-14,11:05:43,2022-04-14,11:33:43,0:28:00,Platform/Magento,$4.67
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-04-14,11:33:51,2022-04-14,12:05:05,0:31:14,,$5.21
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Migrating Grow Gorgeous,No,2022-04-14,12:05:14,2022-04-14,12:07:11,0:01:57,Extractors/Platform/Athena,$0.33
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-04-14,12:27:51,2022-04-14,12:53:53,0:26:02,,$4.34
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-04-14,12:53:57,2022-04-14,13:34:27,0:40:30,,$6.75
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-04-14,13:34:28,2022-04-14,13:59:13,0:24:45,,$4.13
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Lights Online,No,2022-04-14,16:10:33,2022-04-14,16:54:44,0:44:11,Platform/Magento,$7.36
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Athena Variants Extractor,No,2022-04-14,16:54:55,2022-04-14,17:56:46,1:01:51,Variants Extractor,$10.31
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Athena Variants Extractor,No,2022-04-14,18:17:15,2022-04-14,18:24:54,0:07:39,Variants Extractor,$1.28
Steve Jones,steve.jones@gmail.com,Justin Brodhurst,Webscraping Lessons,,Teaching Typescript,No,2022-04-14,21:35:24,2022-04-14,22:58:39,1:23:15,,$13.88
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Athena Variants Extractor,No,2022-04-15,18:07:35,2022-04-15,18:19:46,0:12:11,Variants Extractor,$2.03
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Athena Variants Extractor,No,2022-04-15,18:41:54,2022-04-15,19:06:40,0:24:46,Variants Extractor,$4.13
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Athena Variants Extractor,No,2022-04-16,9:57:50,2022-04-16,10:21:16,0:23:26,Variants Extractor,$3.91
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Athena Variants Extractor,No,2022-04-16,11:01:12,2022-04-16,11:24:57,0:23:45,Variants Extractor,$3.96
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Athena Variants Extractor,No,2022-04-16,11:31:20,2022-04-16,11:45:41,0:14:21,Variants Extractor,$2.39
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Athena Variants Extractor,No,2022-04-16,13:07:24,2022-04-16,13:36:31,0:29:07,Variants Extractor,$4.85
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Athena Variants Extractor,No,2022-04-16,13:46:34,2022-04-16,14:36:09,0:49:35,Variants Extractor,$8.26
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Athena Variants Extractor,No,2022-04-16,14:57:45,2022-04-16,16:38:26,1:40:41,Variants Extractor,$16.78
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Athena Variants Extractor,No,2022-04-16,16:39:13,2022-04-16,17:02:22,0:23:09,Variants Extractor,$3.86
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Athena Variants Extractor,No,2022-04-16,17:45:00,2022-04-16,19:33:29,1:48:29,Variants Extractor,$18.08
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Athena Variants Extractor,No,2022-04-16,19:43:16,2022-04-16,22:31:58,2:48:42,Variants Extractor,$28.12
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-04-18,10:49:30,2022-04-18,11:02:33,0:13:03,,$2.18
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Athena Variants Extractor,No,2022-04-18,11:02:54,2022-04-18,11:44:16,0:41:22,Variants Extractor,$6.89
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Athena Variants Extractor,No,2022-04-18,11:49:40,2022-04-18,12:49:38,0:59:58,Variants Extractor,$9.99
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Athena Variants Extractor,No,2022-04-18,13:31:51,2022-04-18,14:51:55,1:20:04,Variants Extractor,$13.34
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Athena Variants Extractor,No,2022-04-18,15:36:09,2022-04-18,20:30:08,4:53:59,Variants Extractor,$49.00
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Athena Variants Extractor,No,2022-04-19,8:33:09,2022-04-19,12:15:48,3:42:39,Variants Extractor,$37.11
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-04-19,12:16:05,2022-04-19,13:37:26,1:21:21,,$13.56
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Athena Variants Extractor,No,2022-04-19,13:37:27,2022-04-19,13:47:01,0:09:34,Variants Extractor,$1.59
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Athena Variants Extractor,No,2022-04-19,13:55:48,2022-04-19,14:13:20,0:17:32,Variants Extractor,$2.92
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Athena Variants Extractor,No,2022-04-19,15:19:01,2022-04-19,15:24:38,0:05:37,Variants Extractor,$0.94
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-04-19,15:55:21,2022-04-19,16:20:24,0:25:03,,$4.18
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Gift Express,No,2022-04-19,16:20:32,2022-04-19,18:26:16,2:05:44,Extractors/Variants Pipeline,$20.96
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-04-19,18:27:08,2022-04-19,18:39:59,0:12:51,,$2.14
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Athena Variants Extractor,No,2022-04-19,18:40:00,2022-04-19,19:35:47,0:55:47,Variants Extractor,$9.30
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Gift Express,No,2022-04-19,19:35:50,2022-04-19,19:50:01,0:14:11,Extractors/Variants Pipeline,$2.36
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Gift Express,No,2022-04-19,23:24:01,2022-04-19,23:24:02,0:00:01,Extractors/Variants Pipeline,$0.00
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-04-20,10:07:07,2022-04-20,10:11:59,0:04:52,,$0.81
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Gift Express,No,2022-04-20,10:12:01,2022-04-20,11:58:36,1:46:35,Extractors/Variants Pipeline,$17.76
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-04-20,11:58:37,2022-04-20,12:27:19,0:28:42,,$4.78
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-04-20,13:11:39,2022-04-20,14:01:18,0:49:39,,$8.28
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Athena Variants Extractor,No,2022-04-20,14:01:22,2022-04-20,16:22:50,2:21:28,Variants Extractor,$23.58
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Athena Variants Extractor,No,2022-04-20,16:22:58,2022-04-20,17:33:03,1:10:05,Variants Extractor,$11.68
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-04-20,17:43:02,2022-04-20,17:47:56,0:04:54,,$0.82
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Oh Polly,No,2022-04-20,17:48:04,2022-04-20,17:56:10,0:08:06,Extractors/Platform/Shopify,$1.35
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Oh Polly,No,2022-04-20,18:05:14,2022-04-20,20:25:34,2:20:20,Extractors/Platform/Shopify,$23.39
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Athena Variants Extractor,No,2022-04-20,20:25:44,2022-04-20,20:34:05,0:08:21,Variants Extractor,$1.39
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-04-20,20:46:38,2022-04-20,20:48:02,0:01:24,,$0.23
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-04-20,20:54:42,2022-04-20,21:13:30,0:18:48,,$3.13
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Oh Polly,No,2022-04-21,14:15:56,2022-04-21,14:17:12,0:01:16,Platform/Magento,$0.21
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-04-21,14:17:14,2022-04-21,14:38:25,0:21:11,,$3.53
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Athena Variants Extractor,No,2022-04-21,14:38:26,2022-04-21,15:08:50,0:30:24,Variants Extractor,$5.07
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Oh Polly,No,2022-04-21,15:08:51,2022-04-21,15:19:35,0:10:44,Platform/Magento,$1.79
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-04-21,19:32:19,2022-04-21,19:33:24,0:01:05,,$0.18
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Athena Variants Extractor,No,2022-04-21,19:33:24,2022-04-21,19:40:50,0:07:26,Variants Extractor,$1.24
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Athena Variants Extractor,No,2022-04-21,19:46:13,2022-04-21,20:08:04,0:21:51,Variants Extractor,$3.64
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Oh Polly,No,2022-04-21,21:10:27,2022-04-21,21:21:50,0:11:23,Platform/Magento,$1.90
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Gift Express,No,2022-04-21,21:21:58,2022-04-21,21:34:50,0:12:52,Extractors/Variants Pipeline,$2.14
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-04-22,10:24:37,2022-04-22,10:29:26,0:04:49,,$0.80
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Athena Variants Extractor,No,2022-04-22,10:29:26,2022-04-22,12:40:35,2:11:09,Variants Extractor,$21.86
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Athena Variants Extractor,No,2022-04-22,13:33:55,2022-04-22,14:15:46,0:41:51,Variants Extractor,$6.98
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Athena Variants Extractor,No,2022-04-22,14:16:00,2022-04-22,15:25:46,1:09:46,Variants Extractor,$11.63
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Athena Variants Extractor,No,2022-04-22,15:25:54,2022-04-22,18:29:20,3:03:26,Variants Extractor,$30.57
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Athena Variants Extractor,No,2022-04-22,18:38:35,2022-04-22,19:14:42,0:36:07,Variants Extractor,$6.02
Steve Jones,steve.jones@gmail.com,Scale AI,General Scraper,,Athena Variants Extractor,No,2022-04-22,19:24:05,2022-04-22,21:59:23,2:35:18,Variants Extractor,$25.88
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Look Fantastic,No,2022-04-23,10:13:43,2022-04-23,10:58:36,0:44:53,Extractors/Platform/Athena,$7.48
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Look Fantastic,No,2022-04-23,11:07:00,2022-04-23,12:08:31,1:01:31,Extractors/Platform/Athena,$10.25
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Perricone MD,No,2022-04-23,12:08:36,2022-04-23,12:41:43,0:33:07,Extractors/Platform/Athena,$5.52
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-04-23,12:49:46,2022-04-23,13:15:09,0:25:23,,$4.23
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Oh Polly,No,2022-04-23,13:15:12,2022-04-23,13:20:05,0:04:53,Platform/Magento,$0.81
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Oh Polly,No,2022-04-23,13:26:53,2022-04-23,14:30:37,1:03:44,Platform/Magento,$10.62
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-04-23,15:10:00,2022-04-23,15:23:08,0:13:08,,$2.19
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Met Museum,No,2022-04-23,15:23:19,2022-04-23,17:11:01,1:47:42,Platform/Magento,$17.95
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-04-23,18:07:50,2022-04-23,18:43:40,0:35:50,,$5.97
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-04-23,19:21:59,2022-04-23,19:26:06,0:04:07,,$0.69
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-04-25,9:40:41,2022-04-25,10:56:08,1:15:27,,$12.58
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Perricone MD,No,2022-04-25,10:56:11,2022-04-25,11:45:23,0:49:12,Extractors/Platform/Athena,$8.20
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Minsuk Errors,No,2022-04-25,11:45:32,2022-04-25,13:27:21,1:41:49,Refreshes,$16.97
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Minsuk Errors,No,2022-04-25,14:42:59,2022-04-25,15:40:25,0:57:26,Refreshes,$9.57
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Minsuk Errors,No,2022-04-25,15:51:27,2022-04-25,17:01:01,1:09:34,Refreshes,$11.59
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Minsuk Errors,No,2022-04-25,19:15:43,2022-04-25,19:20:28,0:04:45,Refreshes,$0.79
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Look Fantastic,No,2022-04-25,19:20:32,2022-04-25,20:05:13,0:44:41,Extractors/Platform/Athena,$7.45
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Oh Polly,No,2022-04-25,20:05:18,2022-04-25,20:28:53,0:23:35,Platform/Magento,$3.93
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Minsuk Errors,No,2022-04-25,20:34:17,2022-04-25,21:29:37,0:55:20,Refreshes,$9.22
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Minsuk Errors,No,2022-04-25,21:34:53,2022-04-25,21:50:17,0:15:24,Refreshes,$2.57
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Minsuk Errors,No,2022-04-26,8:54:19,2022-04-26,9:44:55,0:50:36,Refreshes,$8.43
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Minsuk Errors,No,2022-04-26,10:45:29,2022-04-26,10:59:48,0:14:19,Refreshes,$2.39
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Minsuk Errors,No,2022-04-26,11:09:54,2022-04-26,11:45:24,0:35:30,Refreshes,$5.92
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Minsuk Errors,No,2022-04-26,11:50:54,2022-04-26,13:24:28,1:33:34,Refreshes,$15.59
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Minsuk Errors,No,2022-04-26,14:55:19,2022-04-26,16:43:48,1:48:29,Refreshes,$18.08
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Minsuk Errors,No,2022-04-26,16:59:01,2022-04-26,17:42:42,0:43:41,Refreshes,$7.28
Steve Jones,steve.jones@gmail.com,Paul Scanlon,Clearwater Bay Auto Booker,,Debugging,No,2022-04-26,17:49:17,2022-04-26,19:43:40,1:54:23,,$19.06
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Minsuk Errors,No,2022-04-27,10:13:23,2022-04-27,11:35:48,1:22:25,Refreshes,$13.74
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Minsuk Errors,No,2022-04-27,11:41:58,2022-04-27,14:42:07,3:00:09,Refreshes,$30.03
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Minsuk Errors,No,2022-04-27,15:31:06,2022-04-27,18:47:37,3:16:31,Refreshes,$32.75
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Hollister Variants Extractor,No,2022-04-28,11:20:54,2022-04-28,13:00:08,1:39:14,Extractors/Platform/Hollister,$16.54
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Hollister Variants Extractor,No,2022-04-28,13:42:24,2022-04-28,16:54:49,3:12:25,Extractors/Platform/Hollister,$32.07
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Hollister Variants Extractor,No,2022-04-28,17:29:03,2022-04-28,18:03:36,0:34:33,Extractors/Platform/Hollister,$5.76
Steve Jones,steve.jones@gmail.com,Paul Scanlon,Clearwater Bay Auto Booker,,Debugging,No,2022-04-28,18:05:38,2022-04-28,20:22:21,2:16:43,,$22.79
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Hollister Variants Extractor,No,2022-04-28,20:57:54,2022-04-28,22:32:54,1:35:00,Extractors/Platform/Hollister,$15.83
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Hollister Variants Extractor,No,2022-04-28,23:26:47,2022-04-29,0:43:10,1:16:23,Extractors/Platform/Hollister,$12.73
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Hollister Variants Extractor,No,2022-04-29,10:02:26,2022-04-29,17:43:16,7:40:50,Extractors/Platform/Hollister,$76.81
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Hollister Variants Extractor,No,2022-04-29,18:45:28,2022-04-29,20:00:58,1:15:30,Extractors/Platform/Hollister,$12.58
Steve Jones,steve.jones@gmail.com,Paul Scanlon,Clearwater Bay Auto Booker,,Debugging,No,2022-05-01,16:10:26,2022-05-01,16:42:37,0:32:11,,$5.36
Steve Jones,steve.jones@gmail.com,Joanne Yong & Group,Quicksort Visualisation,,Adding Array Component,No,2022-05-01,16:57:27,2022-05-01,17:27:05,0:29:38,,$4.94
Steve Jones,steve.jones@gmail.com,Joanne Yong & Group,Quicksort Visualisation,,Adding Array Component,No,2022-05-01,17:42:30,2022-05-01,17:48:51,0:06:21,,$1.06
Steve Jones,steve.jones@gmail.com,Joanne Yong & Group,Quicksort Visualisation,,Adding Array Component,No,2022-05-01,18:06:24,2022-05-01,18:39:12,0:32:48,,$5.47
Steve Jones,steve.jones@gmail.com,Joanne Yong & Group,Quicksort Visualisation,,Adding Array Component,No,2022-05-01,19:18:27,2022-05-01,19:47:43,0:29:16,,$4.88
Steve Jones,steve.jones@gmail.com,Paul Scanlon,Clearwater Bay Auto Booker,,Debugging,No,2022-05-01,19:51:07,2022-05-01,20:27:19,0:36:12,,$6.03
Steve Jones,steve.jones@gmail.com,Paul Scanlon,Clearwater Bay Auto Booker,,Debugging,No,2022-05-01,20:44:55,2022-05-01,20:56:08,0:11:13,,$1.87
Steve Jones,steve.jones@gmail.com,Joanne Yong & Group,Quicksort Visualisation,,Adding Array Component,No,2022-05-01,21:24:58,2022-05-01,21:53:05,0:28:07,,$4.69
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-05-02,9:33:39,2022-05-02,10:05:33,0:31:54,,$5.32
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Hollister Variants Extractor,No,2022-05-02,10:36:28,2022-05-02,13:27:29,2:51:01,Extractors/Platform/Hollister,$28.50
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Hollister Variants Extractor,No,2022-05-02,13:30:54,2022-05-02,14:09:01,0:38:07,Extractors/Platform/Hollister,$6.35
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-05-02,14:09:04,2022-05-02,14:11:19,0:02:15,,$0.38
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Met Museum,No,2022-05-02,14:11:30,2022-05-02,14:39:21,0:27:51,Platform/Magento,$4.64
Steve Jones,steve.jones@gmail.com,Scale AI,Flamingo Extractors,,Miscellaneous,No,2022-05-02,14:39:24,2022-05-02,14:39:29,0:00:05,,$0.01
