Date,third-party name,Taxed,VAT tax,VAT Non-Registered Responsible Parties tax,exempt,amount,Invoice Type,Branch,Invoice Number,TaxIdNr
2023-02-15 00:00:00,ARSEBC0SA,2162575.36,454140.81,0,0,2616716.17,FCV A,5,475,91-6576195-1
2023-02-15 00:00:00,FERIALVARJ5qS.R.L,3265.85,584.15,0,0,3850,FCV B,10,6300,65-6680030-5
2023-02-15 00:00:00,FERIALVARJ5qS.R.L,669.42,140.58,0,0,810,FCV B,10,6301,65-6680030-5
2023-02-15 00:00:00,CORNEWlJDG SA,429.75,90.25,0,0,520,FCV B,10,6302,86-6141473-3
2023-02-15 00:00:00,CUE9QO SA,27149.32,2850.68,0,0,30000,FCV B,10,6303,34-6514742-1
2023-02-15 00:00:00,DOs5 MAX S.A,33057.85,6942.15,0,0,40000,FCV B,10,6304,40-3539751-3
2023-02-15 00:00:00,ESCyD4RO LO SA,33057.85,6942.15,0,0,40000,FCV B,10,6305,74-3145115-6
2023-02-15 00:00:00,I7oPEZ LE SA,13574.66,1425.34,0,0,15000,FCV B,10,6306,59-5091437-9
2023-02-15 00:00:00,IRUSTA CA1Op,13574.66,1425.34,0,0,15000,FCV B,10,6307,99-2597197-9
2023-02-15 00:00:00,LOURENCO PoSSA,16528.93,3471.07,0,0,20000,FCV B,10,6308,40-0077484-2
2023-02-15 00:00:00,MAXIVAzeFA,5296.11,983.89,0,0,6280,FCV B,10,6309,92-2713087-6
2023-02-15 00:00:00,ROMERO EAmnA,41661.16,8748.84,0,0,50410,FCV B,10,6310,13-4228245-7
2023-02-16 00:00:00,SOSXrPE SA,5190.08,1089.92,0,0,6280,FCV A,10,49,92-7054720-9
2023-02-16 00:00:00,TORLH4YI JD SA,9917.36,2082.64,0,0,12000,FCV A,10,50,13-6311285-5
2023-02-16 00:00:00,TRANSABR0JzSA,15867.77,3332.23,0,0,19200,FCV A,10,51,94-3685218-1
2023-02-16 00:00:00,FRIGORIFICOPeARONEL MOLDES S.A,13574.66,1425.34,0,0,15000,FCV B,10,6311,85-9204859-0
2023-02-16 00:00:00,CHIgfzO GR SA,1024.8,215.2,0,0,1240,FCV B,10,6312,75-5434505-1
2023-02-16 00:00:00,FRIGO-SdreSA,4000,840,0,0,4840,FCV B,10,6313,80-2256924-2
2023-02-16 00:00:00,IRUSTA AtNN,504.13,105.87,0,0,610,FCV B,10,6314,86-0953731-9
2023-02-16 00:00:00,LUCERO 4xlSA,2977.38,312.62,0,0,3290,FCV B,10,6315,21-5681444-0
2023-02-16 00:00:00,ATANrZTS.C.A,27149.32,2850.68,0,0,30000,FCV B,10,6316,43-7563060-7
2023-02-16 00:00:00,VETERIYUrIA SUR SRL,13574.66,1425.34,0,0,15000,FCV B,10,6317,39-0194148-5
2023-02-16 00:00:00,NICOLA AGROKgY,33057.85,6942.15,0,0,40000,FCV B,10,6318,66-2052200-5
2023-02-16 00:00:00,BARLASI7ADSN SA,33057.85,6942.15,0,0,40000,FCV B,10,6319,17-4281286-2
2023-02-16 00:00:00,NICOLA AGROKgY,33057.85,6942.15,0,0,40000,FCV B,10,6320,66-2052200-5
2023-02-16 00:00:00,BULACICt0MA SA,16528.93,3471.07,0,0,20000,FCV B,10,6321,41-9180006-7
2023-02-16 00:00:00,MOvwoGUT LM SA,24057.85,5052.15,0,0,29110,FCV B,10,6322,81-5399050-4
2023-02-16 00:00:00,INSUMOS Y ACOPIOS DEL SURHZXA.,25884.3,5435.7,0,0,31320,FCV B,10,6323,41-6142131-6
2023-02-16 00:00:00,INSUMOS Y ACOPIOS DEL SURHZXA.,25884.3,5435.7,0,0,31320,FCV B,10,6324,41-6142131-6
2023-02-17 00:00:00,INSUMOS Y ACOPIOS DEL SURHZXA.,262248.8,27536.12,0,0,289784.93,FCV A,3,1971,41-6142131-6
2023-02-17 00:00:00,MILESBGe SA,214.88,45.12,0,0,260,FCV B,10,6325,37-5643146-4
2023-02-17 00:00:00,MILESBGe SA,18082.01,2197.99,0,0,20280,FCV B,10,6326,37-5643146-4
2023-02-17 00:00:00,MOqARDI JH SA,644.63,135.37,0,0,780,FCV B,10,6327,80-8454541-3
2023-02-17 00:00:00,ISNARDI TbbA,2809.92,590.08,0,0,3400,FCV B,10,6328,77-2113032-4
2023-02-17 00:00:00,MOqARDI JH SA,24793.39,5206.61,0,0,30000,FCV B,10,6329,80-8454541-3
2023-02-17 00:00:00,ISNARDI TbbA,3755.32,424.68,0,0,4180,FCV B,10,6330,77-2113032-4
2023-02-17 00:00:00,m9UFA JR SA,24793.39,5206.61,0,0,30000,FCV B,10,6331,62-3702542-9
2023-02-17 00:00:00,PGv0A MANSA F.I.A,13574.66,1425.34,0,0,15000,FCV B,10,6332,34-2780957-5
2023-02-17 00:00:00,LNJ2 PULMARI SAS,13574.66,1425.34,0,0,15000,FCV B,10,6333,92-9173556-5
2023-02-17 00:00:00,SIBONA RjN9A,3231.15,538.85,0,0,3770,FCV B,10,6334,27-6238670-1
2023-02-17 00:00:00,SIBONA RjN9A,3231.15,538.85,0,0,3770,FCV B,10,6335,27-6238670-1
2023-02-17 00:00:00,VckRALES DE ALEJANDRO S.A,33057.85,6942.15,0,0,40000,FCV B,10,6336,76-1221128-7
2023-02-17 00:00:00,UNISURCO2LjA,29439.64,5590.36,0,0,35030,FCV B,10,6337,43-7017947-4
2023-02-17 00:00:00,SIBONA RjN9A,950.41,199.59,0,0,1150,FCV B,10,6338,27-6238670-1
2023-02-17 00:00:00,UNISURCO2LjA,2685.94,564.06,0,0,3250,FCV B,10,6339,43-7017947-4
2023-02-17 00:00:00,SIBONA RjN9A,27149.32,2850.68,0,0,30000,FCV B,10,6340,27-6238670-1
2023-02-17 00:00:00,S8bLAN MB SA,53247.93,11182.07,0,0,64430,FCV B,10,6341,95-2319656-4
2023-02-17 00:00:00,JULIAN ABC8j,289067.29,60704.13,0,0,349771.42,NDDCA,3,864,84-7546277-3
2023-02-18 00:00:00,PECqLuCH GIT SA,22667.63,2542.37,0,0,25210,FCV B,10,6342,54-2225978-0
2023-02-18 00:00:00,PECqLuCH GIT SA,13574.66,1425.34,0,0,15000,FCV B,10,6343,54-2225978-0
2023-02-18 00:00:00,FURLAN VHdhL,13574.66,1425.34,0,0,15000,FCV B,10,6344,45-7658949-5
2023-02-18 00:00:00,CxcpMATORI HR SA,950.41,199.59,0,0,1150,FCV B,10,6345,45-0878971-5
2023-02-18 00:00:00,ANGELLnpDM SA,9049.77,950.23,0,0,10000,FCV B,10,6346,15-2740618-0
2023-02-18 00:00:00,k2WLTIERI AA SA,4515.91,724.09,0,0,5240,FCV B,10,6347,41-0277025-0
2023-02-18 00:00:00,PIERvDv SR SA,9049.77,950.23,0,0,10000,FCV B,10,6349,79-5550858-7
2023-02-18 00:00:00,DALMASSO AheBA,13574.66,1425.34,0,0,15000,FCV B,10,6350,41-7924126-1
2023-02-18 00:00:00,SAN MIGUEL 5B2 RIO S.A,12396.69,2603.31,0,0,15000,FCV B,10,6351,61-6477777-4
2023-02-18 00:00:00,FURLAN VHdhL,45248.87,4751.13,0,0,50000,FCV B,10,6352,45-7658949-5
2023-02-18 00:00:00,ANGELLnpDM SA,41322.31,8677.69,0,0,50000,FCV B,10,6353,15-2740618-0
2023-02-18 00:00:00,k2WLTIERI AA SA,5380.17,1129.83,0,0,6510,FCV B,10,6354,41-0277025-0
2023-02-18 00:00:00,DALMoVjO AO  SA,1882.35,197.65,0,0,2080,FCV B,10,6355,42-0587739-1
2023-02-18 00:00:00,BARLASI7ADSN SA,41322.31,8677.69,0,0,50000,FCV B,10,6356,17-4281286-2
2023-02-18 00:00:00,ARSEBC0SA,41322.31,8677.69,0,0,50000,FCV B,10,6357,91-6576195-1
2023-02-18 00:00:00,LUCERO 4xlSA,45248.87,4751.13,0,0,50000,FCV B,10,6358,21-5681444-0
2023-02-18 00:00:00,AMARANTO COPAS RESTAUTb5TE SAS,45248.87,4751.13,0,0,50000,FCV B,10,6359,92-7221896-3
2023-02-18 00:00:00,AMARANTO COPAS RESTAUTb5TE SAS,8099.55,850.45,0,0,8950,FCV B,10,6360,92-7221896-3
2023-02-19 00:00:00,BOSCO hcdSA,6280.1,839.9,0,0,7120,FCV A,10,52,34-1970379-0
2023-02-19 00:00:00,MOqARDI JH SA,3519.77,470.23,0,0,3990,FCV B,10,6361,80-8454541-3
2023-02-19 00:00:00,LUCERO 4xlSA,13574.66,1425.34,0,0,15000,FCV B,10,6362,21-5681444-0
2023-02-19 00:00:00,BULACICt0MA SA,9049.77,950.23,0,0,10000,FCV B,10,6363,41-9180006-7
2023-02-19 00:00:00,LUCERO 4xlSA,12396.69,2603.31,0,0,15000,FCV B,10,6364,21-5681444-0
2023-02-19 00:00:00,k2WLTIERI AA SA,34904.98,3665.02,0,0,38570,FCV B,10,6365,41-0277025-0
2023-02-19 00:00:00,k2WLTIERI AA SA,13148.76,2761.24,0,0,15910,FCV B,10,6366,41-0277025-0
2023-02-19 00:00:00,FXUpGROPECUARIA S.R.L,4652.89,977.11,0,0,5630,FCV B,10,6367,10-4505974-2
2023-02-20 00:00:00,k2WLTIERI AA SA,1330.32,139.68,0,0,1470,FCV B,10,6368,41-0277025-0
2023-02-20 00:00:00,k2WLTIERI AA SA,9049.77,950.23,0,0,10000,FCV B,10,6369,41-0277025-0
2023-02-20 00:00:00,AST AGRCgRA,2909.1,610.9,0,0,3520,FCV B,10,6371,26-1024650-0
2023-02-20 00:00:00,principxEwH SA,13574.66,1425.34,0,0,15000,FCV B,10,6372,18-1742915-0
2023-02-20 00:00:00,MOvwoGUT LM SA,13574.66,1425.34,0,0,15000,FCV B,10,6373,81-5399050-4
2023-02-20 00:00:00,LUCERO 4xlSA,20294.12,2130.88,0,0,22425,FCV B,10,6374,21-5681444-0
2023-02-20 00:00:00,LUCERO 4xlSA,20294.12,2130.88,0,0,22425,FCV B,10,6375,21-5681444-0
2023-02-20 00:00:00,k2WLTIERI AA SA,20294.12,2130.88,0,0,22425,FCV B,10,6376,41-0277025-0
2023-02-21 00:00:00,ARSEBC0SA,13574.66,1425.34,0,0,15000,FCV B,10,6377,91-6576195-1
2023-02-21 00:00:00,FERIALVARJ5qS.R.L,13574.66,1425.34,0,0,15000,FCV B,10,6378,65-6680030-5
2023-02-21 00:00:00,FERIALVARJ5qS.R.L,33057.85,6942.15,0,0,40000,FCV B,10,6379,65-6680030-5
2023-02-21 00:00:00,CORNEWlJDG SA,1429.75,300.25,0,0,1730,FCV B,10,6380,86-6141473-3
2023-02-21 00:00:00,CUE9QO SA,371.9,78.1,0,0,450,FCV B,10,6381,34-6514742-1
2023-02-21 00:00:00,DOs5 MAX S.A,702.48,147.52,0,0,850,FCV B,10,6382,40-3539751-3
2023-02-21 00:00:00,ESCyD4RO LO SA,33057.85,6942.15,0,0,40000,FCV B,10,6383,74-3145115-6
2023-02-21 00:00:00,I7oPEZ LE SA,2239.66,470.34,0,0,2710,FCV B,10,6384,59-5091437-9
2023-02-21 00:00:00,IRUSTA CA1Op,13574.66,1425.34,0,0,15000,FCV B,10,6385,99-2597197-9
2023-02-21 00:00:00,LOURENCO PoSSA,13574.66,1425.34,0,0,15000,FCV B,10,6386,40-0077484-2
2023-02-21 00:00:00,MAXIVAzeFA,33057.85,6942.15,0,0,40000,FCV B,10,6387,92-2713087-6
2023-02-21 00:00:00,ROMERO EAmnA,6398.52,851.48,0,0,7250,FCV B,10,6388,13-4228245-7
2023-02-21 00:00:00,SOSXrPE SA,43272.73,9087.27,0,0,52360,FCV B,10,6389,92-7054720-9
2023-02-22 00:00:00,TORLH4YI JD SA,695484,146051.64,0,0,841535.64,FCV A,5,476,13-6311285-5
2023-02-22 00:00:00,TRANSABR0JzSA,2504.14,525.86,0,0,3030,FCV A,10,53,94-3685218-1
2023-02-22 00:00:00,FRIGORIFICOPeARONEL MOLDES S.A,958.68,201.32,0,0,1160,FCV B,10,6390,85-9204859-0
2023-02-22 00:00:00,CHIgfzO GR SA,1884.3,395.7,0,0,2280,FCV B,10,6391,75-5434505-1
2023-02-22 00:00:00,FRIGO-SdreSA,18425.34,1934.66,0,0,20360,FCV B,10,6392,80-2256924-2
2023-02-22 00:00:00,IRUSTA AtNN,13574.66,1425.34,0,0,15000,FCV B,10,6393,86-0953731-9
2023-02-22 00:00:00,LUCERO 4xlSA,33057.85,6942.15,0,0,40000,FCV B,10,6394,21-5681444-0
2023-02-22 00:00:00,ATANrZTS.C.A,5110.54,839.46,0,0,5950,FCV B,10,6395,43-7563060-7
2023-02-22 00:00:00,VETERIYUrIA SUR SRL,694.21,145.79,0,0,840,FCV B,10,6396,39-0194148-5
2023-02-22 00:00:00,NICOLA AGROKgY,13574.66,1425.34,0,0,15000,FCV B,10,6397,66-2052200-5
2023-02-22 00:00:00,BARLASI7ADSN SA,13574.66,1425.34,0,0,15000,FCV B,10,6398,17-4281286-2
2023-02-22 00:00:00,NICOLA AGROKgY,33057.85,6942.15,0,0,40000,FCV B,10,6399,66-2052200-5
2023-02-22 00:00:00,BULACICt0MA SA,17864.25,1875.75,0,0,19740,FCV B,10,6400,41-9180006-7
2023-02-22 00:00:00,MOvwoGUT LM SA,1495.87,314.13,0,0,1810,FCV B,10,6401,81-5399050-4
2023-02-22 00:00:00,INSUMOS Y ACOPIOS DEL SURHZXA.,15033.06,3156.94,0,0,18190,FCV B,10,6402,41-6142131-6
2023-02-22 00:00:00,INSUMOS Y ACOPIOS DEL SURHZXA.,48553.72,10196.28,0,0,58750,FCV B,10,6403,41-6142131-6
2023-02-22 00:00:00,INSUMOS Y ACOPIOS DEL SURHZXA.,-583130.58,-122457.42,0,0,-705588,NCV A,3,329,41-6142131-6
2023-02-22 00:00:00,MILESBGe SA,105134.72,22078.29,0,0,127213.01,NDDCA,3,866,37-5643146-4
2023-02-22 00:00:00,MILESBGe SA,9382296.23,1970282.15,0,0,11352578.38,NDV A,3,865,37-5643146-4
2023-02-23 00:00:00,MOqARDI JH SA,8024.8,1685.2,0,0,9710,FCV B,10,6404,80-8454541-3
2023-02-23 00:00:00,ISNARDI TbbA,13574.66,1425.34,0,0,15000,FCV B,10,6405,77-2113032-4
2023-02-23 00:00:00,MOqARDI JH SA,12958.67,2721.33,0,0,15680,FCV B,10,6406,80-8454541-3
2023-02-23 00:00:00,ISNARDI TbbA,33057.85,6942.15,0,0,40000,FCV B,10,6407,77-2113032-4
2023-02-23 00:00:00,m9UFA JR SA,5675.29,964.71,0,0,6640,FCV B,10,6408,62-3702542-9
2023-02-23 00:00:00,PGv0A MANSA F.I.A,9264.46,1945.54,0,0,11210,FCV B,10,6409,34-2780957-5
2023-02-23 00:00:00,LNJ2 PULMARI SAS,7264.46,1525.54,0,0,8790,FCV B,10,6410,92-9173556-5
2023-02-23 00:00:00,SIBONA RjN9A,892.56,187.44,0,0,1080,FCV B,10,6411,27-6238670-1
2023-02-23 00:00:00,SIBONA RjN9A,18099.55,1900.45,0,0,20000,FCV B,10,6412,27-6238670-1
2023-02-23 00:00:00,VckRALES DE ALEJANDRO S.A,16528.93,3471.07,0,0,20000,FCV B,10,6413,76-1221128-7
2023-02-23 00:00:00,UNISURCO2LjA,735.54,154.46,0,0,890,FCV B,10,6414,43-7017947-4
2023-02-23 00:00:00,SIBONA RjN9A,17034.48,1815.52,0,0,18850,FCV B,10,6415,27-6238670-1
2023-02-23 00:00:00,UNISURCO2LjA,1363.64,286.36,0,0,1650,FCV B,10,6416,43-7017947-4
2023-02-23 00:00:00,SIBONA RjN9A,4208.14,441.86,0,0,4650,FCV B,10,6417,27-6238670-1
2023-02-23 00:00:00,S8bLAN MB SA,1797.8,212.2,0,0,2010,FCV B,10,6418,95-2319656-4
2023-02-23 00:00:00,JULIAN ABC8j,33057.85,6942.15,0,0,40000,FCV B,10,6419,84-7546277-3
2023-02-23 00:00:00,PECqLuCH GIT SA,61619.84,12940.16,0,0,74560,FCV B,10,6420,54-2225978-0
2023-02-24 00:00:00,PECqLuCH GIT SA,2109347.98,442963.06,0,0,2552311.04,FAA,3,1972,54-2225978-0
2023-02-24 00:00:00,FURLAN VHdhL,751943.5,157908.13,0,0,909851.63,FAA,5,477,45-7658949-5
2023-02-24 00:00:00,CxcpMATORI HR SA,1218148.47,255811.17,0,0,1473959.64,FCV A,5,478,45-0878971-5
2023-02-24 00:00:00,ANGELLnpDM SA,14904.98,1565.02,0,0,16470,FCV A,10,54,15-2740618-0
2023-02-24 00:00:00,k2WLTIERI AA SA,1063.2,136.8,0,0,1200,FCV A,10,55,41-0277025-0
2023-02-24 00:00:00,PIERvDv SR SA,2797.2,522.8,0,0,3320,FCV A,10,56,79-5550858-7
2023-02-24 00:00:00,DALMASSO AheBA,1793.39,376.61,0,0,2170,FCV A,10,57,41-7924126-1
2023-02-24 00:00:00,SAN MIGUEL 5B2 RIO S.A,2899.66,410.34,0,0,3310,FCV B,10,6421,61-6477777-4
2023-02-24 00:00:00,FURLAN VHdhL,9491.76,1268.24,0,0,10760,FCV B,10,6422,45-7658949-5
2023-02-24 00:00:00,ANGELLnpDM SA,2578.4,481.6,0,0,3060,FCV B,10,6423,15-2740618-0
2023-02-24 00:00:00,k2WLTIERI AA SA,13574.66,1425.34,0,0,15000,FCV B,10,6424,41-0277025-0
2023-02-24 00:00:00,DALMoVjO AO  SA,13574.66,1425.34,0,0,15000,FCV B,10,6425,42-0587739-1
2023-02-24 00:00:00,BARLASI7ADSN SA,33057.85,6942.15,0,0,40000,FCV B,10,6426,17-4281286-2
2023-02-24 00:00:00,ARSEBC0SA,165.29,34.71,0,0,200,FCV B,10,6427,91-6576195-1
2023-02-24 00:00:00,LUCERO 4xlSA,33057.85,6942.15,0,0,40000,FCV B,10,6428,21-5681444-0
2023-02-24 00:00:00,AMARANTO COPAS RESTAUTb5TE SAS,16528.93,3471.07,0,0,20000,FCV B,10,6429,92-7221896-3
2023-02-24 00:00:00,AMARANTO COPAS RESTAUTb5TE SAS,13574.66,1425.34,0,0,15000,FCV B,10,6430,92-7221896-3
2023-02-24 00:00:00,BOSCO hcdSA,13574.66,1425.34,0,0,15000,FCV B,10,6431,34-1970379-0
2023-02-24 00:00:00,MOqARDI JH SA,5556.56,583.44,0,0,6140,FCV B,10,6432,80-8454541-3
2023-02-24 00:00:00,LUCERO 4xlSA,5528.93,1161.07,0,0,6690,FCV B,10,6433,21-5681444-0
2023-02-24 00:00:00,BULACICt0MA SA,11000,2310,0,0,13310,FCV B,10,6434,41-9180006-7
2023-02-24 00:00:00,LUCERO 4xlSA,6298.07,991.93,0,0,7290,FCV B,10,6435,21-5681444-0
2023-02-24 00:00:00,k2WLTIERI AA SA,34202.48,7182.52,0,0,41385,FCV B,10,6436,41-0277025-0
2023-02-24 00:00:00,k2WLTIERI AA SA,34202.48,7182.52,0,0,41385,FCV B,10,6437,41-0277025-0
2023-02-24 00:00:00,FXUpGROPECUARIA S.R.L,40951,8599.71,0,0,49550.71,NDDCA,3,867,10-4505974-2
2023-02-25 00:00:00,k2WLTIERI AA SA,50292.63,10561.45,0,0,60854.08,FCV A,3,1973,41-0277025-0
2023-02-25 00:00:00,k2WLTIERI AA SA,33057.85,6942.15,0,0,40000,FCV B,10,6438,41-0277025-0
2023-02-25 00:00:00,AST AGRCgRA,13574.66,1425.34,0,0,15000,FCV B,10,6439,26-1024650-0
2023-02-25 00:00:00,principxEwH SA,13574.66,1425.34,0,0,15000,FCV B,10,6440,18-1742915-0
2023-02-25 00:00:00,MOvwoGUT LM SA,958.68,201.32,0,0,1160,FCV B,10,6441,81-5399050-4
2023-02-25 00:00:00,LUCERO 4xlSA,1454.55,305.45,0,0,1760,FCV B,10,6442,21-5681444-0
2023-02-25 00:00:00,LUCERO 4xlSA,181,19,0,0,200,FCV B,10,6443,21-5681444-0
2023-02-25 00:00:00,k2WLTIERI AA SA,694.21,145.79,0,0,840,FCV B,10,6444,41-0277025-0
2023-02-25 00:00:00,ARSEBC0SA,33057.85,6942.15,0,0,40000,FCV B,10,6445,91-6576195-1
2023-02-25 00:00:00,FERIALVARJ5qS.R.L,55867.77,11732.23,0,0,67600,FCV B,10,6446,65-6680030-5
2023-02-25 00:00:00,FERIALVARJ5qS.R.L,33057.85,6942.15,0,0,40000,FCV B,10,6447,65-6680030-5
2023-02-25 00:00:00,CORNEWlJDG SA,1272.72,267.28,0,0,1540,FCV B,10,6448,86-6141473-3
2023-02-25 00:00:00,CUE9QO SA,13574.66,1425.34,0,0,15000,FCV B,10,6449,34-6514742-1
2023-02-25 00:00:00,DOs5 MAX S.A,13574.66,1425.34,0,0,15000,FCV B,10,6450,40-3539751-3
2023-02-25 00:00:00,ESCyD4RO LO SA,33057.85,6942.15,0,0,40000,FCV B,10,6451,74-3145115-6
2023-02-25 00:00:00,I7oPEZ LE SA,18863.64,3961.36,0,0,22825,FCV B,10,6452,59-5091437-9
2023-02-26 00:00:00,IRUSTA CA1Op,247.93,52.07,0,0,300,FCV B,10,6453,99-2597197-9
2023-02-26 00:00:00,LOURENCO PoSSA,1719.54,220.46,0,0,1940,FCV B,10,6454,40-0077484-2
2023-02-26 00:00:00,MAXIVAzeFA,1091.21,178.79,0,0,1270,FCV B,10,6455,92-2713087-6
2023-02-26 00:00:00,ROMERO EAmnA,33057.85,6942.15,0,0,40000,FCV B,10,6456,13-4228245-7
2023-02-26 00:00:00,SOSXrPE SA,13574.66,1425.34,0,0,15000,FCV B,10,6457,92-7054720-9
2023-02-26 00:00:00,TORLH4YI JD SA,13574.66,1425.34,0,0,15000,FCV B,10,6458,13-6311285-5
2023-02-26 00:00:00,TRANSABR0JzSA,33057.85,6942.15,0,0,40000,FCV B,10,6459,94-3685218-1
2023-02-26 00:00:00,FRIGORIFICOPeARONEL MOLDES S.A,33057.85,6942.15,0,0,40000,FCV B,10,6460,85-9204859-0
2023-02-26 00:00:00,CHIgfzO GR SA,35768.6,7511.4,0,0,43280,FCV B,10,6461,75-5434505-1
2023-02-26 00:00:00,FRIGO-SdreSA,35768.6,7511.4,0,0,43280,FCV B,10,6462,80-2256924-2
2023-02-26 00:00:00,IRUSTA AtNN,35768.6,7511.4,0,0,43280,FCV B,10,6463,86-0953731-9
2023-02-27 00:00:00,LUCERO 4xlSA,13574.66,1425.34,0,0,15000,FCV B,10,6464,21-5681444-0
2023-02-27 00:00:00,LUCERO 4xlSA,13574.66,1425.34,0,0,15000,FCV B,10,6465,21-5681444-0
2023-02-27 00:00:00,BULACICt0MA SA,3377.39,492.61,0,0,3870,FCV B,10,6466,41-9180006-7
2023-02-27 00:00:00,LUCERO 4xlSA,520.66,109.34,0,0,630,FCV B,10,6467,21-5681444-0
2023-02-27 00:00:00,k2WLTIERI AA SA,6670.17,749.83,0,0,7420,FCV B,10,6468,41-0277025-0
2023-02-27 00:00:00,k2WLTIERI AA SA,818.18,171.82,0,0,990,FCV B,10,6469,41-0277025-0
2023-02-27 00:00:00,FXUpGROPECUARIA S.R.L,1789.13,200.87,0,0,1990,FCV B,10,6470,10-4505974-2
2023-02-27 00:00:00,k2WLTIERI AA SA,33057.85,6942.15,0,0,40000,FCV B,10,6471,41-0277025-0
2023-02-27 00:00:00,k2WLTIERI AA SA,2520.66,529.34,0,0,3050,FCV B,10,6472,41-0277025-0
2023-02-27 00:00:00,AST AGRCgRA,14008.26,2941.74,0,0,16950,FCV B,10,6473,26-1024650-0
2023-02-27 00:00:00,principxEwH SA,3206.61,673.39,0,0,3880,FCV B,10,6474,18-1742915-0
2023-02-27 00:00:00,MOvwoGUT LM SA,616.62,93.38,0,0,710,FCV B,10,6475,81-5399050-4
2023-02-27 00:00:00,LUCERO 4xlSA,2913.17,476.83,0,0,3390,FCV B,10,6476,21-5681444-0
2023-02-27 00:00:00,LUCERO 4xlSA,4528.93,951.07,0,0,5480,FCV B,10,6477,21-5681444-0
2023-02-27 00:00:00,k2WLTIERI AA SA,13574.66,1425.34,0,0,15000,FCV B,10,6478,41-0277025-0
2023-02-27 00:00:00,ARSEBC0SA,13574.66,1425.34,0,0,15000,FCV B,10,6479,91-6576195-1
2023-02-27 00:00:00,FERIALVARJ5qS.R.L,33057.85,6942.15,0,0,40000,FCV B,10,6480,65-6680030-5
2023-02-27 00:00:00,FERIALVARJ5qS.R.L,31776.86,6673.14,0,0,38450,FCV B,10,6481,65-6680030-5
2023-02-28 00:00:00,CORNEWlJDG SA,1555211.24,163297.18,0,-6958.66,1711549.76,FCV A,5,19153,86-6141473-3
2023-02-28 00:00:00,CUE9QO SA,1221615.04,128269.58,0,-5111.36,1344773.26,FCV A,5,19154,34-6514742-1
2023-02-28 00:00:00,DOs5 MAX S.A,1731000,181754.99,6924,0,1919678.99,FCV A,7,422,40-3539751-3
2023-02-28 00:00:00,ESCyD4RO LO SA,197250,20711.25,0,0,217961.25,FCV A,7,423,74-3145115-6
2023-02-28 00:00:00,I7oPEZ LE SA,1338000,140490,5352,0,1483842,FCV A,7,424,59-5091437-9
2023-02-28 00:00:00,IRUSTA CA1Op,240000,25200,960,0,266160,FCV A,7,425,99-2597197-9
2023-02-28 00:00:00,LOURENCO PoSSA,781500,82057.5,3126,0,866683.5,FCV A,7,426,40-0077484-2
2023-02-28 00:00:00,MAXIVAzeFA,136500,14332.5,0,0,150832.5,FCV A,7,427,92-2713087-6
2023-02-28 00:00:00,ROMERO EAmnA,1127250,118361.25,4509,0,1250120.25,FCV A,7,428,13-4228245-7
2023-02-28 00:00:00,SOSXrPE SA,1671000,175454.99,6684,0,1853138.99,FCV A,7,429,92-7054720-9
2023-02-28 00:00:00,TORLH4YI JD SA,141000,14805,1410,0,157215,FCV A,7,430,13-6311285-5
2023-02-28 00:00:00,TRANSABR0JzSA,890250,93476.25,3561,0,987287.25,FCV A,7,431,94-3685218-1
2023-02-28 00:00:00,FRIGORIFICOPeARONEL MOLDES S.A,201750,21183.75,807,0,223740.75,FCV A,7,432,85-9204859-0
2023-02-28 00:00:00,CHIgfzO GR SA,967500,101587.5,0,0,1069087.5,FCV A,7,433,75-5434505-1
2023-02-28 00:00:00,FRIGO-SdreSA,11200.4,1176.04,0,0,12376.44,FCV A,7,434,80-2256924-2
2023-02-28 00:00:00,IRUSTA AtNN,169500,17797.5,0,0,187297.5,FCV A,7,435,86-0953731-9
2023-02-28 00:00:00,LUCERO 4xlSA,765000,80325,3060,0,848385,FCV A,7,436,21-5681444-0
2023-02-28 00:00:00,CHIgfzO GR SA,71250,7481.25,0,0,78731.25,FCV A,7,437,75-5434505-1
2023-02-28 00:00:00,FRIGO-SdreSA,3031.54,448.46,0,0,3480,FCV A,10,58,80-2256924-2
2023-02-28 00:00:00,IRUSTA AtNN,2586.78,543.22,0,0,3130,FCV B,10,6482,86-0953731-9
2023-02-28 00:00:00,LUCERO 4xlSA,13574.66,1425.34,0,0,15000,FCV B,10,6483,21-5681444-0
