day,email,order,qty,gross_sales,discounts,returns,net_sales,shipping,duties,additional_fees,taxes,total_sales
19/10/2020,user214984580@email.com,55477213869,43,150.879.000,-1.995.000,0,148.884.000,0,0,0,0,148.884.000
20/10/2020,user10884605@email.com,55477213872,46,128.340.000,-4.103.500,0,124.236.500,0,0,0,0,124.236.500
21/10/2020,user15071270@email.com,55477213875,43,137.919.000,-3.562.500,-9.550.000,124.806.500,0,0,0,0,124.806.500
22/10/2020,user106864690@email.com,55477213878,69,230.840.000,-4.776.500,0,226.063.500,0,0,0,0,226.063.500
23/10/2020,user295482045@email.com,55477213881,62,241.294.000,-15.770.700,0,225.523.300,0,0,0,0,225.523.300
24/10/2020,user227219805@email.com,55477213884,60,181.877.000,-4.880.430,0,176.996.570,0,0,0,0,176.996.570
25/10/2020,user162570505@email.com,55477213887,48,180.370.000,-6.994.500,0,173.375.500,0,0,0,0,173.375.500
26/10/2020,user77653315@email.com,55477213890,52,172.570.000,-5.418.800,0,167.151.200,0,0,0,0,167.151.200
27/10/2020,user225353425@email.com,55477213893,33,91.650.000,-2.644.000,-44.230.000,44.776.000,0,0,0,0,44.776.000
28/10/2020,user96793185@email.com,55477213896,44,127.450.000,-2.635.000,0,124.815.000,0,0,0,0,124.815.000
29/10/2020,user9420010@email.com,55477213899,43,109.540.000,-2.140.000,0,107.400.000,0,0,0,0,107.400.000
30/10/2020,user276155385@email.com,55477213902,40,103.139.000,-2.809.500,0,100.329.500,0,0,0,0,100.329.500
31/10/2020,user11865000@email.com,55477213905,53,140.150.000,-2.139.000,-1.950.000,136.061.000,0,0,0,0,136.061.000
01/11/2020,user184088555@email.com,55477213908,62,204.079.000,-3.725.850,-5.850.000,194.503.150,0,0,0,0,194.503.150
02/11/2020,user217513580@email.com,55477213911,46,111.000.000,-2.256.500,-40.707.500,68.036.000,0,0,0,0,68.036.000
03/11/2020,user316277355@email.com,55477213914,61,198.699.000,-3.500.000,0,195.199.000,0,0,0,0,195.199.000
04/11/2020,user142383375@email.com,55477213917,54,152.339.000,-4.400.500,0,147.938.500,0,0,0,0,147.938.500
05/11/2020,user398211010@email.com,55477213920,62,177.930.000,-3.857.500,0,174.072.500,0,0,0,0,174.072.500
06/11/2020,user286611300@email.com,55477213923,52,171.040.000,-5.848.000,-1.950.000,163.242.000,0,0,0,0,163.242.000
07/11/2020,user397246385@email.com,55477213926,57,163.650.000,-2.387.500,-3.900.000,157.362.500,0,0,0,0,157.362.500
08/11/2020,user135457715@email.com,55477213929,62,184.189.000,-5.010.500,-1.950.000,177.228.500,0,0,0,0,177.228.500
09/11/2020,user65300340@email.com,55477213932,59,149.729.000,-2.373.000,-12.020.000,135.336.000,0,0,0,0,135.336.000
10/11/2020,user114051370@email.com,55477213935,64,186.460.000,-7.351.500,-3.900.000,175.208.500,0,0,0,0,175.208.500
11/11/2020,user344656415@email.com,55477213938,16,67.490.000,-2.232.500,-9.750.000,55.507.500,0,0,0,0,55.507.500
12/11/2020,user278423070@email.com,55477213941,42,135.450.000,-3.245.500,0,132.204.500,0,0,0,0,132.204.500
13/11/2020,user379644585@email.com,55477213944,37,109.598.000,-872.500,-6.800.000,101.925.500,0,0,0,0,101.925.500
14/11/2020,user338641565@email.com,55477213947,61,199.840.000,-3.335.500,0,196.504.500,0,0,0,0,196.504.500
15/11/2020,user404527215@email.com,55477213950,43,109.100.000,-1.144.500,0,107.955.500,0,0,0,0,107.955.500
16/11/2020,user20202045@email.com,55477213953,34,107.450.000,-4.239.000,0,103.211.000,0,0,0,0,103.211.000
17/11/2020,user369275500@email.com,55477213956,56,189.430.000,-3.038.500,0,186.391.500,0,0,0,0,186.391.500
18/11/2020,user41570815@email.com,55477213959,51,142.900.000,-1.589.000,0,141.311.000,0,0,0,0,141.311.000
19/11/2020,user253334295@email.com,55477213962,46,122.040.000,-4.385.000,0,117.655.000,0,0,0,0,117.655.000
20/11/2020,user402797805@email.com,55477213965,64,215.739.000,-6.293.000,0,209.446.000,0,0,0,0,209.446.000
21/11/2020,user140054230@email.com,55477213968,57,145.080.000,-2.483.000,0,142.597.000,0,0,0,0,142.597.000
22/11/2020,user329874500@email.com,55477213971,62,187.690.000,-3.881.000,0,183.809.000,0,0,0,0,183.809.000
23/11/2020,user234647855@email.com,55477213974,53,177.240.000,-10.034.500,0,167.205.500,0,0,0,0,167.205.500
24/11/2020,user115423585@email.com,55477213977,48,158.299.000,-4.657.500,0,153.641.500,0,0,0,0,153.641.500
25/11/2020,user118513270@email.com,55477213980,61,198.329.000,-4.226.500,-59.110.000,134.992.500,0,0,0,0,134.992.500
26/11/2020,user56874555@email.com,55477213983,53,134.529.000,-1.605.500,0,132.923.500,0,0,0,0,132.923.500
27/11/2020,user243849510@email.com,55477213986,58,178.950.000,-6.227.500,0,172.722.500,0,0,0,0,172.722.500
28/11/2020,user311351585@email.com,55477213989,64,191.630.000,-4.003.000,0,187.627.000,0,0,0,0,187.627.000
29/11/2020,user52162425@email.com,55477213992,60,197.550.000,-8.757.000,0,188.793.000,0,0,0,0,188.793.000
30/11/2020,user359550400@email.com,55477213995,61,168.850.000,-4.520.500,-25.955.000,138.374.500,0,0,0,0,138.374.500
01/12/2020,user394821465@email.com,55477213998,58,149.400.000,-2.476.500,-1.950.000,144.973.500,0,0,0,0,144.973.500
02/12/2020,user163674210@email.com,55477214001,55,174.000.000,-2.512.000,-77.390.000,94.098.000,0,0,0,0,94.098.000
03/12/2020,user251779375@email.com,55477214004,43,119.140.000,-2.685.000,0,116.455.000,0,0,0,0,116.455.000
04/12/2020,user291042215@email.com,55477214007,49,135.990.000,-3.212.500,0,132.777.500,0,0,0,0,132.777.500
05/12/2020,user260900285@email.com,55477214010,50,137.150.000,-2.804.500,0,134.345.500,0,0,0,0,134.345.500
06/12/2020,user119950945@email.com,55477214013,67,262.338.000,-8.549.000,0,253.789.000,0,0,0,0,253.789.000
07/12/2020,user65157980@email.com,55477214016,61,165.100.000,-2.250.500,0,162.849.500,0,0,0,0,162.849.500
08/12/2020,user70812770@email.com,55477214019,62,178.338.000,-3.850.300,0,174.487.700,0,0,0,0,174.487.700
09/12/2020,user252676265@email.com,55477214022,51,156.690.000,-2.867.500,0,153.822.500,0,0,0,0,153.822.500
10/12/2020,user263334745@email.com,55477214025,73,226.650.000,-3.213.000,0,223.437.000,0,0,0,0,223.437.000
11/12/2020,user76226735@email.com,55477214028,60,191.090.000,-4.550.000,0,186.540.000,0,0,0,0,186.540.000
12/12/2020,user20278315@email.com,55477214031,70,206.500.000,-3.264.500,0,203.235.500,0,0,0,0,203.235.500
13/12/2020,user105961285@email.com,55477214034,52,170.530.000,-3.984.000,0,166.546.000,0,0,0,0,166.546.000
14/12/2020,user294705060@email.com,55477214037,58,196.940.000,-6.870.000,0,190.070.000,0,0,0,0,190.070.000
15/12/2020,user188189325@email.com,55477214040,46,149.050.000,-3.540.500,0,145.509.500,0,0,0,0,145.509.500
16/12/2020,user56426970@email.com,55477214043,43,139.299.000,-4.247.930,-4.850.000,130.201.070,0,0,0,0,130.201.070
17/12/2020,user391130055@email.com,55477214046,38,125.999.000,-3.991.500,-12.200.000,109.807.500,0,0,0,0,109.807.500
18/12/2020,user245122120@email.com,55477214049,50,150.550.000,-1.946.000,-3.400.000,145.204.000,0,0,0,0,145.204.000
19/12/2020,user180195510@email.com,55477214052,51,155.090.000,-1.381.500,-7.540.000,146.168.500,0,0,0,0,146.168.500
20/12/2020,user203307410@email.com,55477214055,61,209.590.000,-5.705.500,-2.100.000,201.784.500,0,0,0,0,201.784.500
21/12/2020,user352644015@email.com,55477214058,55,186.190.000,-4.155.500,-5.400.000,176.634.500,0,0,0,0,176.634.500
22/12/2020,user65181565@email.com,55477214061,55,178.999.000,-136.500,-12.060.000,166.802.500,0,0,0,0,166.802.500
23/12/2020,user6673915@email.com,55477214064,28,90.700.000,-3.354.000,-9.300.000,78.046.000,0,0,0,0,78.046.000
24/12/2020,user278807495@email.com,55477214067,38,135.388.000,-636.500,0,134.751.500,0,0,0,0,134.751.500
25/12/2020,user55865170@email.com,55477214070,44,133.100.000,-753.000,-2.900.000,129.447.000,0,0,0,0,129.447.000
26/12/2020,user249410285@email.com,55477214073,71,237.949.000,-3.744.000,-103.232.000,130.973.000,0,0,0,0,130.973.000
27/12/2020,user101509190@email.com,55477214076,71,240.099.000,-5.199.500,0,234.899.500,0,0,0,0,234.899.500
28/12/2020,user85792985@email.com,55477214079,59,183.880.000,-1.443.000,0,182.437.000,0,0,0,0,182.437.000
29/12/2020,user143473045@email.com,55477214082,48,157.178.000,-2.476.930,-2.700.000,152.001.070,0,0,0,0,152.001.070
30/12/2020,user241789840@email.com,55477214085,48,171.450.000,-5.290.500,-5.200.000,160.959.500,0,0,0,0,160.959.500
31/12/2020,user393640900@email.com,55477214088,41,140.470.000,-2.187.000,-11.300.000,126.983.000,0,0,0,0,126.983.000
01/01/2021,user226877020@email.com,55477214091,45,146.350.000,-3.038.000,-7.800.000,135.512.000,0,0,0,0,135.512.000
02/01/2021,user108727560@email.com,55477214094,67,266.277.000,-8.107.500,-13.600.000,244.569.500,0,0,0,0,244.569.500
03/01/2021,user95279365@email.com,55477214097,62,212.100.000,-4.416.500,-8.100.000,199.583.500,0,0,0,0,199.583.500
04/01/2021,user73253315@email.com,55477214100,58,208.169.000,-4.253.000,-2.800.000,201.116.000,0,0,0,0,201.116.000
05/01/2021,user244378945@email.com,55477214103,53,166.989.000,-3.441.500,-7.200.000,156.347.500,0,0,0,0,156.347.500
06/01/2021,user49744165@email.com,55477214106,58,206.150.000,-4.218.500,-2.500.000,199.431.500,0,0,0,0,199.431.500
07/01/2021,user287748155@email.com,55477214109,65,207.650.000,-2.074.000,0,205.576.000,0,0,0,0,205.576.000
08/01/2021,user253716665@email.com,55477214112,54,205.050.000,-4.492.500,-7.000.000,193.557.500,0,0,0,0,193.557.500
09/01/2021,user18319895@email.com,55477214115,65,211.550.000,-1.943.000,-63.715.000,145.892.000,0,0,0,0,145.892.000
10/01/2021,user326581340@email.com,55477214118,65,201.700.000,-3.793.500,0,197.906.500,0,0,0,0,197.906.500
11/01/2021,user98551895@email.com,55477214121,66,235.090.000,-4.687.500,0,230.402.500,0,0,0,0,230.402.500
12/01/2021,user64722905@email.com,55477214124,54,182.390.000,-3.726.000,0,178.664.000,0,0,0,0,178.664.000
13/01/2021,user268984580@email.com,55477214127,71,249.800.000,-2.743.000,-37.593.000,209.464.000,0,0,0,0,209.464.000
14/01/2021,user126847655@email.com,55477214130,70,207.050.000,-2.530.000,0,204.520.000,0,0,0,0,204.520.000
15/01/2021,user36997695@email.com,55477214133,48,154.750.000,-830.000,0,153.920.000,0,0,0,0,153.920.000
16/01/2021,user15396990@email.com,55477214136,70,254.750.000,-6.149.500,0,248.600.500,0,0,0,0,248.600.500
17/01/2021,user330542835@email.com,55477214139,52,175.600.000,-971.500,-24.410.000,150.218.500,0,0,0,0,150.218.500
18/01/2021,user318086645@email.com,55477214142,57,184.500.000,-3.063.500,0,181.436.500,0,0,0,0,181.436.500
19/01/2021,user382469850@email.com,55477214145,68,327.140.000,-22.896.500,-3.100.000,301.143.500,0,0,0,0,301.143.500
20/01/2021,user109620630@email.com,55477214148,74,243.440.000,-5.442.000,-8.350.000,229.648.000,0,0,0,0,229.648.000
21/01/2021,user265355415@email.com,55477214151,74,276.650.000,-6.423.000,-5.600.000,264.627.000,0,0,0,0,264.627.000
22/01/2021,user114610055@email.com,55477214154,63,264.590.000,-5.760.000,-16.900.000,241.930.000,0,0,0,0,241.930.000
23/01/2021,user387799865@email.com,55477214157,63,240.700.000,-2.185.000,-7.533.000,230.982.000,0,0,0,0,230.982.000
24/01/2021,user347629945@email.com,55477214160,72,281.640.000,-8.699.000,-98.530.000,174.411.000,0,0,0,0,174.411.000
25/01/2021,user290258770@email.com,55477214163,65,244.330.000,-3.441.500,0,240.888.500,0,0,0,0,240.888.500
26/01/2021,user290929180@email.com,55477214166,59,232.330.000,-3.693.000,0,228.637.000,0,0,0,0,228.637.000
27/01/2021,user359095290@email.com,55477214169,67,196.500.000,-2.962.000,-3.500.000,190.038.000,0,0,0,0,190.038.000
28/01/2021,user83484035@email.com,55477214172,60,213.300.000,-7.217.500,-10.650.000,195.432.500,0,0,0,0,195.432.500
29/01/2021,user33597885@email.com,55477214175,45,157.600.000,-2.378.500,-1.950.000,153.271.500,0,0,0,0,153.271.500
30/01/2021,user392680280@email.com,55477214178,87,296.550.000,-6.392.500,-35.980.000,254.177.500,0,0,0,0,254.177.500
31/01/2021,user106555765@email.com,55477214181,67,211.450.000,-2.929.500,-4.350.000,204.170.500,0,0,0,0,204.170.500
01/02/2021,user35003985@email.com,55477214184,112,355.000.000,-8.067.000,-37.000.000,309.933.000,0,0,0,0,309.933.000
02/02/2021,user159253270@email.com,55477214187,66,192.150.000,-3.528.500,0,188.621.500,0,0,0,0,188.621.500
03/02/2021,user187338735@email.com,55477214190,61,177.740.000,-5.580.500,0,172.159.500,0,0,0,0,172.159.500
04/02/2021,user175774390@email.com,55477214193,72,248.150.000,-4.968.500,-9.350.000,233.831.500,0,0,0,0,233.831.500
05/02/2021,user209050170@email.com,55477214196,57,168.250.000,-3.232.500,-51.982.500,113.035.000,0,0,0,0,113.035.000
06/02/2021,user229087555@email.com,55477214199,69,233.600.000,-4.216.000,0,229.384.000,0,0,0,0,229.384.000
07/02/2021,user173162355@email.com,55477214202,55,181.600.000,-4.373.500,0,177.226.500,0,0,0,0,177.226.500
08/02/2021,user268125735@email.com,55477214205,61,167.400.000,-1.263.000,-5.900.000,160.237.000,0,0,0,0,160.237.000
09/02/2021,user356848645@email.com,55477214208,88,257.950.000,-3.572.000,-14.000.000,240.378.000,0,0,0,0,240.378.000
10/02/2021,user113196835@email.com,55477214211,63,245.550.000,-9.106.500,-2.900.000,233.543.500,0,0,0,0,233.543.500
11/02/2021,user298404170@email.com,55477214214,72,244.800.000,-6.155.500,-6.750.000,231.894.500,0,0,0,0,231.894.500
12/02/2021,user392409545@email.com,55477214217,56,172.350.000,-2.210.000,-7.400.000,162.740.000,0,0,0,0,162.740.000
13/02/2021,user71720120@email.com,55477214220,71,234.490.000,-3.354.000,0,231.136.000,0,0,0,0,231.136.000
14/02/2021,user172839240@email.com,55477214223,85,321.700.000,-9.170.000,-28.850.000,283.680.000,0,0,0,0,283.680.000
15/02/2021,user363144960@email.com,55477214226,75,249.100.000,-5.962.000,0,243.138.000,0,0,0,0,243.138.000
16/02/2021,user195089445@email.com,55477214229,173,598.700.000,-8.282.000,-4.590.000,585.828.000,0,0,0,0,585.828.000
17/02/2021,user179657760@email.com,55477214232,98,336.980.000,-4.492.500,0,332.487.500,0,0,0,0,332.487.500
18/02/2021,user42952665@email.com,55477214235,96,312.040.000,-7.034.500,-18.400.000,286.605.500,0,0,0,0,286.605.500
19/02/2021,user392980545@email.com,55477214238,84,287.150.000,-2.619.000,-14.900.000,269.631.000,0,0,0,0,269.631.000
20/02/2021,user280467185@email.com,55477214241,90,295.280.000,-5.890.000,-7.620.000,281.770.000,0,0,0,0,281.770.000
21/02/2021,user265976165@email.com,55477214244,74,236.990.000,-7.205.500,-8.350.000,221.434.500,0,0,0,0,221.434.500
22/02/2021,user37163760@email.com,55477214247,114,404.400.000,-11.459.500,-15.000.000,377.940.500,0,0,0,0,377.940.500
23/02/2021,user124221190@email.com,55477214250,86,281.440.000,-3.452.300,-4.800.000,273.187.700,0,0,0,0,273.187.700
24/02/2021,user178739645@email.com,55477214253,90,286.350.000,-4.378.500,-15.188.000,266.783.500,0,0,0,0,266.783.500
25/02/2021,user299132360@email.com,55477214256,88,309.240.000,-8.595.000,0,300.645.000,0,0,0,0,300.645.000
26/02/2021,user202965165@email.com,55477214259,71,242.390.000,-5.532.000,-17.250.000,219.608.000,0,0,0,0,219.608.000
27/02/2021,user234321760@email.com,55477214262,102,345.700.000,-8.599.000,-9.900.000,327.201.000,0,0,0,0,327.201.000
28/02/2021,user78734975@email.com,55477214265,89,313.180.000,-7.371.000,0,305.809.000,0,0,0,0,305.809.000
01/03/2021,user405900340@email.com,55477214268,90,290.100.000,-7.289.500,-9.950.000,272.860.500,0,0,0,0,272.860.500
02/03/2021,user337511590@email.com,55477214271,92,265.700.000,-7.495.500,-8.900.000,249.304.500,0,0,0,0,249.304.500
03/03/2021,user368075690@email.com,55477214274,85,270.680.000,-4.880.000,-9.300.000,256.500.000,0,0,0,0,256.500.000
04/03/2021,user253806185@email.com,55477214277,82,282.050.000,-3.193.000,-7.350.000,271.507.000,0,0,0,0,271.507.000
05/03/2021,user405461385@email.com,55477214280,86,275.100.000,-3.969.000,-12.400.000,258.731.000,0,0,0,0,258.731.000
06/03/2021,user80894785@email.com,55477214283,95,290.700.000,-3.691.000,-7.050.000,279.959.000,0,0,0,0,279.959.000
07/03/2021,user5187935@email.com,55477214286,108,360.500.000,-5.866.500,-10.800.000,343.833.500,0,0,0,0,343.833.500
08/03/2021,user129134260@email.com,55477214289,90,299.390.000,-6.323.000,-23.200.000,269.867.000,0,0,0,0,269.867.000
09/03/2021,user11716000@email.com,55477214292,86,283.340.000,-5.989.500,-12.950.000,264.400.500,0,0,0,0,264.400.500
10/03/2021,user311214915@email.com,55477214295,90,303.000.000,-6.142.000,-11.214.000,285.644.000,0,0,0,0,285.644.000
11/03/2021,user228949265@email.com,55477214298,78,271.200.000,-4.279.500,-9.100.000,257.820.500,0,0,0,0,257.820.500
12/03/2021,user246102055@email.com,55477214301,104,352.200.000,-11.438.500,-3.700.000,337.061.500,0,0,0,0,337.061.500
13/03/2021,user304640650@email.com,55477214304,79,309.950.000,-5.267.500,-24.930.000,279.752.500,0,0,0,0,279.752.500
14/03/2021,user4236075@email.com,55477214307,96,343.500.000,-7.792.500,-13.000.000,322.707.500,0,0,0,0,322.707.500
15/03/2021,user404673265@email.com,55477214310,71,237.500.000,-3.459.500,-20.870.000,213.170.500,0,0,0,0,213.170.500
16/03/2021,user169479375@email.com,55477214313,85,290.640.000,-3.465.000,-31.760.000,255.415.000,0,0,0,0,255.415.000
17/03/2021,user265520540@email.com,55477214316,123,412.750.000,-10.239.500,-8.550.000,393.960.500,0,0,0,0,393.960.500
18/03/2021,user200050970@email.com,55477214319,83,276.100.000,-4.988.000,-3.700.000,267.412.000,0,0,0,0,267.412.000
19/03/2021,user219170830@email.com,55477214322,79,237.500.000,-2.427.000,-18.200.000,216.873.000,0,0,0,0,216.873.000
20/03/2021,user312649100@email.com,55477214325,97,298.550.000,-3.761.500,-29.040.000,265.748.500,0,0,0,0,265.748.500
21/03/2021,user274888070@email.com,55477214328,120,369.250.000,-7.582.000,-14.200.000,347.468.000,0,0,0,0,347.468.000
22/03/2021,user299116675@email.com,55477214331,81,272.400.000,-6.911.500,-59.050.000,206.438.500,0,0,0,0,206.438.500
23/03/2021,user65675475@email.com,55477214334,89,287.350.000,-4.863.500,0,282.486.500,0,0,0,0,282.486.500
24/03/2021,user87492840@email.com,55477214337,99,305.750.000,-6.699.500,-3.627.000,295.423.500,0,0,0,0,295.423.500
25/03/2021,user366270630@email.com,55477214340,95,309.450.000,-5.224.500,-1.950.000,302.275.500,0,0,0,0,302.275.500
26/03/2021,user347689645@email.com,55477214343,94,300.750.000,-3.885.500,-9.100.000,287.764.500,0,0,0,0,287.764.500
27/03/2021,user213232610@email.com,55477214346,94,286.250.000,-5.613.000,0,280.637.000,0,0,0,0,280.637.000
28/03/2021,user403365205@email.com,55477214349,105,325.490.000,-2.486.500,-2.700.000,320.303.500,0,0,0,0,320.303.500
29/03/2021,user320220500@email.com,55477214352,87,302.350.000,-6.655.000,-15.200.000,280.495.000,0,0,0,0,280.495.000
30/03/2021,user386379295@email.com,55477214355,89,279.850.000,-659.500,-27.350.000,251.840.500,0,0,0,0,251.840.500
31/03/2021,user264899870@email.com,55477214358,96,301.600.000,-2.259.000,-16.700.000,282.641.000,0,0,0,0,282.641.000
01/04/2021,user97448865@email.com,55477214361,112,350.050.000,-9.002.000,-21.100.000,319.948.000,0,0,0,0,319.948.000
02/04/2021,user371393535@email.com,55477214364,128,413.170.000,-8.195.000,-17.150.000,387.825.000,0,0,0,0,387.825.000
03/04/2021,user405675895@email.com,55477214367,117,404.750.000,-8.310.000,-16.250.000,380.190.000,0,0,0,0,380.190.000
04/04/2021,user166019090@email.com,55477214370,79,245.100.000,-2.572.500,-8.900.000,233.627.500,0,0,0,0,233.627.500
05/04/2021,user273744605@email.com,55477214373,89,298.840.000,-3.830.500,-57.500.000,237.509.500,0,0,0,399.000,237.908.500
06/04/2021,user291888860@email.com,55477214376,109,365.100.000,-9.751.000,0,355.349.000,0,0,0,0,355.349.000
07/04/2021,user287571170@email.com,55477214379,93,297.440.000,-5.384.500,0,292.055.500,0,0,0,0,292.055.500
08/04/2021,user152977020@email.com,55477214382,79,279.090.000,-9.136.500,-6.010.000,263.943.500,0,0,0,0,263.943.500
09/04/2021,user318236550@email.com,55477214385,123,403.450.000,-3.605.000,-14.750.000,385.095.000,0,0,0,0,385.095.000
10/04/2021,user261254905@email.com,55477214388,142,475.490.000,-8.335.500,-20.150.000,447.004.500,0,0,0,0,447.004.500
11/04/2021,user116708565@email.com,55477214391,131,412.850.000,-7.233.000,-8.100.000,397.517.000,0,0,0,399.000,397.916.000
12/04/2021,user10586675@email.com,55477214394,107,381.100.000,-7.361.000,-13.300.000,360.439.000,0,0,0,0,360.439.000
13/04/2021,user18223570@email.com,55477214397,85,297.150.000,-4.295.000,-22.250.000,270.605.000,0,0,0,0,270.605.000
14/04/2021,user124912210@email.com,55477214400,110,363.400.000,-7.320.000,-32.481.000,323.599.000,0,0,0,0,323.599.000
15/04/2021,user13115740@email.com,55477214403,100,338.450.000,-4.264.000,-11.600.000,322.586.000,0,0,0,3.511.200,326.097.200
16/04/2021,user27957775@email.com,55477214406,86,274.750.000,-2.290.000,-15.500.000,256.960.000,0,0,0,399.000,257.359.000
17/04/2021,user156865065@email.com,55477214409,100,370.450.000,-11.648.000,-6.400.000,352.402.000,0,0,0,0,352.402.000
18/04/2021,user183723630@email.com,55477214412,110,420.750.000,-8.175.000,-25.350.000,387.225.000,0,0,0,0,387.225.000
19/04/2021,user111833330@email.com,55477214415,98,306.950.000,-4.588.500,-12.400.000,289.961.500,0,0,0,0,289.961.500
20/04/2021,user137942825@email.com,55477214418,82,250.700.000,-1.892.000,-15.150.000,233.658.000,0,0,0,0,233.658.000
21/04/2021,user288525835@email.com,55477214421,80,231.450.000,-1.556.000,-11.800.000,218.094.000,0,0,0,0,218.094.000
22/04/2021,user292137060@email.com,55477214424,152,483.790.000,-24.091.500,-121.275.000,338.423.500,0,0,0,399.000,338.822.500
23/04/2021,user373245495@email.com,55477214427,91,270.250.000,-3.355.000,0,266.895.000,0,0,0,0,266.895.000
24/04/2021,user145230995@email.com,55477214430,137,458.350.000,-6.654.500,0,451.695.500,0,0,0,0,451.695.500
25/04/2021,user80427125@email.com,55477214433,111,385.350.000,-8.405.000,0,376.945.000,0,0,0,399.000,377.344.000
26/04/2021,user191116670@email.com,55477214436,100,328.750.000,-5.175.500,-2.700.000,320.874.500,0,0,0,0,320.874.500
27/04/2021,user12289020@email.com,55477214439,123,383.550.000,-4.807.000,-15.500.000,363.243.000,0,0,0,0,363.243.000
28/04/2021,user56848240@email.com,55477214442,94,295.150.000,-5.424.000,0,289.726.000,0,0,0,0,289.726.000
29/04/2021,user236880700@email.com,55477214445,87,255.150.000,-2.039.000,-12.000.000,241.111.000,0,0,0,0,241.111.000
30/04/2021,user46447305@email.com,55477214448,144,538.150.000,-27.252.000,-27.790.000,483.108.000,0,0,0,399.000,483.507.000
01/05/2021,user116515715@email.com,55477214451,130,412.550.000,-8.450.500,-25.000.000,379.099.500,0,0,0,0,379.099.500
02/05/2021,user385312215@email.com,55477214454,125,402.900.000,-9.270.000,0,393.630.000,0,0,0,0,393.630.000
03/05/2021,user396284580@email.com,55477214457,109,363.390.000,-6.767.500,0,356.622.500,0,0,0,399.000,357.021.500
04/05/2021,user255148710@email.com,55477214460,99,309.200.000,-3.725.000,-4.968.000,300.507.000,0,0,0,0,300.507.000
05/05/2021,user212333045@email.com,55477214463,91,346.000.000,-8.213.000,0,337.787.000,0,0,0,0,337.787.000
06/05/2021,user164968965@email.com,55477214466,88,280.600.000,-6.250.500,0,274.349.500,0,0,0,0,274.349.500
07/05/2021,user149028255@email.com,55477214469,164,615.700.000,-8.116.000,0,607.584.000,0,0,0,399.000,607.983.000
08/05/2021,user84369870@email.com,55477214472,119,434.790.000,-7.202.000,-13.561.000,414.027.000,0,0,0,0,414.027.000
09/05/2021,user58036350@email.com,55477214475,126,1.003.850.000,-124.612.500,-476.240.000,402.997.500,0,0,0,0,402.997.500
10/05/2021,user118735600@email.com,55477214478,155,968.390.000,-104.727.100,-366.200.000,497.462.900,0,0,0,0,497.462.900
11/05/2021,user46100045@email.com,55477214481,121,405.900.000,-8.997.000,-19.850.000,377.053.000,0,0,0,0,377.053.000
12/05/2021,user160378350@email.com,55477214484,133,468.850.000,-8.872.000,-13.950.000,446.028.000,0,0,0,0,446.028.000
13/05/2021,user306795295@email.com,55477214487,114,401.240.000,-3.175.500,-7.400.000,390.664.500,0,0,0,3.402.000,394.066.500
14/05/2021,user313997520@email.com,55477214490,104,339.550.000,-1.656.000,-18.900.000,318.994.000,0,0,0,0,318.994.000
15/05/2021,user349772970@email.com,55477214493,129,458.600.000,-11.905.000,-14.500.000,432.195.000,0,0,0,0,432.195.000
16/05/2021,user30055410@email.com,55477214496,124,439.900.000,-4.681.000,-20.792.500,414.426.500,0,0,0,567.000,414.993.500
17/05/2021,user10986095@email.com,55477214499,103,351.850.000,-5.980.500,-20.837.000,325.032.500,0,0,0,0,325.032.500
18/05/2021,user329910615@email.com,55477214502,134,451.600.000,-6.218.000,-15.100.000,430.282.000,0,0,0,0,430.282.000
19/05/2021,user176824765@email.com,55477214505,105,375.050.000,-5.181.500,-25.242.000,344.626.500,0,0,0,0,344.626.500
20/05/2021,user75702240@email.com,55477214508,129,384.050.000,-6.976.500,-19.255.000,357.818.500,0,0,0,0,357.818.500
21/05/2021,user282304795@email.com,55477214511,103,347.340.000,-7.464.000,-5.800.000,334.076.000,0,0,0,0,334.076.000
22/05/2021,user321924825@email.com,55477214514,169,593.680.000,-11.409.500,-9.700.000,572.570.500,0,0,0,0,572.570.500
23/05/2021,user17494720@email.com,55477214517,114,409.050.000,-10.538.500,-12.445.000,386.066.500,0,0,0,0,386.066.500
24/05/2021,user103773520@email.com,55477214520,122,422.650.000,-8.439.500,-17.250.000,396.960.500,0,0,0,0,396.960.500
25/05/2021,user46883790@email.com,55477214523,147,484.040.000,-8.225.000,-16.700.000,459.115.000,0,0,0,0,459.115.000
26/05/2021,user402491860@email.com,55477214526,122,409.440.000,-6.791.500,-106.644.000,296.004.500,0,0,0,0,296.004.500
27/05/2021,user324825905@email.com,55477214529,108,399.550.000,-15.550.000,0,384.000.000,0,0,0,0,384.000.000
28/05/2021,user122157125@email.com,55477214532,126,416.200.000,-11.246.500,0,404.953.500,0,0,0,0,404.953.500
29/05/2021,user184375140@email.com,55477214535,144,506.350.000,-12.027.000,-2.900.000,491.423.000,0,0,0,0,491.423.000
30/05/2021,user117847020@email.com,55477214538,127,423.940.000,-11.456.500,-17.200.000,395.283.500,0,0,0,0,395.283.500
31/05/2021,user60911575@email.com,55477214541,124,431.300.000,-8.235.000,-17.935.000,405.130.000,0,0,0,1.995.000,407.125.000
01/06/2021,user378899030@email.com,55477214544,135,488.340.000,-9.155.000,-18.050.000,461.135.000,0,0,0,0,461.135.000
02/06/2021,user217953710@email.com,55477214547,120,418.200.000,-7.977.000,-8.550.000,401.673.000,0,0,0,0,401.673.000
