N_SDS,BILL_NUMBER,N_DOC,ACCOUNT_N,MAIL,DATE,BUSINESS,AGENT,TLMK_DIST_PROP,STATUS_PROCESS_DIG,TYPE,ACTIVATION_TYPE,SRF_SRS_ID,USER,ENTITY,CHANNEL,CELL,SRY_BUSINESS,SRY_PORTIN_NUMBER,SRY_FORM_NUMBER,SRY_CREATION_DATE,SRF_ORH_ID,PORT_STATUS,MAIL_CONDITION,TPO_VALIDATION,TPO_INTEG_STL,TPO_ACEPT,TPO_SHIPPING_MAIL,TPO_TOTAL,STATUS,PROCEDURE_TYPE,Q
29296843,9993699557,14759,1599712,29296843.14759@example.com,3/15/23 12:41,POSTPAYMENT,,IN PERSON,initial-IDOC_DOCUMENT_OPENED,BEGIN_DIGITAL,DIGITAL,O,CTI8288,408051,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08537341PNA,29296843SEC,3/15/23 12:41,27981217,ACTIVATED NRO PORTED,VALID MAIL,,,,,,initial,spn,Q1
29296843,9993699569,14759,1599712,29296843.14759@example.com,3/15/23 12:41,POSTPAYMENT,,IN PERSON,initial-IDOC_DOCUMENT_OPENED,BEGIN_DIGITAL,DIGITAL,O,CTI8288,408051,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08537341PNA,29296843SEC,3/15/23 12:41,27981217,ACTIVATED NRO PORTED,VALID MAIL,,,,,,initial,spn,Q1
29296843,9993699565,14759,1599712,29296843.14759@example.com,3/15/23 12:41,POSTPAYMENT,,IN PERSON,initial-IDOC_DOCUMENT_OPENED,BEGIN_DIGITAL,DIGITAL,O,CTI8288,408051,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08537341PNA,29296843SEC,3/15/23 12:41,27981217,ACTIVATED NRO PORTED,VALID MAIL,,,,,,initial,spn,Q1
29296843,9993699568,14759,1599712,29296843.14759@example.com,3/15/23 12:41,POSTPAYMENT,,IN PERSON,initial-IDOC_DOCUMENT_OPENED,BEGIN_DIGITAL,DIGITAL,O,CTI8288,408051,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08537341PNA,29296843SEC,3/15/23 12:41,27981217,ACTIVATED NRO PORTED,VALID MAIL,,,,,,initial,spn,Q1
29296843,9993699557,14759,1599712,29296843.14759@example.com,3/15/23 12:41,POSTPAYMENT,,IN PERSON,initial-IDOC_DOCUMENT_OPENED,BEGIN_DIGITAL,DIGITAL,O,CTI8288,408051,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08537341PNA,29296843SEC,3/15/23 12:41,27981217,ACTIVATED NRO PORTED,VALID MAIL,,,,,,initial,spn,Q1
29296843,9993699569,14759,1599712,29296843.14759@example.com,3/15/23 12:41,POSTPAYMENT,,IN PERSON,initial-IDOC_DOCUMENT_OPENED,BEGIN_DIGITAL,DIGITAL,O,CTI8288,408051,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08537341PNA,29296843SEC,3/15/23 12:41,27981217,ACTIVATED NRO PORTED,VALID MAIL,,,,,,initial,spn,Q1
29296843,9993699565,14759,1599712,29296843.14759@example.com,3/15/23 12:41,POSTPAYMENT,,IN PERSON,initial-IDOC_DOCUMENT_OPENED,BEGIN_DIGITAL,DIGITAL,O,CTI8288,408051,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08537341PNA,29296843SEC,3/15/23 12:41,27981217,ACTIVATED NRO PORTED,VALID MAIL,,,,,,initial,spn,Q1
29296843,9993699568,14759,1599712,29296843.14759@example.com,3/15/23 12:41,POSTPAYMENT,,IN PERSON,initial-IDOC_DOCUMENT_OPENED,BEGIN_DIGITAL,DIGITAL,O,CTI8288,408051,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08537341PNA,29296843SEC,3/15/23 12:41,27981217,ACTIVATED NRO PORTED,VALID MAIL,,,,,,initial,spn,Q1
29296843,9993699557,14759,1599712,29296843.14759@example.com,3/15/23 12:41,POSTPAYMENT,,IN PERSON,initial-IDOC_DOCUMENT_OPENED,BEGIN_DIGITAL,DIGITAL,O,CTI8288,408051,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08537341PNA,29296843SEC,3/15/23 12:41,27981217,ACTIVATED NRO PORTED,VALID MAIL,,,,,,initial,spn,Q1
29296843,9993699569,14759,1599712,29296843.14759@example.com,3/15/23 12:41,POSTPAYMENT,,IN PERSON,initial-IDOC_DOCUMENT_OPENED,BEGIN_DIGITAL,DIGITAL,O,CTI8288,408051,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08537341PNA,29296843SEC,3/15/23 12:41,27981217,ACTIVATED NRO PORTED,VALID MAIL,,,,,,initial,spn,Q1
29296843,9993699565,14759,1599712,29296843.14759@example.com,3/15/23 12:41,POSTPAYMENT,,IN PERSON,initial-IDOC_DOCUMENT_OPENED,BEGIN_DIGITAL,DIGITAL,O,CTI8288,408051,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08537341PNA,29296843SEC,3/15/23 12:41,27981217,ACTIVATED NRO PORTED,VALID MAIL,,,,,,initial,spn,Q1
29296843,9993699568,14759,1599712,29296843.14759@example.com,3/15/23 12:41,POSTPAYMENT,,IN PERSON,initial-IDOC_DOCUMENT_OPENED,BEGIN_DIGITAL,DIGITAL,O,CTI8288,408051,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08537341PNA,29296843SEC,3/15/23 12:41,27981217,ACTIVATED NRO PORTED,VALID MAIL,,,,,,initial,spn,Q1
29296843,9993699557,14759,1599712,29296843.14759@example.com,3/15/23 12:41,POSTPAYMENT,,IN PERSON,initial-IDOC_DOCUMENT_OPENED,BEGIN_DIGITAL,DIGITAL,O,CTI8288,408051,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08537341PNA,29296843SEC,3/15/23 12:41,27981217,ACTIVATED NRO PORTED,VALID MAIL,,,,,,initial,spn,Q1
29332415,9993794893,26077,1599712,29332415.26077@example.com,3/22/23 16:03,POSTPAYMENT,,IN PERSON,sent-IDOC_DOCUMENT_UPLOAD_DNI_START,END_DIGITAL,DIGITAL,O,CTI22301,490754,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08560214PNA,29332415SEC,3/22/23 16:03,28029428,REJECTED,VALID MAIL,,,,,,sent,spn,Q1
29320716,9993767182,14199,1599712,29320716.14199@example.com,3/20/23 17:36,POSTPAYMENT,,IN PERSON,,END_DIGITAL,DIGITAL,O,CTI9826,539314,CAC,CAC OLIVOS                                                          ,POSTPAYMENT,08552715PNA,29320716SEC,3/20/23 17:37,28015354,ACTIVATED NRO PORTED,VALID MAIL,75,16,52,1637,1780,sent,ppc,Q1
29326888,9993786083,32093,1599712,29326888.32093@example.com,3/21/23 17:31,POSTPAYMENT,,IN PERSON,sent-IDOC_DOCUMENT_OPENED,END_DIGITAL,DIGITAL,O,CTI22472,692737,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08556680PNA,29326888SEC,3/21/23 17:31,28022784,RECHAZADO ABD,VALID MAIL,,,,,,sent,spn,Q1
29326888,9993786081,32093,1599712,29326888.32093@example.com,3/21/23 17:31,POSTPAYMENT,,IN PERSON,sent-IDOC_DOCUMENT_OPENED,END_DIGITAL,DIGITAL,O,CTI22472,692737,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08556680PNA,29326888SEC,3/21/23 17:31,28022784,RECHAZADO ABD,VALID MAIL,,,,,,sent,spn,Q1
29326888,9993786083,32093,1599712,29326888.32093@example.com,3/21/23 17:31,POSTPAYMENT,,IN PERSON,sent-IDOC_DOCUMENT_OPENED,END_DIGITAL,DIGITAL,O,CTI22472,692737,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08556680PNA,29326888SEC,3/21/23 17:31,28022784,RECHAZADO ABD,VALID MAIL,,,,,,sent,spn,Q1
29326888,9993786081,32093,1599712,29326888.32093@example.com,3/21/23 17:31,POSTPAYMENT,,IN PERSON,sent-IDOC_DOCUMENT_OPENED,END_DIGITAL,DIGITAL,O,CTI22472,692737,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08556680PNA,29326888SEC,3/21/23 17:31,28022784,RECHAZADO ABD,VALID MAIL,,,,,,sent,spn,Q1
29285033,9993672319,29391,1599712,29285033.29391@example.com,3/13/23 14:26,POSTPAYMENT,,IN PERSON,initial-copy_link,BEGIN_DIGITAL,DIGITAL,O,CTI22301,436746,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08529655PNA,29285033SEC,3/13/23 14:26,27963091,CREATED,VALID MAIL,,,,,,initial,spn,Q1
29285033,9993672318,29391,1599712,29285033.29391@example.com,3/13/23 14:26,POSTPAYMENT,,IN PERSON,initial-copy_link,BEGIN_DIGITAL,DIGITAL,O,CTI22301,436746,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08529655PNA,29285033SEC,3/13/23 14:26,27963091,CREATED,VALID MAIL,,,,,,initial,spn,Q1
29285033,9993672319,29391,1599712,29285033.29391@example.com,3/13/23 14:26,POSTPAYMENT,,IN PERSON,initial-copy_link,BEGIN_DIGITAL,DIGITAL,O,CTI22301,436746,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08529655PNA,29285033SEC,3/13/23 14:26,27963091,CREATED,VALID MAIL,,,,,,initial,spn,Q1
29285033,9993672318,29391,1599712,29285033.29391@example.com,3/13/23 14:26,POSTPAYMENT,,IN PERSON,initial-copy_link,BEGIN_DIGITAL,DIGITAL,O,CTI22301,436746,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08529655PNA,29285033SEC,3/13/23 14:26,27963091,CREATED,VALID MAIL,,,,,,initial,spn,Q1
17100799,9993703194,11033,1599712,17100799.11033@example.com,3/15/23 13:22,PREPAYMENT,,IN PERSON,sent-IDOC_DOCUMENTS_ATTACHED,END_DIGITAL,DIGITAL,O,CTI22301,436746,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08537565PNA,17100799SPP,3/15/23 13:22,27981706,ACTIVATED NRO PORTED,VALID MAIL,,,,,,sent,spn,Q1
17100869,9993711496,32608,1599712,17100869.32608@example.com,3/15/23 13:44,PREPAYMENT,,IN PERSON,sent,END_DIGITAL,DIGITAL,O,CTI22301,436746,CAC,CAC CONSTITUCION                                                    ,PREPAYMENT,08537672PNA,17100869SPP,3/15/23 13:44,27981943,ACTIVATED NRO PORTED,VALID MAIL,,,,,,sent,spn,Q1
29291722,9993689822,7591,1599712,29291722.7591@example.com,3/14/23 14:52,POSTPAYMENT,,IN PERSON,initial-IDOC_DOCUMENT_OPENED,BEGIN_DIGITAL,DIGITAL,O,CTI22301,455367,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08534038PNA,29291722SEC,3/14/23 14:52,27973424,PENDING CARRY PIN,VALID MAIL,,,,,,initial,spn,Q1
29291722,9993689827,7591,1599712,29291722.7591@example.com,3/14/23 14:52,POSTPAYMENT,,IN PERSON,initial-IDOC_DOCUMENT_OPENED,BEGIN_DIGITAL,DIGITAL,O,CTI22301,455367,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08534038PNA,29291722SEC,3/14/23 14:52,27973424,PENDING CARRY PIN,VALID MAIL,,,,,,initial,spn,Q1
29291722,9993689826,7591,1599712,29291722.7591@example.com,3/14/23 14:52,POSTPAYMENT,,IN PERSON,initial-IDOC_DOCUMENT_OPENED,BEGIN_DIGITAL,DIGITAL,O,CTI22301,455367,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08534038PNA,29291722SEC,3/14/23 14:52,27973424,PENDING CARRY PIN,VALID MAIL,,,,,,initial,spn,Q1
29291722,9993689819,7591,1599712,29291722.7591@example.com,3/14/23 14:52,POSTPAYMENT,,IN PERSON,initial-IDOC_DOCUMENT_OPENED,BEGIN_DIGITAL,DIGITAL,O,CTI22301,455367,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08534038PNA,29291722SEC,3/14/23 14:52,27973424,PENDING CARRY PIN,VALID MAIL,,,,,,initial,spn,Q1
29291722,9993689822,7591,1599712,29291722.7591@example.com,3/14/23 14:52,POSTPAYMENT,,IN PERSON,initial-IDOC_DOCUMENT_OPENED,BEGIN_DIGITAL,DIGITAL,O,CTI22301,455367,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08534038PNA,29291722SEC,3/14/23 14:52,27973424,PENDING CARRY PIN,VALID MAIL,,,,,,initial,spn,Q1
29291722,9993689827,7591,1599712,29291722.7591@example.com,3/14/23 14:52,POSTPAYMENT,,IN PERSON,initial-IDOC_DOCUMENT_OPENED,BEGIN_DIGITAL,DIGITAL,O,CTI22301,455367,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08534038PNA,29291722SEC,3/14/23 14:52,27973424,PENDING CARRY PIN,VALID MAIL,,,,,,initial,spn,Q1
29291722,9993689826,7591,1599712,29291722.7591@example.com,3/14/23 14:52,POSTPAYMENT,,IN PERSON,initial-IDOC_DOCUMENT_OPENED,BEGIN_DIGITAL,DIGITAL,O,CTI22301,455367,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08534038PNA,29291722SEC,3/14/23 14:52,27973424,PENDING CARRY PIN,VALID MAIL,,,,,,initial,spn,Q1
29291722,9993689819,7591,1599712,29291722.7591@example.com,3/14/23 14:52,POSTPAYMENT,,IN PERSON,initial-IDOC_DOCUMENT_OPENED,BEGIN_DIGITAL,DIGITAL,O,CTI22301,455367,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08534038PNA,29291722SEC,3/14/23 14:52,27973424,PENDING CARRY PIN,VALID MAIL,,,,,,initial,spn,Q1
29291722,9993689822,7591,1599712,29291722.7591@example.com,3/14/23 14:52,POSTPAYMENT,,IN PERSON,initial-IDOC_DOCUMENT_OPENED,BEGIN_DIGITAL,DIGITAL,O,CTI22301,455367,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08534038PNA,29291722SEC,3/14/23 14:52,27973424,PENDING CARRY PIN,VALID MAIL,,,,,,initial,spn,Q1
29291722,9993689827,7591,1599712,29291722.7591@example.com,3/14/23 14:52,POSTPAYMENT,,IN PERSON,initial-IDOC_DOCUMENT_OPENED,BEGIN_DIGITAL,DIGITAL,O,CTI22301,455367,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08534038PNA,29291722SEC,3/14/23 14:52,27973424,PENDING CARRY PIN,VALID MAIL,,,,,,initial,spn,Q1
29291722,9993689826,7591,1599712,29291722.7591@example.com,3/14/23 14:52,POSTPAYMENT,,IN PERSON,initial-IDOC_DOCUMENT_OPENED,BEGIN_DIGITAL,DIGITAL,O,CTI22301,455367,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08534038PNA,29291722SEC,3/14/23 14:52,27973424,PENDING CARRY PIN,VALID MAIL,,,,,,initial,spn,Q1
29291722,9993689819,7591,1599712,29291722.7591@example.com,3/14/23 14:52,POSTPAYMENT,,IN PERSON,initial-IDOC_DOCUMENT_OPENED,BEGIN_DIGITAL,DIGITAL,O,CTI22301,455367,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08534038PNA,29291722SEC,3/14/23 14:52,27973424,PENDING CARRY PIN,VALID MAIL,,,,,,initial,spn,Q1
29291722,9993689822,7591,1599712,29291722.7591@example.com,3/14/23 14:52,POSTPAYMENT,,IN PERSON,initial-IDOC_DOCUMENT_OPENED,BEGIN_DIGITAL,DIGITAL,O,CTI22301,455367,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08534038PNA,29291722SEC,3/14/23 14:52,27973424,PENDING CARRY PIN,VALID MAIL,,,,,,initial,spn,Q1
29291722,9993689827,7591,1599712,29291722.7591@example.com,3/14/23 14:52,POSTPAYMENT,,IN PERSON,initial-IDOC_DOCUMENT_OPENED,BEGIN_DIGITAL,DIGITAL,O,CTI22301,455367,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08534038PNA,29291722SEC,3/14/23 14:52,27973424,PENDING CARRY PIN,VALID MAIL,,,,,,initial,spn,Q1
29291722,9993689826,7591,1599712,29291722.7591@example.com,3/14/23 14:52,POSTPAYMENT,,IN PERSON,initial-IDOC_DOCUMENT_OPENED,BEGIN_DIGITAL,DIGITAL,O,CTI22301,455367,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08534038PNA,29291722SEC,3/14/23 14:52,27973424,PENDING CARRY PIN,VALID MAIL,,,,,,initial,spn,Q1
29291722,9993689819,7591,1599712,29291722.7591@example.com,3/14/23 14:52,POSTPAYMENT,,IN PERSON,initial-IDOC_DOCUMENT_OPENED,BEGIN_DIGITAL,DIGITAL,O,CTI22301,455367,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08534038PNA,29291722SEC,3/14/23 14:52,27973424,PENDING CARRY PIN,VALID MAIL,,,,,,initial,spn,Q1
29258399,,18522,1599712,29258399.18522@example.com,3/7/23 18:26,POSTPAYMENT,,IN PERSON,sent-IDOC_DOCUMENTS_ATTACHED,END_DIGITAL,DIGITAL,A,CTI22301,455367,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08511997PNA,29258399SEC,3/7/23 18:26,27922316,ACTIVATED NRO PORTED,VALID MAIL,,,,,,sent,spn,Q1
29258399,,18522,1599712,29258399.18522@example.com,3/7/23 18:26,POSTPAYMENT,,IN PERSON,sent-IDOC_DOCUMENTS_ATTACHED,END_DIGITAL,DIGITAL,A,CTI22301,455367,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08511997PNA,29258399SEC,3/7/23 18:26,27922316,ACTIVATED NRO PORTED,VALID MAIL,,,,,,sent,spn,Q1
29339326,,18799,1599712,29339326.18799@example.com,3/23/23 18:25,POSTPAYMENT,,IN PERSON,initial,BEGIN_DIGITAL,DIGITAL,A,CTI22301,455367,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08564877PNA,29339326SEC,3/23/23 18:25,28036966,PENDING CARRY PIN,VALID MAIL,,,,,,initial,spn,Q1
29339326,,18799,1599712,29339326.18799@example.com,3/23/23 18:25,POSTPAYMENT,,IN PERSON,initial,BEGIN_DIGITAL,DIGITAL,A,CTI22301,455367,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08564877PNA,29339326SEC,3/23/23 18:25,28036966,PENDING CARRY PIN,VALID MAIL,,,,,,initial,spn,Q1
29339326,,18799,1599712,29339326.18799@example.com,3/23/23 18:25,POSTPAYMENT,,IN PERSON,initial,BEGIN_DIGITAL,DIGITAL,A,CTI22301,455367,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08564877PNA,29339326SEC,3/23/23 18:25,28036966,PENDING CARRY PIN,VALID MAIL,,,,,,initial,spn,Q1
29339326,,18799,1599712,29339326.18799@example.com,3/23/23 18:25,POSTPAYMENT,,IN PERSON,initial,BEGIN_DIGITAL,DIGITAL,A,CTI22301,455367,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08564877PNA,29339326SEC,3/23/23 18:25,28036966,PENDING CARRY PIN,VALID MAIL,,,,,,initial,spn,Q1
29339326,,18799,1599712,29339326.18799@example.com,3/23/23 18:25,POSTPAYMENT,,IN PERSON,initial,BEGIN_DIGITAL,DIGITAL,A,CTI22301,455367,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08564877PNA,29339326SEC,3/23/23 18:25,28036966,PENDING CARRY PIN,VALID MAIL,,,,,,initial,spn,Q1
29339326,,18799,1599712,29339326.18799@example.com,3/23/23 18:25,POSTPAYMENT,,IN PERSON,initial,BEGIN_DIGITAL,DIGITAL,A,CTI22301,455367,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08564877PNA,29339326SEC,3/23/23 18:25,28036966,PENDING CARRY PIN,VALID MAIL,,,,,,initial,spn,Q1
29339326,,18799,1599712,29339326.18799@example.com,3/23/23 18:25,POSTPAYMENT,,IN PERSON,initial,BEGIN_DIGITAL,DIGITAL,A,CTI22301,455367,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08564877PNA,29339326SEC,3/23/23 18:25,28036966,PENDING CARRY PIN,VALID MAIL,,,,,,initial,spn,Q1
29339326,,18799,1599712,29339326.18799@example.com,3/23/23 18:25,POSTPAYMENT,,IN PERSON,initial,BEGIN_DIGITAL,DIGITAL,A,CTI22301,455367,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08564877PNA,29339326SEC,3/23/23 18:25,28036966,PENDING CARRY PIN,VALID MAIL,,,,,,initial,spn,Q1
29293268,9993699764,25116,1599712,29293268.25116@example.com,3/14/23 18:02,POSTPAYMENT,,IN PERSON,sent-IDOC_DOCUMENTS_ATTACHED,END_DIGITAL,DIGITAL,O,CTI22301,455367,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08535024PNA,29293268SEC,3/14/23 18:02,27975531,ACTIVATED NRO PORTED,VALID MAIL,,,,,,sent,spn,Q1
29293268,9993699766,25116,1599712,29293268.25116@example.com,3/14/23 18:02,POSTPAYMENT,,IN PERSON,sent-IDOC_DOCUMENTS_ATTACHED,END_DIGITAL,DIGITAL,O,CTI22301,455367,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08535024PNA,29293268SEC,3/14/23 18:02,27975531,ACTIVATED NRO PORTED,VALID MAIL,,,,,,sent,spn,Q1
29293268,9993699764,25116,1599712,29293268.25116@example.com,3/14/23 18:02,POSTPAYMENT,,IN PERSON,sent-IDOC_DOCUMENTS_ATTACHED,END_DIGITAL,DIGITAL,O,CTI22301,455367,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08535024PNA,29293268SEC,3/14/23 18:02,27975531,ACTIVATED NRO PORTED,VALID MAIL,,,,,,sent,spn,Q1
29293268,9993699766,25116,1599712,29293268.25116@example.com,3/14/23 18:02,POSTPAYMENT,,IN PERSON,sent-IDOC_DOCUMENTS_ATTACHED,END_DIGITAL,DIGITAL,O,CTI22301,455367,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08535024PNA,29293268SEC,3/14/23 18:02,27975531,ACTIVATED NRO PORTED,VALID MAIL,,,,,,sent,spn,Q1
29258302,9993580502,29660,1599712,29258302.29660@example.com,3/7/23 18:15,POSTPAYMENT,,IN PERSON,sent-IDOC_DOCUMENT_OPENED,END_DIGITAL,DIGITAL,O,CTI22301,455367,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08511943PNA,29258302SEC,3/7/23 18:15,27922188,ACTIVATED NRO PORTED,VALID MAIL,,,,,,sent,spn,Q1
29293067,9993699742,20018,1599712,29293067.20018@example.com,3/14/23 17:41,POSTPAYMENT,,IN PERSON,sent-IDOC_DOCUMENT_OPENED,END_DIGITAL,DIGITAL,O,CTI22301,455367,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08534911PNA,29293067SEC,3/14/23 17:41,27975257,ACTIVATED NRO PORTED,VALID MAIL,,,,,,sent,spn,Q1
29293067,9993699743,20018,1599712,29293067.20018@example.com,3/14/23 17:41,POSTPAYMENT,,IN PERSON,sent-IDOC_DOCUMENT_OPENED,END_DIGITAL,DIGITAL,O,CTI22301,455367,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08534911PNA,29293067SEC,3/14/23 17:41,27975257,ACTIVATED NRO PORTED,VALID MAIL,,,,,,sent,spn,Q1
29293067,9993699742,20018,1599712,29293067.20018@example.com,3/14/23 17:41,POSTPAYMENT,,IN PERSON,sent-IDOC_DOCUMENT_OPENED,END_DIGITAL,DIGITAL,O,CTI22301,455367,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08534911PNA,29293067SEC,3/14/23 17:41,27975257,ACTIVATED NRO PORTED,VALID MAIL,,,,,,sent,spn,Q1
29293067,9993699743,20018,1599712,29293067.20018@example.com,3/14/23 17:41,POSTPAYMENT,,IN PERSON,sent-IDOC_DOCUMENT_OPENED,END_DIGITAL,DIGITAL,O,CTI22301,455367,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08534911PNA,29293067SEC,3/14/23 17:41,27975257,ACTIVATED NRO PORTED,VALID MAIL,,,,,,sent,spn,Q1
29292333,9993686645,26446,1599712,29292333.26446@example.com,3/14/23 16:11,POSTPAYMENT,,IN PERSON,sent-IDOC_DOCUMENTS_ATTACHED,END_DIGITAL,DIGITAL,O,CTI22301,455367,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08534444PNA,29292333SEC,3/14/23 16:11,27974279,ACTIVATED NRO PORTED,VALID MAIL,,,,,,sent,spn,Q1
29292333,9993686590,26446,1599712,29292333.26446@example.com,3/14/23 16:11,POSTPAYMENT,,IN PERSON,sent-IDOC_DOCUMENTS_ATTACHED,END_DIGITAL,DIGITAL,O,CTI22301,455367,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08534444PNA,29292333SEC,3/14/23 16:11,27974279,ACTIVATED NRO PORTED,VALID MAIL,,,,,,sent,spn,Q1
29292333,9993686645,26446,1599712,29292333.26446@example.com,3/14/23 16:11,POSTPAYMENT,,IN PERSON,sent-IDOC_DOCUMENTS_ATTACHED,END_DIGITAL,DIGITAL,O,CTI22301,455367,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08534444PNA,29292333SEC,3/14/23 16:11,27974279,ACTIVATED NRO PORTED,VALID MAIL,,,,,,sent,spn,Q1
29292333,9993686590,26446,1599712,29292333.26446@example.com,3/14/23 16:11,POSTPAYMENT,,IN PERSON,sent-IDOC_DOCUMENTS_ATTACHED,END_DIGITAL,DIGITAL,O,CTI22301,455367,CAC,CAC CONSTITUCION                                                    ,POSTPAYMENT,08534444PNA,29292333SEC,3/14/23 16:11,27974279,ACTIVATED NRO PORTED,VALID MAIL,,,,,,sent,spn,Q1
