Task ID,User,Email,Billable,Start Date,Start Time,End Date,End Time,Duration (h),Duration (decimal),Billable Rate (USD),Billable Amount (USD)
253019821250941,Mitch Morris,mitch.morris@gmail.com,No,18/10/2023,11:14:41,18/10/2023,12:35:00,1:20:19,1.34,0,0
555015615824586,Apolinar Benton,apolinar.benton@gmail.com,No,18/10/2023,11:13:59,18/10/2023,12:04:08,0:50:09,0.84,0,0
892786398209351,Ramona Sosa,ramona.sosa@gmail.com,Yes,18/10/2023,11:00:58,18/10/2023,13:02:48,2:01:50,2.03,18,36.55
201417384950323,Joss Eady,joss.eady@gmail.com,Yes,18/10/2023,10:58:41,18/10/2023,12:09:45,1:11:04,1.18,20,23.69
506283969467874,Imogene Steed,imogene.steed@gmail.com,Yes,18/10/2023,10:25:29,18/10/2023,10:58:04,0:32:35,0.54,32,17.38
795988999944989,Cissy Esparza,cissy.esparza@gmail.com,Yes,18/10/2023,10:22:43,18/10/2023,11:26:00,1:03:17,1.05,18,18.98
788312792318863,Mitch Morris,mitch.morris@gmail.com,No,18/10/2023,10:15:17,18/10/2023,11:11:35,0:56:18,0.94,0,0
154559798159152,Dave Woodhams,dave.woodhams@gmail.com,Yes,18/10/2023,10:09:23,18/10/2023,11:47:06,1:37:43,1.63,32,52.12
608268513156011,Trista Coy,trista.coy@gmail.com,No,18/10/2023,9:56:15,18/10/2023,12:47:58,2:51:43,2.86,0,0
588259367174349,Trista Coy,trista.coy@gmail.com,No,18/10/2023,9:35:16,18/10/2023,9:56:15,0:20:59,0.35,0,0
294813424762647,Dave Woodhams,dave.woodhams@gmail.com,Yes,18/10/2023,9:29:45,18/10/2023,10:09:20,0:39:35,0.66,32,21.11
560146237908284,Jair Valencia,jair.valencia@gmail.com,Yes,18/10/2023,9:06:53,18/10/2023,10:44:40,1:37:47,1.63,20,32.59
951174697108642,Mitch Morris,mitch.morris@gmail.com,No,18/10/2023,8:55:10,18/10/2023,9:38:00,0:42:50,0.71,0,0
834687288544922,Justina Evered,justina.evered@gmail.com,No,18/10/2023,7:58:10,18/10/2023,10:28:20,2:30:10,2.5,0,0
764540616882200,Jair Valencia,jair.valencia@gmail.com,Yes,18/10/2023,7:56:32,18/10/2023,8:32:19,0:35:47,0.6,20,11.93
419687138762232,Trista Coy,trista.coy@gmail.com,No,18/10/2023,7:43:11,18/10/2023,8:17:14,0:34:03,0.57,0,0
791407722504295,Joss Eady,joss.eady@gmail.com,Yes,18/10/2023,7:01:54,18/10/2023,8:53:15,1:51:21,1.86,20,37.12
890014672445988,Milburn Paige,milburn.paige@gmail.com,No,18/10/2023,6:36:02,22/10/2023,12:05:13,101:29:11,101.49,0,0
979155656400837,Ramona Sosa,ramona.sosa@gmail.com,Yes,18/10/2023,5:24:42,18/10/2023,11:00:04,5:35:22,5.59,18,100.61
679576615069986,Imogene Steed,imogene.steed@gmail.com,Yes,17/10/2023,22:00:17,18/10/2023,0:17:23,2:17:06,2.29,32,73.12
762921116927031,Cissy Esparza,cissy.esparza@gmail.com,Yes,17/10/2023,21:06:34,18/10/2023,0:49:40,3:43:06,3.72,18,66.93
117308856494807,Justina Evered,justina.evered@gmail.com,No,17/10/2023,19:31:46,17/10/2023,19:52:57,0:21:11,0.35,0,0
516654542405136,Trista Coy,trista.coy@gmail.com,No,17/10/2023,19:00:00,17/10/2023,20:16:13,1:16:13,1.27,0,0
882170708148862,Imogene Steed,imogene.steed@gmail.com,Yes,17/10/2023,18:45:06,17/10/2023,21:27:19,2:42:13,2.7,32,86.52
544029206618574,Joss Eady,joss.eady@gmail.com,Yes,17/10/2023,17:34:02,17/10/2023,18:49:08,1:15:06,1.25,20,25.03
236724200154150,Trista Coy,trista.coy@gmail.com,No,17/10/2023,17:00:00,17/10/2023,17:46:57,0:46:57,0.78,0,0
544901842091426,Palmira Easom,palmira.easom@gmail.com,Yes,17/10/2023,16:52:11,17/10/2023,18:47:00,1:54:49,1.91,25,47.84
227159396019088,Jair Valencia,jair.valencia@gmail.com,Yes,17/10/2023,16:32:13,17/10/2023,20:45:00,4:12:47,4.21,20,84.26
457878422387274,Trista Coy,trista.coy@gmail.com,No,17/10/2023,16:27:12,17/10/2023,17:07:21,0:40:09,0.67,0,0
475703126282014,Imogene Steed,imogene.steed@gmail.com,Yes,17/10/2023,16:23:15,17/10/2023,17:43:48,1:20:33,1.34,32,42.96
351113910258035,Mitch Morris,mitch.morris@gmail.com,No,17/10/2023,15:24:00,17/10/2023,18:36:08,3:12:08,3.2,0,0
138145513174742,Palmira Easom,palmira.easom@gmail.com,Yes,17/10/2023,14:45:52,17/10/2023,16:18:40,1:32:48,1.55,25,38.67
448976085943227,Cissy Esparza,cissy.esparza@gmail.com,Yes,17/10/2023,14:39:00,17/10/2023,20:38:29,5:59:29,5.99,18,107.85
111476524540612,Dave Woodhams,dave.woodhams@gmail.com,Yes,17/10/2023,13:59:12,17/10/2023,19:20:56,5:21:44,5.36,32,171.59
549152541286345,Joss Eady,joss.eady@gmail.com,Yes,17/10/2023,13:53:33,17/10/2023,15:25:25,1:31:52,1.53,20,30.62
293893953105241,Jair Valencia,jair.valencia@gmail.com,Yes,17/10/2023,13:18:50,17/10/2023,16:23:50,3:05:00,3.08,20,61.67
106006110188929,Ramona Sosa,ramona.sosa@gmail.com,Yes,17/10/2023,13:09:26,17/10/2023,14:53:47,1:44:21,1.74,18,31.31
269086709911856,Trista Coy,trista.coy@gmail.com,No,17/10/2023,12:52:03,17/10/2023,15:22:06,2:30:03,2.5,0,0
454634442973801,Cissy Esparza,cissy.esparza@gmail.com,Yes,17/10/2023,12:51:05,17/10/2023,13:51:11,1:00:06,1,18,18.03
288890462714691,Dave Woodhams,dave.woodhams@gmail.com,Yes,17/10/2023,12:43:10,17/10/2023,13:59:09,1:15:59,1.27,32,40.52
494619385625244,Mitch Morris,mitch.morris@gmail.com,No,17/10/2023,12:15:22,17/10/2023,15:24:00,3:08:38,3.14,0,0
801144698643262,Apolinar Benton,apolinar.benton@gmail.com,No,17/10/2023,12:14:09,17/10/2023,15:10:10,2:56:01,2.93,0,0
381631627188638,Justina Evered,justina.evered@gmail.com,No,17/10/2023,12:07:00,17/10/2023,13:13:38,1:06:38,1.11,0,0
733649818662998,Imogene Steed,imogene.steed@gmail.com,Yes,17/10/2023,11:38:50,17/10/2023,15:38:52,4:00:02,4,32,128.02
622967472980415,Apolinar Benton,apolinar.benton@gmail.com,No,17/10/2023,11:20:00,17/10/2023,12:12:00,0:52:00,0.87,0,0
729146429364109,Cissy Esparza,cissy.esparza@gmail.com,Yes,17/10/2023,10:52:00,17/10/2023,12:50:00,1:58:00,1.97,18,35.4
494132287001391,Jair Valencia,jair.valencia@gmail.com,Yes,17/10/2023,10:50:38,17/10/2023,12:50:00,1:59:22,1.99,20,39.79
991639904175625,Ramona Sosa,ramona.sosa@gmail.com,Yes,17/10/2023,10:48:08,17/10/2023,11:59:20,1:11:12,1.19,18,21.36
787456192834735,Mitch Morris,mitch.morris@gmail.com,No,17/10/2023,10:33:29,17/10/2023,11:00:24,0:26:55,0.45,0,0
570411006327187,Ramona Sosa,ramona.sosa@gmail.com,Yes,17/10/2023,10:12:24,17/10/2023,10:47:53,0:35:29,0.59,18,10.65
140451161466686,Dave Woodhams,dave.woodhams@gmail.com,Yes,17/10/2023,10:08:50,17/10/2023,12:24:31,2:15:41,2.26,32,72.36
576737452767519,Joss Eady,joss.eady@gmail.com,Yes,17/10/2023,10:03:55,17/10/2023,11:45:48,1:41:53,1.7,20,33.96
736527162002132,Trista Coy,trista.coy@gmail.com,No,17/10/2023,10:01:14,17/10/2023,11:32:58,1:31:44,1.53,0,0
709567659004102,Jair Valencia,jair.valencia@gmail.com,Yes,17/10/2023,10:00:00,17/10/2023,10:50:00,0:50:00,0.83,20,16.67
309423126267612,Justina Evered,justina.evered@gmail.com,No,17/10/2023,9:48:11,17/10/2023,12:16:30,2:28:19,2.47,0,0
502808504540723,Dave Woodhams,dave.woodhams@gmail.com,Yes,17/10/2023,9:38:40,17/10/2023,10:08:46,0:30:06,0.5,32,16.05
746232459742724,Ramona Sosa,ramona.sosa@gmail.com,Yes,17/10/2023,9:31:47,17/10/2023,10:12:15,0:40:28,0.67,18,12.14
799005690597834,Jair Valencia,jair.valencia@gmail.com,Yes,17/10/2023,9:30:00,17/10/2023,10:00:00,0:30:00,0.5,20,10
573483039975670,Trista Coy,trista.coy@gmail.com,No,17/10/2023,9:28:44,17/10/2023,10:01:06,0:32:22,0.54,0,0
185306580237464,Dave Woodhams,dave.woodhams@gmail.com,Yes,17/10/2023,8:59:09,17/10/2023,9:38:27,0:39:18,0.66,32,20.96
922949985363800,Trista Coy,trista.coy@gmail.com,No,17/10/2023,8:53:30,17/10/2023,9:27:43,0:34:13,0.57,0,0
388815668245323,Jair Valencia,jair.valencia@gmail.com,Yes,17/10/2023,8:40:00,17/10/2023,9:30:00,0:50:00,0.83,20,16.67
225629606850764,Justina Evered,justina.evered@gmail.com,No,17/10/2023,8:02:00,17/10/2023,9:25:48,1:23:48,1.4,0,0
243707369656618,Jair Valencia,jair.valencia@gmail.com,Yes,17/10/2023,6:57:28,17/10/2023,7:51:32,0:54:04,0.9,20,18.02
535793512248857,Milburn Paige,milburn.paige@gmail.com,No,17/10/2023,6:45:01,17/10/2023,20:46:26,14:01:25,14.02,0,0
393488008721834,Trista Coy,trista.coy@gmail.com,No,17/10/2023,6:19:34,17/10/2023,8:15:27,1:55:53,1.93,0,0
974790436889484,Mitch Morris,mitch.morris@gmail.com,No,17/10/2023,5:58:19,17/10/2023,9:38:36,3:40:17,3.67,0,0
443150005684379,Cissy Esparza,cissy.esparza@gmail.com,Yes,17/10/2023,5:35:24,17/10/2023,9:38:26,4:03:02,4.05,18,72.91
634104017136060,Ramona Sosa,ramona.sosa@gmail.com,Yes,17/10/2023,5:20:33,17/10/2023,9:31:35,4:11:02,4.18,18,75.31
499998330076550,Justina Evered,justina.evered@gmail.com,No,16/10/2023,18:39:00,16/10/2023,20:17:39,1:38:39,1.64,0,0
637250075023639,Dave Woodhams,dave.woodhams@gmail.com,Yes,16/10/2023,16:53:46,16/10/2023,18:45:14,1:51:28,1.86,32,59.45
643830036435739,Trista Coy,trista.coy@gmail.com,No,16/10/2023,16:18:10,16/10/2023,16:57:26,0:39:16,0.65,0,0
623865596125334,Joss Eady,joss.eady@gmail.com,Yes,16/10/2023,16:11:09,16/10/2023,18:07:30,1:56:21,1.94,20,38.78
809897646168743,Trista Coy,trista.coy@gmail.com,No,16/10/2023,15:40:50,16/10/2023,15:51:28,0:10:38,0.18,0,0
650572198698500,Palmira Easom,palmira.easom@gmail.com,Yes,16/10/2023,14:53:50,16/10/2023,15:03:33,0:09:43,0.16,25,4.05
797490979693141,Jair Valencia,jair.valencia@gmail.com,Yes,16/10/2023,14:31:31,16/10/2023,18:39:15,4:07:44,4.13,20,82.58
560971283543809,Trista Coy,trista.coy@gmail.com,No,16/10/2023,14:19:42,16/10/2023,15:29:01,1:09:19,1.16,0,0
986638188910007,Cissy Esparza,cissy.esparza@gmail.com,No,16/10/2023,13:50:00,16/10/2023,14:55:00,1:05:00,1.08,0,0
740841902497029,Palmira Easom,palmira.easom@gmail.com,Yes,16/10/2023,13:30:00,16/10/2023,13:31:36,0:01:36,0.03,25,0.67
541785903115034,Cissy Esparza,cissy.esparza@gmail.com,No,16/10/2023,13:05:52,16/10/2023,13:50:33,0:44:41,0.74,0,0
968971406675817,Trista Coy,trista.coy@gmail.com,No,16/10/2023,12:41:11,16/10/2023,13:39:28,0:58:17,0.97,0,0
948604511328688,Dave Woodhams,dave.woodhams@gmail.com,Yes,16/10/2023,12:38:43,16/10/2023,15:32:52,2:54:09,2.9,32,92.88
794073302648169,Palmira Easom,palmira.easom@gmail.com,Yes,16/10/2023,11:34:12,16/10/2023,11:53:51,0:19:39,0.33,25,8.19
895332460791730,Dave Woodhams,dave.woodhams@gmail.com,Yes,16/10/2023,11:30:53,16/10/2023,11:51:12,0:20:19,0.34,32,10.84
304268853336990,Apolinar Benton,apolinar.benton@gmail.com,No,16/10/2023,11:17:55,16/10/2023,14:21:13,3:03:18,3.06,0,0
508182179602817,Dave Woodhams,dave.woodhams@gmail.com,Yes,16/10/2023,10:06:07,16/10/2023,11:30:50,1:24:43,1.41,32,45.18
118272367593649,Cissy Esparza,cissy.esparza@gmail.com,No,16/10/2023,10:05:54,16/10/2023,13:04:15,2:58:21,2.97,0,0
948959698715581,Jair Valencia,jair.valencia@gmail.com,Yes,16/10/2023,10:00:00,16/10/2023,13:54:00,3:54:00,3.9,20,78
672682685471270,Cissy Esparza,cissy.esparza@gmail.com,No,16/10/2023,9:42:08,16/10/2023,10:05:51,0:23:43,0.4,0,0
107685311822905,Jair Valencia,jair.valencia@gmail.com,Yes,16/10/2023,9:30:00,16/10/2023,10:00:00,0:30:00,0.5,20,10
233914457313104,Dave Woodhams,dave.woodhams@gmail.com,Yes,16/10/2023,9:18:34,16/10/2023,10:06:04,0:47:30,0.79,32,25.33
881946192067894,Imogene Steed,imogene.steed@gmail.com,Yes,16/10/2023,9:13:25,16/10/2023,11:48:58,2:35:33,2.59,32,82.96
947883860141665,Milburn Paige,milburn.paige@gmail.com,No,16/10/2023,9:11:50,16/10/2023,21:44:50,12:33:00,12.55,0,0
244076917347505,Trista Coy,trista.coy@gmail.com,No,16/10/2023,9:09:11,16/10/2023,12:09:28,3:00:17,3,0,0
797490292422896,Cissy Esparza,cissy.esparza@gmail.com,No,16/10/2023,8:17:08,16/10/2023,9:40:46,1:23:38,1.39,0,0
705974804948659,Palmira Easom,palmira.easom@gmail.com,Yes,16/10/2023,8:14:42,16/10/2023,9:34:00,1:19:18,1.32,25,33.04
954413279531510,Palmira Easom,palmira.easom@gmail.com,Yes,16/10/2023,8:09:00,16/10/2023,8:14:22,0:05:22,0.09,25,2.24
406154686257826,Ramona Sosa,ramona.sosa@gmail.com,Yes,16/10/2023,7:09:56,16/10/2023,9:35:51,2:25:55,2.43,18,43.78
345294100697632,Renzo Small,renzo.small@gmail.com,Yes,16/10/2023,7:05:41,16/10/2023,7:53:37,0:47:56,0.8,25,19.97
154079823097058,Palmira Easom,palmira.easom@gmail.com,Yes,16/10/2023,6:53:55,16/10/2023,7:04:14,0:10:19,0.17,25,4.3
655825210106371,Mitch Morris,mitch.morris@gmail.com,No,16/10/2023,6:31:49,16/10/2023,18:42:55,12:11:06,12.19,0,0
370237870400376,Jair Valencia,jair.valencia@gmail.com,Yes,16/10/2023,6:22:03,16/10/2023,9:30:00,3:07:57,3.13,20,62.65
442771612657520,Renzo Small,renzo.small@gmail.com,Yes,16/10/2023,6:16:44,16/10/2023,6:45:00,0:28:16,0.47,25,11.78
587038609264862,Cissy Esparza,cissy.esparza@gmail.com,No,16/10/2023,6:13:30,16/10/2023,8:17:04,2:03:34,2.06,0,0
131955377710687,Trista Coy,trista.coy@gmail.com,No,16/10/2023,6:03:01,16/10/2023,8:46:40,2:43:39,2.73,0,0
313379379411507,Jair Valencia,jair.valencia@gmail.com,Yes,16/10/2023,5:50:00,16/10/2023,6:21:00,0:31:00,0.52,20,10.33
438515772974599,Ramona Sosa,ramona.sosa@gmail.com,Yes,16/10/2023,4:50:08,16/10/2023,7:09:49,2:19:41,2.33,18,41.91
885460069799817,Ramona Sosa,ramona.sosa@gmail.com,Yes,16/10/2023,4:45:57,16/10/2023,4:49:57,0:04:00,0.07,18,1.2
438395388652692,Imogene Steed,imogene.steed@gmail.com,Yes,15/10/2023,21:05:05,15/10/2023,23:50:33,2:45:28,2.76,32,88.25
306740409104275,Mitch Morris,mitch.morris@gmail.com,No,15/10/2023,17:59:31,15/10/2023,20:00:00,2:00:29,2.01,0,0
851391885522492,Imogene Steed,imogene.steed@gmail.com,Yes,15/10/2023,16:59:46,15/10/2023,18:46:51,1:47:05,1.78,32,57.11
232248232028114,Jair Valencia,jair.valencia@gmail.com,Yes,15/10/2023,11:44:33,15/10/2023,14:57:25,3:12:52,3.21,20,64.29
115962527526657,Imogene Steed,imogene.steed@gmail.com,Yes,15/10/2023,11:21:00,15/10/2023,16:18:00,4:57:00,4.95,32,158.4
846003214586462,Joss Eady,joss.eady@gmail.com,Yes,15/10/2023,7:31:23,15/10/2023,10:20:33,2:49:10,2.82,20,56.39
264294085725797,Joss Eady,joss.eady@gmail.com,Yes,14/10/2023,19:05:11,14/10/2023,19:30:44,0:25:33,0.43,20,8.52
367170377586652,Cissy Esparza,cissy.esparza@gmail.com,Yes,14/10/2023,18:16:02,15/10/2023,0:58:23,6:42:21,6.71,18,120.71
558285233638916,Trista Coy,trista.coy@gmail.com,No,14/10/2023,17:53:15,14/10/2023,19:58:49,2:05:34,2.09,0,0
560560902358597,Joss Eady,joss.eady@gmail.com,Yes,14/10/2023,17:38:43,14/10/2023,18:45:35,1:06:52,1.11,20,22.29
358678959535812,Cissy Esparza,cissy.esparza@gmail.com,Yes,14/10/2023,16:34:20,14/10/2023,17:42:21,1:08:01,1.13,18,20.41
412934370652190,Trista Coy,trista.coy@gmail.com,No,14/10/2023,16:27:58,14/10/2023,16:47:58,0:20:00,0.33,0,0
951582180720089,Mitch Morris,mitch.morris@gmail.com,No,14/10/2023,15:18:35,14/10/2023,19:00:21,3:41:46,3.7,0,0
318711357823238,Trista Coy,trista.coy@gmail.com,No,14/10/2023,14:25:50,14/10/2023,16:20:54,1:55:04,1.92,0,0
400292325145527,Trista Coy,trista.coy@gmail.com,No,14/10/2023,13:33:45,14/10/2023,13:46:10,0:12:25,0.21,0,0
530480792070725,Justina Evered,justina.evered@gmail.com,No,14/10/2023,11:07:58,14/10/2023,11:42:18,0:34:20,0.57,0,0
672294988162899,Justina Evered,justina.evered@gmail.com,No,14/10/2023,9:00:00,14/10/2023,10:40:01,1:40:01,1.67,0,0
612195982397957,Mitch Morris,mitch.morris@gmail.com,No,14/10/2023,8:15:06,14/10/2023,10:44:00,2:28:54,2.48,0,0
178398898783307,Renzo Small,renzo.small@gmail.com,Yes,14/10/2023,7:43:00,14/10/2023,8:37:04,0:54:04,0.9,25,22.53
860121771319679,Cissy Esparza,cissy.esparza@gmail.com,Yes,14/10/2023,6:50:33,14/10/2023,16:34:10,9:43:37,9.73,18,175.09
665440921513256,Cissy Esparza,cissy.esparza@gmail.com,Yes,14/10/2023,6:16:49,14/10/2023,6:50:30,0:33:41,0.56,18,10.11
560161647825359,Trista Coy,trista.coy@gmail.com,No,14/10/2023,5:54:25,14/10/2023,12:58:21,7:03:56,7.07,0,0
508344998242438,Cissy Esparza,cissy.esparza@gmail.com,Yes,13/10/2023,21:23:00,13/10/2023,23:48:53,2:25:53,2.43,18,43.77
244708308246249,Trista Coy,trista.coy@gmail.com,No,13/10/2023,18:53:34,13/10/2023,18:54:12,0:00:38,0.01,0,0
829384815472549,Justina Evered,justina.evered@gmail.com,No,13/10/2023,17:33:11,13/10/2023,17:54:34,0:21:23,0.36,0,0
119988182560016,Trista Coy,trista.coy@gmail.com,No,13/10/2023,16:31:12,13/10/2023,18:37:50,2:06:38,2.11,0,0
930428244451210,Jair Valencia,jair.valencia@gmail.com,Yes,13/10/2023,16:26:59,13/10/2023,17:56:54,1:29:55,1.5,20,29.97
311184252170096,Cissy Esparza,cissy.esparza@gmail.com,Yes,13/10/2023,15:47:48,13/10/2023,15:54:04,0:06:16,0.1,18,1.88
801185870167356,Joss Eady,joss.eady@gmail.com,Yes,13/10/2023,14:54:10,13/10/2023,15:39:00,0:44:50,0.75,20,14.94
930411479584441,Trista Coy,trista.coy@gmail.com,No,13/10/2023,14:39:08,13/10/2023,16:31:07,1:51:59,1.87,0,0
176818151629962,Ramona Sosa,ramona.sosa@gmail.com,Yes,13/10/2023,14:23:02,13/10/2023,14:24:01,0:00:59,0.02,18,0.3
107686039437924,Palmira Easom,palmira.easom@gmail.com,Yes,13/10/2023,14:21:19,13/10/2023,17:00:00,2:38:41,2.64,25,66.12
670757492418539,Palmira Easom,palmira.easom@gmail.com,Yes,13/10/2023,14:01:11,13/10/2023,14:09:31,0:08:20,0.14,25,3.47
140985901265810,Trista Coy,trista.coy@gmail.com,No,13/10/2023,13:54:57,13/10/2023,13:59:45,0:04:48,0.08,0,0
932665860625588,Palmira Easom,palmira.easom@gmail.com,Yes,13/10/2023,13:50:16,13/10/2023,13:58:57,0:08:41,0.14,25,3.62
254772272251846,Palmira Easom,palmira.easom@gmail.com,Yes,13/10/2023,13:45:13,13/10/2023,13:47:51,0:02:38,0.04,25,1.1
251784819016803,Palmira Easom,palmira.easom@gmail.com,Yes,13/10/2023,13:40:25,13/10/2023,13:40:50,0:00:25,0.01,25,0.17
801167928384332,Mitch Morris,mitch.morris@gmail.com,No,13/10/2023,13:40:00,13/10/2023,19:23:18,5:43:18,5.72,0,0
987560885934370,Dave Woodhams,dave.woodhams@gmail.com,Yes,13/10/2023,13:34:03,13/10/2023,16:18:29,2:44:26,2.74,32,87.7
171419027648941,Palmira Easom,palmira.easom@gmail.com,Yes,13/10/2023,13:16:31,13/10/2023,13:27:59,0:11:28,0.19,25,4.78
702677074120231,Trista Coy,trista.coy@gmail.com,No,13/10/2023,12:57:19,13/10/2023,13:34:09,0:36:50,0.61,0,0
392165943831719,Jair Valencia,jair.valencia@gmail.com,Yes,13/10/2023,12:54:38,13/10/2023,16:00:34,3:05:56,3.1,20,61.98
859137266033291,Palmira Easom,palmira.easom@gmail.com,Yes,13/10/2023,12:53:13,13/10/2023,12:54:46,0:01:33,0.03,25,0.65
579091580327292,Palmira Easom,palmira.easom@gmail.com,Yes,13/10/2023,12:52:11,13/10/2023,12:52:46,0:00:35,0.01,25,0.24
721788788039488,Apolinar Benton,apolinar.benton@gmail.com,No,13/10/2023,12:43:21,13/10/2023,15:30:42,2:47:21,2.79,0,0
785189783222169,Palmira Easom,palmira.easom@gmail.com,Yes,13/10/2023,12:41:00,13/10/2023,12:54:00,0:13:00,0.22,25,5.42
571900969171522,Palmira Easom,palmira.easom@gmail.com,Yes,13/10/2023,12:41:00,13/10/2023,12:43:14,0:02:14,0.04,25,0.93
970504962852274,Trista Coy,trista.coy@gmail.com,No,13/10/2023,12:22:59,13/10/2023,12:43:05,0:20:06,0.34,0,0
737725917708803,Ramona Sosa,ramona.sosa@gmail.com,Yes,13/10/2023,12:18:30,13/10/2023,14:21:49,2:03:19,2.06,18,37
500846776385558,Dave Woodhams,dave.woodhams@gmail.com,Yes,13/10/2023,12:02:23,13/10/2023,12:50:33,0:48:10,0.8,32,25.69
691244933426786,Joss Eady,joss.eady@gmail.com,Yes,13/10/2023,11:59:25,13/10/2023,14:25:43,2:26:18,2.44,20,48.77
753610609255028,Jair Valencia,jair.valencia@gmail.com,Yes,13/10/2023,11:40:00,13/10/2023,12:54:00,1:14:00,1.23,20,24.67
577759697957430,Palmira Easom,palmira.easom@gmail.com,Yes,13/10/2023,11:32:00,13/10/2023,12:13:00,0:41:00,0.68,25,17.08
426169048920286,Palmira Easom,palmira.easom@gmail.com,Yes,13/10/2023,11:23:00,13/10/2023,11:32:05,0:09:05,0.15,25,3.78
245137871538483,Palmira Easom,palmira.easom@gmail.com,Yes,13/10/2023,11:12:00,13/10/2023,11:15:43,0:03:43,0.06,25,1.55
445897961423373,Mitch Morris,mitch.morris@gmail.com,No,13/10/2023,11:02:27,13/10/2023,13:40:00,2:37:33,2.63,0,0
725203810879905,Trista Coy,trista.coy@gmail.com,No,13/10/2023,10:49:54,13/10/2023,11:30:00,0:40:06,0.67,0,0
818120562456805,Dave Woodhams,dave.woodhams@gmail.com,Yes,13/10/2023,10:44:07,13/10/2023,12:02:20,1:18:13,1.3,32,41.72
314117210183208,Trista Coy,trista.coy@gmail.com,No,13/10/2023,9:03:05,13/10/2023,10:28:14,1:25:09,1.42,0,0
599275089688916,Justina Evered,justina.evered@gmail.com,No,13/10/2023,9:02:00,13/10/2023,10:06:01,1:04:01,1.07,0,0
870066479123072,Dave Woodhams,dave.woodhams@gmail.com,Yes,13/10/2023,9:00:12,13/10/2023,10:44:05,1:43:53,1.73,32,55.4
185420404917758,Palmira Easom,palmira.easom@gmail.com,Yes,13/10/2023,8:55:00,13/10/2023,9:17:00,0:22:00,0.37,25,9.17
333986118265576,Milburn Paige,milburn.paige@gmail.com,No,13/10/2023,8:12:48,13/10/2023,18:11:54,9:59:06,9.99,0,0
281593436565711,Apolinar Benton,apolinar.benton@gmail.com,No,13/10/2023,8:11:20,13/10/2023,9:54:45,1:43:25,1.72,0,0
416371988745675,Jair Valencia,jair.valencia@gmail.com,Yes,13/10/2023,8:09:10,13/10/2023,11:20:00,3:10:50,3.18,20,63.61
394132069574774,Mitch Morris,mitch.morris@gmail.com,No,13/10/2023,7:53:48,13/10/2023,10:36:54,2:43:06,2.72,0,0
935009442402846,Cissy Esparza,cissy.esparza@gmail.com,Yes,13/10/2023,7:46:44,13/10/2023,15:25:14,7:38:30,7.64,18,137.55
327307756689173,Apolinar Benton,apolinar.benton@gmail.com,No,13/10/2023,7:45:00,13/10/2023,8:10:00,0:25:00,0.42,0,0
734252790277732,Trista Coy,trista.coy@gmail.com,No,13/10/2023,6:28:22,13/10/2023,8:56:39,2:28:17,2.47,0,0
486706790218066,Ramona Sosa,ramona.sosa@gmail.com,Yes,13/10/2023,5:44:33,13/10/2023,12:02:04,6:17:31,6.29,18,113.26
736422262858457,Jair Valencia,jair.valencia@gmail.com,Yes,13/10/2023,5:16:54,13/10/2023,7:15:00,1:58:06,1.97,20,39.37
296812311510104,Cissy Esparza,cissy.esparza@gmail.com,Yes,13/10/2023,4:57:00,13/10/2023,7:45:00,2:48:00,2.8,18,50.4
835245187926914,Jair Valencia,jair.valencia@gmail.com,Yes,13/10/2023,4:50:00,13/10/2023,5:16:45,0:26:45,0.45,20,8.92
739032670671796,Berniece Kirby,berniece.kirby@gmail.com,Yes,12/10/2023,22:39:57,12/10/2023,22:56:53,0:16:56,0.28,18,5.08
225710110304392,Berniece Kirby,berniece.kirby@gmail.com,Yes,12/10/2023,22:21:42,12/10/2023,22:38:56,0:17:14,0.29,18,5.17
651671495580145,Berniece Kirby,berniece.kirby@gmail.com,Yes,12/10/2023,22:02:46,12/10/2023,22:17:25,0:14:39,0.24,18,4.4
105179269811656,Cissy Esparza,cissy.esparza@gmail.com,Yes,12/10/2023,20:46:23,13/10/2023,0:28:35,3:42:12,3.7,18,66.66
705528791113437,Mitch Morris,mitch.morris@gmail.com,No,12/10/2023,18:26:43,12/10/2023,20:10:00,1:43:17,1.72,0,0
178388585246992,Palmira Easom,palmira.easom@gmail.com,Yes,12/10/2023,17:45:49,12/10/2023,18:40:01,0:54:12,0.9,25,22.58
261262454112253,Dave Woodhams,dave.woodhams@gmail.com,Yes,12/10/2023,17:01:51,12/10/2023,17:27:02,0:25:11,0.42,32,13.43
850634957234243,Mitch Morris,mitch.morris@gmail.com,No,12/10/2023,16:30:00,12/10/2023,17:16:01,0:46:01,0.77,0,0
818437587974907,Jair Valencia,jair.valencia@gmail.com,Yes,12/10/2023,16:21:35,12/10/2023,18:24:23,2:02:48,2.05,20,40.93
415905322508889,Trista Coy,trista.coy@gmail.com,No,12/10/2023,16:00:59,12/10/2023,18:30:46,2:29:47,2.5,0,0
405273901232890,Cissy Esparza,cissy.esparza@gmail.com,Yes,12/10/2023,15:08:11,12/10/2023,20:46:19,5:38:08,5.64,18,101.44
902143755127552,Palmira Easom,palmira.easom@gmail.com,Yes,12/10/2023,15:05:36,12/10/2023,17:33:02,2:27:26,2.46,25,61.43
314206638186982,Dave Woodhams,dave.woodhams@gmail.com,Yes,12/10/2023,14:58:43,12/10/2023,17:01:48,2:03:05,2.05,32,65.64
456806528833056,Joss Eady,joss.eady@gmail.com,Yes,12/10/2023,14:19:56,12/10/2023,16:21:46,2:01:50,2.03,20,40.61
