Purchase date,Approved date,Released date,Counterpart email,Buyer document,Transaction description,Reference code,Mercadopago operation ID,Operation status,Operation status detail,Operation type,Transaction amount,Mercadopago fee,Third party marketplace fee,Shipping cost,Discount to your counterpart,Received amount,Installment,Payment type,Refunded amount,Refund operator,Claim ID,Chargeback ID,Marketplace,Online business sale number,Financing fee,Ticket number
29/11/2023 15:53,29/11/2023 15:53,17/12/2023 15:53,user6881F@email.com,CUIT 2722047,Purchase in Mundo Tecno®️,rFQw9mBABgCiyUuh7NYsizXrA,67837185080,approved,accredited,regular_payment,17114,-701.67,0,0,0,16343.87,1,account_money,0,,,,NONE,13684382151,0,
29/11/2023 15:52,29/11/2023 15:52,17/12/2023 15:52,user3838X@email.com,,Purchase in Mundo Tecno®️,rVVgWhnH7EoUAwtH4nn1NM4Oc,67651048297,approved,accredited,regular_payment,29000,-1189,0,0,0,27695,1,account_money,0,,,,NONE,13684334141,0,
29/11/2023 15:51,04/12/2023 10:51,22/12/2023 10:51,user5446L@email.com,,Purchase in Mundo Tecno®️,roC7CHmEGQUYMy5h5uc0c3A3B,67650897919,approved,accredited,regular_payment,20825,-853.83,0,0,0,19471.37,1,ticket,0,,,,NONE,13687947572,0,
29/11/2023 15:51,29/11/2023 15:51,17/12/2023 15:51,user4912B@email.com,,Purchase in Mundo Tecno®️,r5mNnWfCkCbTp6Rj47A0uH9Hf,67650996549,approved,accredited,regular_payment,19000,-779,0,0,0,17765,1,credit_card,0,,,,NONE,13684326279,0,
29/11/2023 15:20,29/11/2023 15:20,17/12/2023 15:20,user3628O@email.com,,Purchase in Mundo Tecno®️,rlYDkQnAypzWcWr7UGV65DYnh,67835391982,approved,accredited,regular_payment,19500,-799.5,0,0,0,18232.5,1,credit_card,0,,,,NONE,13687257802,0,
29/11/2023 15:11,29/11/2023 15:11,17/12/2023 15:11,user5207N@email.com,,Purchase in Mundo Tecno®️,rEKXOcezxo5uB4ogA3XtpUFZO,67648937619,approved,accredited,regular_payment,17000,-697,0,0,0,16235,1,credit_card,0,,,,NONE,13687040368,0,
29/11/2023 15:11,,,user1855H@email.com,,Purchase in Mundo Tecno®️,rEKXOcezxo5uB4ogA3XtpUFZO,67648915683,rejected,cc_rejected_blacklist,regular_payment,17000,0,0,0,0,0,1,credit_card,0,,,,NONE,13687040368,0,
29/11/2023 15:04,29/11/2023 15:04,17/12/2023 15:04,user2285M@email.com,,Purchase in Mundo Tecno®️,rCzUe3F1wOBk2OaVkcq5ApLeS,67648468087,approved,accredited,regular_payment,11094,-454.85,0,0,0,10095.54,1,credit_card,0,,,,NONE,13683248997,0,
29/11/2023 14:55,29/11/2023 14:55,17/12/2023 14:55,user9117L@email.com,CUIL 2312040,Purchase in Mundo Tecno®️,r7uqh6nYT3sfv1AB2uol6VrhK,67834187880,approved,accredited,regular_payment,19000,-779,0,0,0,17860,1,debit_card,0,,,,NONE,13686700428,0,
29/11/2023 14:46,29/11/2023 14:46,17/12/2023 14:46,user2963W@email.com,,Purchase in Mundo Tecno®️,r5hJFvAJn1YTSfPWYJgqzauV2,67833715864,approved,accredited,regular_payment,13890,-569.49,0,0,0,13264.95,1,debit_card,0,,,,NONE,13682862959,0,
29/11/2023 14:40,29/11/2023 14:40,17/12/2023 14:40,user1369G@email.com,,Purchase in Mundo Tecno®️,rswmdyTitb4bv7qsrrfIcuFbM,67833574370,approved,accredited,regular_payment,19000,-779,0,0,0,17765,1,credit_card,0,,,,NONE,13686363080,0,
29/11/2023 14:38,29/11/2023 14:38,17/12/2023 14:38,user8813N@email.com,,Purchase in Mundo Tecno®️,rZ4LBVjHujCK9EYLOoBe6dhH3,67833460520,approved,accredited,regular_payment,19500,-799.5,0,0,0,18622.5,1,account_money,0,,,,NONE,13686307102,0,
29/11/2023 14:36,,,user8738Y@email.com,,Purchase in Mundo Tecno®️,rWlvkO1SydOLYPGkj6lKjH8dI,67647227019,pending,pending_waiting_payment,regular_payment,24650,0,0,0,0,0,1,ticket,0,,,,NONE,13686256084,0,
29/11/2023 14:28,29/11/2023 14:28,17/12/2023 14:28,user3587E@email.com,,Purchase in Mundo Tecno®️,rSTzjiIs3sxnUNVgUgkiPBJeK,67832952912,approved,accredited,regular_payment,19900,-815.9,0,0,0,19004.5,1,credit_card,0,,,,NONE,13682453881,0,
29/11/2023 14:28,29/11/2023 14:28,17/12/2023 14:28,user2202D@email.com,,Purchase in Mundo Tecno®️,rWZkNAyWd8nav2a5uvgI6ZVaj,67646647783,approved,accredited,regular_payment,25890,-1061.49,0,0,0,24724.95,1,credit_card,0,,,,NONE,13682450217,0,
29/11/2023 14:23,29/11/2023 14:23,17/12/2023 14:23,user1135Q@email.com,,Purchase in Mundo Tecno®️,rWSB9zKBWrdwS1OvgsZoDEPxD,67832577758,approved,accredited,regular_payment,19500,-799.5,0,0,0,18330,3,credit_card,0,,,,NONE,13685947556,0,
29/11/2023 14:14,29/11/2023 14:14,17/12/2023 14:14,user2606K@email.com,,Purchase in Mundo Tecno®️,rvVFoqt5IhOb76akKlnPWKAFg,67832184750,approved,accredited,regular_payment,6900,-282.9,0,0,0,6451.5,1,credit_card,0,,,,NONE,13685758182,0,
29/11/2023 14:13,29/11/2023 14:13,17/12/2023 14:13,user6897B@email.com,,Purchase in Mundo Tecno®️,r6spHsnLU3O9sm2OCXx7kT30S,67831981578,approved,accredited,regular_payment,53900,-2209.9,0,0,0,50396.5,1,credit_card,0,,,,NONE,13682105071,0,
29/11/2023 13:57,29/11/2023 13:57,17/12/2023 13:57,user4679Z@email.com,,Purchase in Mundo Tecno®️,rcmKXBF8OCMphmiVGQy1ps4JV,67831360102,approved,accredited,regular_payment,9500,-389.5,0,0,0,9072.5,1,account_money,0,,,,NONE,13685306782,0,
29/11/2023 13:56,,,user5700V@email.com,,Purchase in Mundo Tecno®️,rTeirkuw2ThI0joPg9FptKtSg,67831268138,rejected,cc_rejected_high_risk,regular_payment,8075,0,0,0,0,0,1,credit_card,0,,,,NONE,13681677095,0,
29/11/2023 13:55,29/11/2023 13:55,17/12/2023 13:55,user9951I@email.com,,Purchase in Mundo Tecno®️,r9y11wT4R6bL5s1CSAMQnXPKk,67644834079,approved,accredited,regular_payment,19500,-799.5,0,0,0,18622.5,1,credit_card,0,,,,NONE,13681627223,0,
29/11/2023 13:47,29/11/2023 13:47,17/12/2023 13:47,user7050M@email.com,,Purchase in Mundo Tecno®️,revpI3LahAnG8m6In1vbEC14a,67644640529,approved,accredited,regular_payment,25000,-1025,0,0,0,23375,1,credit_card,0,,,,NONE,13681453259,0,
29/11/2023 13:34,29/11/2023 13:34,17/12/2023 13:34,user8652K@email.com,,Purchase in Mundo Tecno®️,rppyH35Q6InHnr62n7aGo3rjy,67643735399,approved,accredited,regular_payment,19900,-815.9,0,0,0,19004.5,1,credit_card,0,,,,NONE,13681088183,0,
29/11/2023 13:23,29/11/2023 13:23,17/12/2023 13:23,user8525A@email.com,,Purchase in Mundo Tecno®️,rcXrnUwqfftXc64WVgOd1q9i1,67829167476,approved,accredited,regular_payment,8500,-348.5,0,0,0,7735,1,debit_card,0,,,,NONE,13680802921,0,
29/11/2023 13:23,29/11/2023 13:23,17/12/2023 13:23,user7969N@email.com,,Purchase in Mundo Tecno®️,r7RP0380oWRpIn5PGnTNS7o9J,67829202910,approved,accredited,regular_payment,19125,-784.13,0,0,0,17881.87,1,credit_card,0,,,,NONE,13684414420,0,
29/11/2023 13:17,29/11/2023 13:17,17/12/2023 13:17,user4741O@email.com,,Purchase in Mundo Tecno®️,rrreuxMf4Ze9XaSRJNdpfcs5E,67828796836,approved,accredited,regular_payment,29000,-1189,0,0,0,27695,1,credit_card,0,,,,NONE,13680608209,0,
29/11/2023 13:16,29/11/2023 13:16,17/12/2023 13:16,user4935W@email.com,,Purchase in Mundo Tecno®️,rNiVgXqH3a78mcTXMtZMkTYRM,67828800700,approved,accredited,regular_payment,19900,-815.9,0,0,0,18606.5,1,credit_card,0,,,,NONE,13680598327,0,
29/11/2023 13:11,29/11/2023 13:11,17/12/2023 13:11,user7945B@email.com,,Purchase in Mundo Tecno®️,rNmsAhN5G9AQyiLTj3ZrMi9uC,67642346865,approved,accredited,regular_payment,9500,-389.5,0,0,0,8882.5,1,credit_card,0,,,,NONE,13680442571,0,
29/11/2023 13:08,29/11/2023 13:08,17/12/2023 13:08,user1869H@email.com,,Purchase in Mundo Tecno®️,rWOE1yWz7Aw4SuLPXFicG5vFB,67642194275,approved,accredited,regular_payment,7500,-307.5,0,0,0,7012.5,1,credit_card,0,,,,NONE,13680361585,0,
29/11/2023 13:03,29/11/2023 13:03,17/12/2023 13:03,user9056C@email.com,,Purchase in Mundo Tecno®️,ruLK1b3k23MZCROCQH9zh4kns,67828024232,approved,accredited,regular_payment,9500,-389.5,0,0,0,9072.5,1,account_money,0,,,,NONE,13683821822,0,
29/11/2023 12:54,29/11/2023 12:54,17/12/2023 12:54,user1278A@email.com,,Purchase in Mundo Tecno®️,rIU0Kzce57vxs1zlpPDb9GNxO,67641255163,approved,accredited,regular_payment,8075,-331.08,0,0,0,7590.49,1,account_money,0,,,,NONE,13683550078,0,
29/11/2023 12:51,29/11/2023 12:51,17/12/2023 12:51,user2304T@email.com,,Purchase in Mundo Tecno®️,rL4J02cbEJ0T1wL4zEgHdC3Ne,67641075437,approved,accredited,regular_payment,17100,-701.1,0,0,0,15988.5,1,credit_card,0,,,,NONE,13679871097,0,
29/11/2023 12:50,29/11/2023 12:50,17/12/2023 12:50,user2764L@email.com,,Purchase in Mundo Tecno®️,rVP6hBGoFuaw87nj8n6aD224T,67827080880,approved,accredited,regular_payment,12900,-528.9,0,0,0,12126,1,account_money,0,,,,NONE,13679787673,0,
29/11/2023 12:33,29/11/2023 12:33,17/12/2023 12:33,user7817X@email.com,,Purchase in Mundo Tecno®️,rd4OWVi4IVeQSn266pgOMiyQ7,67639837817,approved,accredited,regular_payment,12900,-528.9,0,0,0,12319.5,1,credit_card,0,,,,NONE,13682934500,0,
29/11/2023 12:30,29/11/2023 12:30,17/12/2023 12:30,user6839O@email.com,,Purchase in Mundo Tecno®️,rgUbE0DLn4izQerJeqfZBWyFo,67639812333,approved,accredited,regular_payment,6900,-282.9,0,0,0,6451.5,1,debit_card,0,,,,NONE,13679235403,0,
29/11/2023 12:27,29/11/2023 12:27,17/12/2023 12:27,user4501W@email.com,CUIT 2726708,Purchase in Mundo Tecno®️,rx6kfszW2GwVqnYbWVrzE3QC0,67825465776,approved,accredited,regular_payment,17500,-717.5,0,0,0,16712.5,1,credit_card,0,,,,NONE,13682752458,0,
29/11/2023 12:25,29/11/2023 12:25,17/12/2023 12:25,user7830G@email.com,CUIT 2711267,Purchase in Mundo Tecno®️,rHUoyAoObbehptkBNM3TArVAh,67639206003,approved,accredited,regular_payment,25000,-1025,0,0,0,23500,1,credit_card,0,,,,NONE,13679064599,0,
29/11/2023 12:17,29/11/2023 12:17,17/12/2023 12:17,user7261H@email.com,,Purchase in Mundo Tecno®️,r0IV42ekry3yjw5LKDs4ZYd3x,67824877450,approved,accredited,regular_payment,22500,-922.5,0,0,0,21487.5,1,credit_card,0,,,,NONE,13678812331,0,
29/11/2023 12:08,29/11/2023 12:08,17/12/2023 12:08,user7883Y@email.com,,Purchase in Mundo Tecno®️,rkjemNrqPdtssMKUBmzwkxSZ3,67824352248,approved,accredited,regular_payment,9500,-389.5,0,0,0,8882.5,1,credit_card,0,,,,NONE,13678561595,0,
29/11/2023 12:01,,,user1317A@email.com,,Purchase in Mundo Tecno®️,revFI0MvAwqBmcahejlktRuHd,67823916252,rejected,cc_rejected_insufficient_amount,regular_payment,22500,0,0,0,0,0,3,credit_card,0,,,,NONE,13678350093,0,
29/11/2023 12:00,,,user8265J@email.com,,Purchase in Mundo Tecno®️,rCfO6QCWkHdebUqFgu58UADo3,67823773142,rejected,cc_rejected_insufficient_amount,regular_payment,22500,0,0,0,0,0,6,credit_card,0,,,,NONE,13678306645,0,
29/11/2023 11:59,29/11/2023 11:59,17/12/2023 11:59,user9245Y@email.com,,Purchase in Mundo Tecno®️,rOvFLIUQZ4ugXud7JFcGxjcEv,67637422019,approved,accredited,regular_payment,25000,-1025,0,0,0,23375,3,credit_card,0,,,,NONE,13681919390,0,
29/11/2023 11:58,,,user8736G@email.com,,Purchase in Mundo Tecno®️,rRTmlb9dp5tASDQj8zi5WCR2H,67823516060,pending,pending_waiting_payment,regular_payment,6900,0,0,0,0,0,1,ticket,0,,,,NONE,13681889382,0,
29/11/2023 11:44,04/12/2023 10:51,22/12/2023 10:51,user5514F@email.com,,Purchase in Mundo Tecno®️,rCxWGIVMs57W5sjWaOvYiDG4c,67822573934,approved,accredited,regular_payment,62475,-2561.48,0,0,0,58414.12,1,ticket,0,,,,NONE,13677865771,0,
29/11/2023 11:41,29/11/2023 11:42,17/12/2023 11:42,user7047J@email.com,,Purchase in Mundo Tecno®️,rLsJbMgQnQoBzOTiwgRBM4Oks,67822560658,approved,accredited,regular_payment,18490,-758.09,0,0,0,17288.15,1,credit_card,0,,,,NONE,13681422226,0,
29/11/2023 11:40,29/11/2023 11:40,17/12/2023 11:40,user6794D@email.com,CUIT 2011204,Purchase in Mundo Tecno®️,rEAl6CZWaL3ayawHSfjDcgpIb,67636281763,approved,accredited,regular_payment,17100,-701.1,0,0,0,16074,1,credit_card,0,,,,NONE,13681405102,0,
29/11/2023 11:20,29/11/2023 11:20,17/12/2023 11:20,user5881T@email.com,,Purchase in Mundo Tecno®️,rpTCVWkQrb9ZEolXYFRjUiErB,67821172548,approved,accredited,regular_payment,17100,-701.1,0,0,0,16074,1,credit_card,0,,,,NONE,13680866274,0,
29/11/2023 11:03,29/11/2023 11:03,17/12/2023 11:03,user7224U@email.com,,Purchase in Mundo Tecno®️,rPRBPo62p9DOdOWzeYIXPgo1H,67634282465,approved,accredited,regular_payment,9500,-389.5,0,0,0,9072.5,1,account_money,0,,,,NONE,13676812943,0,
29/11/2023 10:58,29/11/2023 10:58,17/12/2023 10:58,user2626A@email.com,,Purchase in Mundo Tecno®️,r36TEojTZfAGeipUDrdMpDjbK,67819904538,approved,accredited,regular_payment,29990,-1229.59,0,0,0,28640.45,1,credit_card,0,,,,NONE,13676666481,0,
29/11/2023 10:52,29/11/2023 10:52,17/12/2023 10:52,user5014C@email.com,,Purchase in Mundo Tecno®️,rpPelsEJ9MEX82oeCRvahZN1y,67819660488,approved,accredited,regular_payment,23400,-959.4,0,0,0,22347,1,credit_card,0,,,,NONE,13676532229,0,
29/11/2023 10:43,29/11/2023 10:43,17/12/2023 10:43,user9408B@email.com,,Purchase in Mundo Tecno®️,rq3XTyOfLDj9xEWeea3ZQdVnf,67818931332,approved,accredited,regular_payment,9500,-389.5,0,0,0,9072.5,1,debit_card,0,,,,NONE,13679949024,0,
29/11/2023 10:36,29/11/2023 10:36,17/12/2023 10:36,user5176Q@email.com,,Purchase in Mundo Tecno®️,rGHLsrm1cBQ5kcbu8AkrjzBzV,67818617642,approved,accredited,regular_payment,12900,-528.9,0,0,0,12061.5,1,credit_card,0,,,,NONE,13679790338,0,
29/11/2023 10:29,29/11/2023 10:29,17/12/2023 10:29,user9745B@email.com,,Purchase in Mundo Tecno®️,r7Rfxra3EoRbs0NEU5KWSQa2V,67818428252,approved,accredited,regular_payment,9500,-389.5,0,0,0,9072.5,1,credit_card,0,,,,NONE,13676000429,0,
29/11/2023 10:08,29/11/2023 10:08,17/12/2023 10:08,user9141C@email.com,,Purchase in Mundo Tecno®️,r9eJdfGBms1R3liWiiPSrAuWo,67817171944,approved,accredited,regular_payment,19000,-779,0,0,0,18145,1,credit_card,0,,,,NONE,13675539807,0,
29/11/2023 10:03,29/11/2023 10:03,17/12/2023 10:03,user6817Z@email.com,,Purchase in Mundo Tecno®️,rSWwuGxaSsxqhRjmqpNFHxY31,67816885900,approved,accredited,regular_payment,13890,-569.49,0,0,0,12987.15,1,credit_card,0,,,,NONE,13679048356,0,
29/11/2023 10:02,29/11/2023 10:02,17/12/2023 10:02,user2678L@email.com,,Purchase in Mundo Tecno®️,rJiYXJA6oCU00O8ugM6FOmE5o,67817092454,approved,accredited,regular_payment,9500,-389.5,0,0,0,8882.5,1,credit_card,0,,,,NONE,13675415455,0,
29/11/2023 9:57,29/11/2023 9:57,17/12/2023 9:57,user6449R@email.com,,Purchase in Mundo Tecno®️,r5oe0Ub9HA3P7dh5lStOH984n,67630757055,approved,accredited,regular_payment,9500,-389.5,0,0,0,9072.5,1,account_money,0,,,,NONE,13678933020,0,
29/11/2023 9:57,29/11/2023 10:54,17/12/2023 10:54,user1755M@email.com,,Purchase in Mundo Tecno®️,rJtYj8k68ltTSFoSE7W0kj1A5,67630726829,approved,accredited,regular_payment,24225,-993.23,0,0,0,23134.87,1,ticket,0,,,,NONE,13678918306,0,
29/11/2023 9:55,29/11/2023 9:55,17/12/2023 9:55,user2091W@email.com,,Purchase in Mundo Tecno®️,r9a3yV4ibsDRqGGA5fXXuFm5p,67816654306,approved,accredited,regular_payment,19500,-799.5,0,0,0,18622.5,1,account_money,0,,,,NONE,13678867312,0,
29/11/2023 9:54,29/11/2023 9:54,17/12/2023 9:54,user8150U@email.com,,Purchase in Mundo Tecno®️,rkdsJoGnoliOTH4KGBKbo1KE9,67816451842,approved,accredited,regular_payment,12900,-528.9,0,0,0,12319.5,1,credit_card,0,,,,NONE,13675224327,0,
29/11/2023 9:46,29/11/2023 9:46,17/12/2023 9:46,user4393L@email.com,CUIL 2714270,Purchase in Mundo Tecno®️,r4lZSfdFQ6TxFry8mAhGeHE56,67630264301,approved,accredited,regular_payment,12900,-528.9,0,0,0,12319.5,1,debit_card,0,,,,NONE,13678704414,0,
29/11/2023 9:46,29/11/2023 9:46,17/12/2023 9:46,user8393W@email.com,,Purchase in Mundo Tecno®️,rYIbFei8ImWlLX6rKAbx1VqAv,67816205620,approved,accredited,regular_payment,9500,-389.5,0,0,0,8930,1,credit_card,0,,,,NONE,13675069977,0,
29/11/2023 9:45,,,user3523P@email.com,,Purchase in Mundo Tecno®️,rYIbFei8ImWlLX6rKAbx1VqAv,67630208199,rejected,cc_rejected_insufficient_amount,regular_payment,9500,0,0,0,0,0,1,credit_card,0,,,,NONE,13675069977,0,
29/11/2023 9:44,29/11/2023 9:44,17/12/2023 9:44,user2789X@email.com,,Purchase in Mundo Tecno®️,riW0u4Mi5KBpzQ49j6K88bmyt,67816085676,approved,accredited,regular_payment,14400,-590.4,0,0,0,13752,1,credit_card,0,,,,NONE,13678652214,0,
29/11/2023 9:44,29/11/2023 9:44,17/12/2023 9:44,user5116M@email.com,,Purchase in Mundo Tecno®️,rSuLt1hc0aLgTwrgl1LytOt5Y,67816173238,approved,accredited,regular_payment,29000,-1189,0,0,0,27695,1,account_money,0,,,,NONE,13678653614,0,
29/11/2023 9:41,29/11/2023 9:41,17/12/2023 9:41,user8150T@email.com,,Purchase in Mundo Tecno®️,rRRdAYm3uIZiDFCg7UX7p8vid,67815965808,approved,accredited,regular_payment,25000,-1025,0,0,0,23375,1,credit_card,0,,,,NONE,13678603976,0,
29/11/2023 9:33,29/11/2023 9:33,17/12/2023 9:33,user3321Q@email.com,,Purchase in Mundo Tecno®️,r3M00rZgZEU8sQVeaXrhfThzO,67815682572,approved,accredited,regular_payment,7500,-307.5,0,0,0,7162.5,1,credit_card,0,,,,NONE,13674773359,0,
29/11/2023 9:32,,,user1034Z@email.com,,Purchase in Mundo Tecno®️,r3M00rZgZEU8sQVeaXrhfThzO,67815648342,rejected,cc_rejected_bad_filled_security_code,regular_payment,7500,0,0,0,0,0,1,credit_card,0,,,,NONE,13674773359,0,
29/11/2023 9:27,29/11/2023 9:27,17/12/2023 9:27,user3218K@email.com,,Purchase in Mundo Tecno®️,rocLevgoGH55jUTRbMA4jy0W1,67629542253,approved,accredited,regular_payment,17000,-697,0,0,0,15895,1,credit_card,0,,,,NONE,13674710917,0,
29/11/2023 9:25,29/11/2023 9:25,17/12/2023 9:25,user9309G@email.com,,Purchase in Mundo Tecno®️,rVrxronTDCuHiwSEli3xZj2NE,67629305511,approved,accredited,regular_payment,17000,-697,0,0,0,16235,1,account_money,0,,,,NONE,13674660065,0,
29/11/2023 8:51,29/11/2023 8:51,17/12/2023 8:51,user7500D@email.com,CUIT 2008482,Purchase in Mundo Tecno®️,rjgJ8jgSqpftiSMA7OYCnYcsf,67814021070,approved,accredited,regular_payment,19000,-779,0,0,0,17860,1,credit_card,0,,,,NONE,13673996885,0,
29/11/2023 8:40,29/11/2023 8:40,17/12/2023 8:40,user1346M@email.com,,Purchase in Mundo Tecno®️,raao60zv02PhkCXAvUMUvW0xq,67813421796,approved,accredited,regular_payment,7500,-307.5,0,0,0,6825,1,credit_card,0,,,,NONE,13677516276,0,
29/11/2023 8:35,29/11/2023 8:35,17/12/2023 8:35,user5680J@email.com,,Purchase in Mundo Tecno®️,rYZpuwYZIgqBEqQ9a06GTqtu4,67813474242,approved,accredited,regular_payment,12900,-528.9,0,0,0,12319.5,1,account_money,0,,,,NONE,13677450930,0,
29/11/2023 8:34,29/11/2023 8:34,17/12/2023 8:34,user6854X@email.com,CUIT 2024528,Purchase in Mundo Tecno®️,rwbN78UD2fpTq5Uce8TGGI47D,67627204073,approved,accredited,regular_payment,19000,-779,0,0,0,18145,1,digital_currency,0,,,,NONE,13673820831,0,
29/11/2023 8:30,,,user8850M@email.com,,Purchase in Mundo Tecno®️,rwbN78UD2fpTq5Uce8TGGI47D,67627376373,rejected,cc_rejected_insufficient_amount,regular_payment,19000,0,0,0,0,0,1,credit_card,0,,,,NONE,13673767821,0,
29/11/2023 8:09,29/11/2023 8:10,17/12/2023 8:10,user9272Y@email.com,,Purchase in Mundo Tecno®️,rzQEtMFLzV7PtArW4Sa6YJOgG,67626778737,approved,accredited,regular_payment,29000,-1189,0,0,0,27260,1,credit_card,0,,,,NONE,13677094618,0,
29/11/2023 8:09,,,user1512J@email.com,,Purchase in Mundo Tecno®️,rzQEtMFLzV7PtArW4Sa6YJOgG,67812712400,rejected,cc_rejected_insufficient_amount,regular_payment,29000,0,0,0,0,0,1,debit_card,0,,,,NONE,13677094618,0,
29/11/2023 8:04,29/11/2023 8:04,17/12/2023 8:04,user1538U@email.com,,Purchase in Mundo Tecno®️,rGebhyTSbxceB0jFhhnjjJ6hD,67812505180,approved,accredited,regular_payment,6900,-282.9,0,0,0,6451.5,1,credit_card,0,,,,NONE,13673429083,0,
29/11/2023 8:01,29/11/2023 8:01,17/12/2023 8:01,user5078W@email.com,,Purchase in Mundo Tecno®️,rutKJJdC98RwWRYMnGwskXowp,67812530210,approved,accredited,regular_payment,17500,-717.5,0,0,0,16712.5,1,debit_card,0,,,,NONE,13673383635,0,
29/11/2023 7:57,29/11/2023 7:57,17/12/2023 7:57,user4303Y@email.com,,Purchase in Mundo Tecno®️,rKfO4UBYeG5Yu8f9xeJ4NdQlV,67812271310,approved,accredited,regular_payment,24500,-1004.5,0,0,0,22907.5,1,credit_card,0,,,,NONE,13676957378,0,
29/11/2023 7:45,29/11/2023 7:45,17/12/2023 7:45,user4157O@email.com,,Purchase in Mundo Tecno®️,rSEhbjrCGWzdstU6ZVGwJL2Gd,67812016378,approved,accredited,regular_payment,16770,-687.57,0,0,0,15763.8,1,account_money,0,,,,NONE,13673209167,0,
29/11/2023 6:53,29/11/2023 6:53,17/12/2023 6:53,user5557S@email.com,,Purchase in Mundo Tecno®️,rhysNYtYamROlA8RuDqrn9hma,67624875913,approved,accredited,regular_payment,6900,-282.9,0,0,0,6451.5,1,credit_card,0,,,,NONE,13676364824,0,
29/11/2023 6:14,29/11/2023 6:14,17/12/2023 6:14,user1013N@email.com,,Purchase in Mundo Tecno®️,rJwWL79jkYr6c615XJvZRsEll,67810280742,approved,accredited,regular_payment,17500,-717.5,0,0,0,16712.5,1,account_money,0,,,,NONE,13676156664,0,
29/11/2023 5:45,29/11/2023 5:45,17/12/2023 5:45,user7937O@email.com,,Purchase in Mundo Tecno®️,rNurMlg3A3ajfpKeNFr1j71CK,67624065327,approved,accredited,regular_payment,19000,-779,0,0,0,18145,1,credit_card,0,,,,NONE,13672452261,0,
29/11/2023 3:59,29/11/2023 3:59,17/12/2023 3:59,user4203R@email.com,,Purchase in Mundo Tecno®️,rhgwICEsou1Xnhwmyw4cM7FBo,67623381993,approved,accredited,regular_payment,10490,-430.09,0,0,0,10017.95,1,credit_card,0,,,,NONE,13672278457,0,
29/11/2023 3:59,,,user5268W@email.com,,Purchase in Mundo Tecno®️,rhgwICEsou1Xnhwmyw4cM7FBo,67623718295,rejected,cc_rejected_other_reason,regular_payment,10490,0,0,0,0,0,1,credit_card,0,,,,NONE,13672278457,0,
29/11/2023 2:20,29/11/2023 2:20,17/12/2023 2:20,user5012I@email.com,CUIT 2724119,Purchase in Mundo Tecno®️,rJWEYEMDnpRqjWVHaJ3WRcLyV,67808786474,approved,accredited,regular_payment,24900,-1020.9,0,0,0,23779.5,1,credit_card,0,,,,NONE,13672083657,0,
28/11/2023 23:39,28/11/2023 23:39,16/12/2023 23:39,user5915B@email.com,,Purchase in Mundo Tecno®️,ras49BSqWAaAJjDnFoxp0in7G,67620317947,approved,accredited,regular_payment,14500,-594.5,0,0,0,13557.5,1,credit_card,0,,,,NONE,13674609774,0,
28/11/2023 23:30,28/11/2023 23:30,16/12/2023 23:30,user3659H@email.com,,Purchase in Mundo Tecno®️,rqRTJQsjj4fneKmF4fFvoKm3y,67805874018,approved,accredited,regular_payment,22500,-922.5,0,0,0,21487.5,1,debit_card,0,,,,NONE,13674477960,0,
28/11/2023 22:55,28/11/2023 22:55,16/12/2023 22:55,user7903R@email.com,,Purchase in Mundo Tecno®️,riAzG76ylzT0vjlQSVdLPCKtw,67804952278,approved,accredited,regular_payment,19000,-779,0,0,0,17860,1,digital_currency,0,,,,NONE,13670369717,0,
28/11/2023 22:42,28/11/2023 22:42,16/12/2023 22:42,user2695W@email.com,,Purchase in Mundo Tecno®️,rqFrRmPfPRB6Yxv6372vtiHYz,67618657105,approved,accredited,regular_payment,29000,-1189,0,0,0,27115,1,credit_card,0,,,,NONE,13670157523,0,
28/11/2023 22:12,28/11/2023 22:12,16/12/2023 22:12,user9016P@email.com,,Purchase in Mundo Tecno®️,rtkqoNE6XJ9X42fgAzmcYW7fP,67803103958,approved,accredited,regular_payment,6900,-282.9,0,0,0,6486,1,account_money,0,,,,NONE,13669594615,0,
28/11/2023 22:09,28/11/2023 22:09,16/12/2023 22:09,user2647N@email.com,,Purchase in Mundo Tecno®️,rrTRGrOIZ5TRVKh6zui8FV6vZ,67803013518,approved,accredited,regular_payment,9500,-389.5,0,0,0,8882.5,1,debit_card,0,,,,NONE,13669540273,0,
28/11/2023 22:08,28/11/2023 22:08,16/12/2023 22:08,user1560U@email.com,CUIT 2011242,Purchase in Mundo Tecno®️,rSZn6M5rSbWdLfTQvUAD4Tsz3,67617271663,approved,accredited,regular_payment,35100,-1439.1,0,0,0,33520.5,1,account_money,0,,,,NONE,13669520323,0,
28/11/2023 22:07,,,user1570O@email.com,,Purchase in Mundo Tecno®️,rRDjdw1CFtUZxo7h9iFYCrMCR,67803020494,cancelled,expired,regular_payment,22500,0,0,0,0,0,1,ticket,0,,,,NONE,13669450923,0,
28/11/2023 22:00,28/11/2023 22:00,28/11/2023 22:00,user7151E@email.com,,Bank Transfer,,67802649684,approved,accredited,account_fund,4500,0,0,0,0,4500,1,bank_transfer,0,,,,NONE,,0,
28/11/2023 21:21,28/11/2023 21:21,16/12/2023 21:21,user4646N@email.com,,Purchase in Mundo Tecno®️,rUEZSjZhl83e94ux6DgM8X4xk,67800787982,approved,accredited,regular_payment,20490,-840.09,0,0,0,19260.6,1,credit_card,0,,,,NONE,13668444775,0,
